Id,UserId,DepartmentId,YearId,SquadronId,AdmissionYear,CreatedAt,UpdatedAt
1796,952.0,1.0,2.0,,2023.0,2023-10-15 12:57:58,2023-12-24 12:57:58
885,1028.0,2.0,4.0,4.0,2025.0,2023-05-03 23:28:02,2023-07-14 23:28:02
4275,1865.0,1.0,3.0,2.0,2023.0,2023-09-23 21:58:40,2024-05-31 21:58:40
1061,1088.0,1.0,2.0,,2025.0,2025-10-01 15:12:32,2026-01-29 15:12:32
1688,817.0,3.0,1.0,5.0,2025.0,2021-06-17 15:53:57,2022-02-20 15:53:57
211,9633.0,3.0,3.0,3.0,2026.0,2023-07-19 16:15:35,2024-01-19 16:15:35
2590,567.0,,1.0,3.0,2023.0,2022-12-06 05:44:34,2022-12-10 05:44:34
1206,,3.0,2.0,5.0,2026.0,2021-01-01 07:52:55,2021-07-28 07:52:55
3858,110.0,1.0,4.0,4.0,2022.0,2023-09-23 13:58:32,2024-03-03 13:58:32
4153,1637.0,3.0,4.0,4.0,2021.0,2021-11-16 03:23:47,2022-07-17 03:23:47
280,1500.0,2.0,2.0,4.0,2023.0,2021-06-14 00:02:17,2021-09-02 00:02:17
1589,9054.0,1.0,2.0,4.0,,2025-05-09 13:35:03,2026-01-29 13:35:03
268,1312.0,3.0,1.0,1.0,2023.0,2024-05-28 20:06:46,2025-02-11 20:06:46
419,697.0,1.0,1.0,1.0,2023.0,2025-09-05 07:28:12,2025-09-30 07:28:12
602,1602.0,1.0,3.0,4.0,2026.0,2022-03-07 19:21:49,2022-04-10 19:21:49
1081,381.0,2.0,2.0,4.0,2022.0,2023-12-20 08:21:08,2024-02-22 08:21:08
1068,280.0,1.0,4.0,3.0,2024.0,2025-12-11 18:46:08,2026-08-07 18:46:08
2534,1022.0,1.0,3.0,3.0,2024.0,2021-12-14 10:27:30,2022-08-09 10:27:30
3763,1328.0,1.0,4.0,4.0,2023.0,2023-11-21 23:33:45,2024-01-01 23:33:45
165,1206.0,1.0,2.0,2.0,2026.0,2025-05-19 01:29:10,2025-11-12 01:29:10
4609,1798.0,1.0,4.0,4.0,2024.0,2024-12-28 01:07:29,2025-07-10 01:07:29
2286,8.0,2.0,4.0,4.0,2025.0,2021-08-13 01:54:15,2021-10-08 01:54:15
4171,1276.0,2.0,1.0,2.0,2024.0,2024-09-25 17:36:17,2025-02-01 17:36:17
2843,1981.0,1.0,1.0,5.0,2025.0,2025-12-19 11:31:05,2026-07-21 11:31:05
1111,1409.0,2.0,1.0,3.0,2023.0,2022-05-13 00:52:30,2022-06-28 00:52:30
1331,9468.0,3.0,2.0,1.0,2023.0,2023-04-05 09:12:14,2023-08-30 09:12:14
1465,1520.0,1.0,4.0,,2022.0,2025-12-10 05:27:13,2026-03-19 05:27:13
1748,1444.0,,3.0,3.0,2023.0,2022-08-14 05:29:14,2022-09-11 05:29:14
79,58.0,,1.0,4.0,2023.0,2023-03-21 19:49:48,2023-05-21 19:49:48
89,758.0,3.0,4.0,1.0,2025.0,2024-08-10 13:05:29,2025-04-04 13:05:29
939,1365.0,1.0,1.0,3.0,2022.0,2022-07-29 21:42:39,2023-03-26 21:42:39
3878,28.0,2.0,,,2024.0,2024-03-16 01:31:17,2024-03-21 01:31:17
2794,599.0,1.0,,4.0,2024.0,2021-07-15 14:43:02,2022-01-03 14:43:02
1277,1558.0,1.0,1.0,3.0,2026.0,2023-07-15 11:58:38,2023-10-11 11:58:38
2166,1673.0,,1.0,1.0,2023.0,2022-03-16 04:23:43,2022-08-06 04:23:43
4209,546.0,,,4.0,2022.0,2022-11-05 04:35:33,2023-07-03 04:35:33
4546,1868.0,1.0,1.0,5.0,2024.0,2023-07-18 12:54:12,2024-02-14 12:54:12
1455,,2.0,3.0,2.0,2025.0,2024-11-28 10:28:03,2025-04-08 10:28:03
4,1286.0,2.0,2.0,1.0,2024.0,2021-06-18 19:19:15,2021-06-19 19:19:15
3125,1144.0,2.0,1.0,,2026.0,2023-11-08 04:28:19,2024-02-27 04:28:19
1503,295.0,2.0,3.0,4.0,2023.0,2024-06-07 09:27:36,2025-01-26 09:27:36
274,,2.0,2.0,3.0,2025.0,2021-08-10 12:10:21,2021-09-11 12:10:21
3682,1166.0,1.0,4.0,4.0,2022.0,2022-01-31 01:22:24,2022-04-29 01:22:24
4097,47.0,2.0,1.0,5.0,2023.0,2025-11-04 16:04:26,2026-04-06 16:04:26
2522,214.0,,3.0,3.0,2024.0,2021-02-22 23:12:52,2021-09-13 23:12:52
367,1370.0,3.0,2.0,5.0,2025.0,2025-05-12 09:15:54,2025-05-22 09:15:54
1972,334.0,1.0,2.0,5.0,2025.0,2022-02-17 10:36:24,2022-06-11 10:36:24
4407,1022.0,1.0,3.0,4.0,2026.0,2024-10-14 04:49:16,2025-06-04 04:49:16
2101,958.0,2.0,1.0,4.0,2022.0,2021-02-19 04:59:53,2021-07-20 04:59:53
4615,96.0,1.0,4.0,4.0,2023.0,2022-08-29 14:12:36,2023-03-14 14:12:36
4671,1871.0,1.0,1.0,2.0,2025.0,2022-04-06 07:59:33,2022-11-07 07:59:33
2688,1825.0,2.0,1.0,4.0,2024.0,2025-08-15 03:10:00,2026-05-24 03:10:00
3672,1287.0,1.0,4.0,5.0,2026.0,2023-04-20 15:32:10,2023-11-24 15:32:10
1520,730.0,1.0,1.0,2.0,2023.0,2022-01-03 21:02:54,2022-07-03 21:02:54
1067,1064.0,2.0,2.0,4.0,2022.0,2021-09-22 20:25:08,2022-01-16 20:25:08
3762,985.0,1.0,3.0,2.0,2023.0,2022-07-06 04:39:35,2022-08-04 04:39:35
3498,1754.0,,4.0,5.0,2024.0,2021-12-04 10:37:15,2022-05-29 10:37:15
588,904.0,1.0,1.0,2.0,2026.0,2023-04-11 23:29:50,2023-09-16 23:29:50
4248,151.0,1.0,2.0,5.0,2025.0,2021-11-29 11:20:20,2022-08-27 11:20:20
2230,2008.0,1.0,1.0,1.0,2024.0,2024-09-16 01:30:05,2025-05-05 01:30:05
1185,,1.0,2.0,4.0,2025.0,2024-01-04 06:46:19,2024-05-03 06:46:19
4733,343.0,,,2.0,2023.0,2025-02-03 16:35:22,2025-05-14 16:35:22
2894,1515.0,2.0,2.0,3.0,2026.0,2022-05-13 08:16:56,2023-02-02 08:16:56
2266,1630.0,1.0,1.0,1.0,2026.0,2025-02-02 08:45:58,2025-04-26 08:45:58
2288,1353.0,2.0,3.0,1.0,2025.0,2025-08-02 00:40:46,2025-11-10 00:40:46
3708,1914.0,,4.0,5.0,2022.0,2025-11-19 06:35:38,2026-08-12 06:35:38
4456,1931.0,,1.0,2.0,2024.0,2021-08-07 10:39:37,2022-04-01 10:39:37
4971,2021.0,3.0,1.0,,2023.0,2022-02-12 09:03:39,2022-08-04 09:03:39
2226,2052.0,2.0,,,2025.0,2021-09-17 00:31:26,2022-03-28 00:31:26
2660,1993.0,3.0,1.0,5.0,2025.0,2025-05-25 01:00:20,2025-10-02 01:00:20
3793,97.0,1.0,4.0,3.0,2024.0,2022-10-24 15:11:49,2023-01-27 15:11:49
4869,188.0,1.0,1.0,3.0,2024.0,2023-04-13 14:48:56,2023-09-03 14:48:56
3800,1487.0,1.0,1.0,1.0,2025.0,2022-01-22 03:22:14,2022-08-12 03:22:14
968,1579.0,1.0,1.0,4.0,2024.0,2021-08-14 17:00:32,2021-12-08 17:00:32
2973,1190.0,1.0,4.0,4.0,2026.0,2025-09-13 06:21:39,2026-01-10 06:21:39
1096,1665.0,1.0,3.0,3.0,2024.0,2022-06-03 07:29:43,2022-10-11 07:29:43
1826,9837.0,3.0,3.0,2.0,2026.0,2025-12-03 21:43:29,2026-01-16 21:43:29
2436,1950.0,2.0,1.0,5.0,2024.0,2022-04-28 09:39:36,2022-11-02 09:39:36
862,949.0,1.0,1.0,4.0,2025.0,2024-02-23 05:29:05,2024-04-30 05:29:05
4700,1949.0,1.0,3.0,4.0,2026.0,2022-03-21 04:59:36,2022-06-08 04:59:36
1698,471.0,2.0,4.0,1.0,,2021-11-09 05:47:56,2022-02-07 05:47:56
1967,199.0,2.0,3.0,2.0,2024.0,2025-11-10 07:12:05,2026-08-25 07:12:05
1078,1784.0,1.0,2.0,4.0,2025.0,2023-08-14 14:18:36,2023-10-23 14:18:36
3730,1196.0,,4.0,1.0,2024.0,2023-12-05 17:13:05,2024-03-03 17:13:05
2390,1102.0,1.0,2.0,5.0,2024.0,2022-12-03 17:16:56,2023-09-16 17:16:56
2538,,2.0,,2.0,2023.0,2023-08-05 22:09:03,2024-01-17 22:09:03
4429,260.0,2.0,3.0,3.0,2024.0,2023-03-05 13:45:52,2023-11-20 13:45:52
3577,946.0,3.0,4.0,2.0,2025.0,2024-04-16 05:25:00,2024-12-29 05:25:00
3189,1544.0,2.0,2.0,1.0,2022.0,2021-02-05 21:46:53,2021-09-21 21:46:53
1570,51.0,1.0,3.0,1.0,2022.0,2021-03-31 06:40:25,2021-04-02 06:40:25
4973,9313.0,,,5.0,2022.0,2023-12-03 07:34:04,2024-07-09 07:34:04
117,1649.0,2.0,2.0,3.0,2023.0,2022-10-26 19:28:43,2023-03-01 19:28:43
494,528.0,2.0,1.0,4.0,2025.0,2023-09-25 14:50:19,2023-10-06 14:50:19
3779,1586.0,2.0,1.0,2.0,2023.0,2023-04-16 05:05:59,2023-08-17 05:05:59
4064,1922.0,1.0,2.0,5.0,2022.0,2023-12-06 06:22:03,2024-09-10 06:22:03
1823,,1.0,1.0,1.0,2025.0,2023-09-21 23:31:57,2024-07-09 23:31:57
1905,1580.0,2.0,1.0,5.0,2024.0,2025-01-06 06:22:36,2025-10-17 06:22:36
255,1748.0,1.0,3.0,2.0,2022.0,2022-07-12 11:41:45,2022-11-12 11:41:45
818,1726.0,2.0,,3.0,2026.0,2025-05-15 10:25:59,2025-10-04 10:25:59
2362,1422.0,2.0,1.0,4.0,2022.0,2021-01-25 02:09:54,2021-02-08 02:09:54
3437,1014.0,1.0,2.0,5.0,2024.0,2023-12-29 10:59:19,2024-06-23 10:59:19
3184,1481.0,2.0,3.0,5.0,2026.0,2023-05-06 12:55:34,2023-08-09 12:55:34
1478,1690.0,2.0,2.0,,2024.0,2021-05-05 16:36:35,2021-09-16 16:36:35
4325,1382.0,1.0,3.0,,2024.0,2021-06-22 19:16:01,2021-08-08 19:16:01
724,1698.0,1.0,1.0,1.0,2026.0,2021-06-04 09:38:48,2022-01-10 09:38:48
2228,1575.0,2.0,3.0,4.0,2025.0,2023-04-20 08:45:27,2024-01-12 08:45:27
706,686.0,3.0,1.0,5.0,2026.0,2024-07-18 04:10:52,2025-03-07 04:10:52
536,1695.0,2.0,2.0,2.0,2024.0,2021-07-14 01:41:10,2021-11-03 01:41:10
1708,767.0,1.0,4.0,5.0,2024.0,2021-08-24 16:01:57,2021-11-29 16:01:57
702,523.0,2.0,1.0,2.0,2025.0,2025-05-16 08:05:37,2025-05-20 08:05:37
3644,1644.0,2.0,2.0,,2023.0,2022-12-03 19:58:57,2023-08-07 19:58:57
4644,1276.0,2.0,2.0,,,2022-10-11 06:36:41,2023-06-26 06:36:41
4128,1775.0,3.0,4.0,4.0,2023.0,2025-09-14 01:12:54,2026-07-06 01:12:54
3433,1194.0,1.0,1.0,3.0,2022.0,2022-04-27 15:56:06,2022-08-04 15:56:06
520,1841.0,1.0,2.0,1.0,2025.0,2021-09-30 00:24:25,2021-11-10 00:24:25
175,334.0,1.0,4.0,2.0,2023.0,2022-09-12 12:56:37,2023-04-28 12:56:37
4085,1835.0,1.0,1.0,4.0,2023.0,2024-10-17 01:21:36,2025-03-11 01:21:36
3569,1638.0,1.0,3.0,1.0,2024.0,2023-08-24 16:51:03,2023-10-17 16:51:03
4318,381.0,,1.0,4.0,2023.0,2024-03-28 05:39:08,2024-08-24 05:39:08
4622,236.0,1.0,2.0,1.0,2025.0,2023-03-10 01:13:55,2023-10-08 01:13:55
4576,1929.0,2.0,2.0,5.0,2025.0,2024-09-14 23:22:58,2024-12-29 23:22:58
2198,1123.0,,1.0,3.0,2024.0,2022-04-10 13:23:33,2022-12-06 13:23:33
3652,1897.0,2.0,2.0,4.0,2023.0,2024-10-13 10:34:30,2024-10-30 10:34:30
3898,1054.0,1.0,1.0,3.0,2025.0,2025-06-08 07:54:37,2025-09-04 07:54:37
1511,,1.0,1.0,3.0,2023.0,2022-09-17 19:27:46,2023-01-21 19:27:46
3702,292.0,2.0,,,2025.0,2025-12-04 20:45:35,2026-09-17 20:45:35
826,945.0,1.0,1.0,4.0,2023.0,2024-01-26 13:47:35,2024-10-24 13:47:35
3028,1385.0,3.0,4.0,5.0,2023.0,2025-02-28 18:50:13,2025-10-01 18:50:13
2078,970.0,3.0,4.0,3.0,2024.0,2023-07-16 22:58:27,2023-10-06 22:58:27
1416,1506.0,1.0,,2.0,2024.0,2025-11-17 15:04:00,2026-03-03 15:04:00
495,695.0,2.0,2.0,2.0,2023.0,2025-01-13 14:18:58,2025-03-03 14:18:58
4336,1057.0,1.0,1.0,4.0,2024.0,2024-03-28 14:50:42,2024-06-05 14:50:42
1863,365.0,3.0,3.0,5.0,2022.0,2024-10-04 01:47:25,2025-04-10 01:47:25
2715,1793.0,2.0,3.0,5.0,2023.0,2024-03-09 12:12:37,2024-07-15 12:12:37
3809,182.0,1.0,3.0,4.0,2023.0,2025-11-22 10:28:00,2026-05-27 10:28:00
1787,986.0,1.0,4.0,3.0,2024.0,2022-04-23 23:22:23,2023-01-07 23:22:23
285,1877.0,1.0,3.0,4.0,2024.0,2024-10-26 20:27:44,2024-11-12 20:27:44
4675,172.0,1.0,3.0,4.0,,2021-10-12 07:29:53,2021-11-24 07:29:53
2110,1718.0,3.0,1.0,1.0,2026.0,2024-08-22 07:49:34,2025-01-20 07:49:34
4745,667.0,3.0,4.0,1.0,2024.0,2024-01-14 04:48:27,2024-02-25 04:48:27
3134,967.0,1.0,2.0,3.0,2023.0,2023-03-20 09:45:05,2023-08-07 09:45:05
2257,640.0,1.0,4.0,2.0,2023.0,2023-08-08 09:25:34,2024-03-29 09:25:34
3284,9522.0,1.0,3.0,,2025.0,2025-05-24 16:31:53,2025-10-30 16:31:53
1446,1503.0,3.0,1.0,,2023.0,2021-12-21 22:26:53,2022-01-13 22:26:53
2,1760.0,1.0,3.0,2.0,2021.0,2024-01-21 02:25:59,2024-10-03 02:25:59
3525,1494.0,1.0,2.0,2.0,2025.0,2022-08-30 06:22:52,2023-05-02 06:22:52
4537,312.0,1.0,3.0,3.0,2023.0,2024-05-17 03:58:38,2025-02-17 03:58:38
2391,1258.0,,2.0,1.0,2024.0,2024-02-10 07:50:11,2024-02-13 07:50:11
1380,468.0,1.0,3.0,5.0,2026.0,2024-04-08 03:43:13,2024-09-19 03:43:13
4481,1097.0,1.0,1.0,1.0,2022.0,2021-05-02 05:36:38,2021-06-10 05:36:38
3496,1777.0,1.0,1.0,1.0,2022.0,2021-02-07 02:44:35,2021-12-01 02:44:35
4158,561.0,,3.0,1.0,2024.0,2023-05-15 07:52:50,2023-08-19 07:52:50
2644,,1.0,1.0,4.0,2025.0,2024-07-27 22:29:22,2024-10-20 22:29:22
1636,467.0,1.0,3.0,5.0,2022.0,2022-07-04 03:46:17,2023-04-14 03:46:17
2656,1441.0,3.0,4.0,3.0,2023.0,2022-09-12 16:05:21,2023-03-19 16:05:21
546,110.0,1.0,,3.0,2023.0,2025-07-24 02:19:48,2026-01-05 02:19:48
415,922.0,1.0,2.0,1.0,2024.0,2024-11-05 16:04:39,2024-11-30 16:04:39
920,1509.0,3.0,4.0,4.0,2025.0,2022-07-29 13:19:51,2023-02-13 13:19:51
1525,926.0,1.0,,2.0,2026.0,2024-06-12 23:28:16,2024-10-15 23:28:16
3431,1476.0,2.0,2.0,5.0,2023.0,2021-08-19 12:29:19,2022-04-11 12:29:19
2255,2014.0,2.0,2.0,5.0,2023.0,2024-09-24 22:33:29,2025-05-04 22:33:29
254,,1.0,1.0,2.0,2021.0,2025-12-15 10:21:55,2026-02-14 10:21:55
219,,,3.0,1.0,2026.0,2024-04-28 04:01:11,2024-07-19 04:01:11
3021,1230.0,2.0,2.0,4.0,2025.0,2022-12-10 01:53:26,2022-12-29 01:53:26
347,,2.0,2.0,5.0,2023.0,2025-04-24 21:46:52,2025-12-31 21:46:52
3663,994.0,1.0,2.0,2.0,2024.0,2025-07-16 13:34:33,2026-03-03 13:34:33
3902,1082.0,1.0,1.0,3.0,2022.0,2022-04-20 16:56:00,2022-12-17 16:56:00
1864,708.0,1.0,3.0,1.0,2022.0,2022-03-30 06:46:46,2022-06-12 06:46:46
3846,672.0,2.0,2.0,3.0,2023.0,2024-11-08 01:33:13,2025-01-06 01:33:13
4589,1328.0,3.0,1.0,3.0,2024.0,2021-12-23 08:11:56,2022-05-20 08:11:56
273,1190.0,1.0,3.0,1.0,2022.0,2025-05-10 16:34:59,2025-11-11 16:34:59
231,2031.0,1.0,,3.0,2024.0,2022-06-02 02:31:58,2023-02-14 02:31:58
4245,2046.0,,4.0,5.0,2021.0,2021-03-01 01:21:57,2021-03-27 01:21:57
1230,1744.0,,1.0,1.0,2026.0,2024-03-07 06:10:47,2024-03-21 06:10:47
3769,1780.0,1.0,2.0,4.0,2021.0,2023-01-31 01:28:27,2023-10-14 01:28:27
1821,1946.0,1.0,,4.0,2022.0,2021-01-18 08:38:23,2021-06-22 08:38:23
897,802.0,,2.0,1.0,2022.0,2021-12-08 01:51:30,2022-02-23 01:51:30
197,143.0,1.0,,4.0,2023.0,2022-12-11 06:04:09,2023-02-22 06:04:09
129,1139.0,2.0,1.0,5.0,2023.0,2024-09-06 11:49:23,2024-11-15 11:49:23
1881,892.0,2.0,1.0,1.0,2023.0,2025-07-20 13:06:54,2025-09-30 13:06:54
3803,1343.0,1.0,1.0,2.0,2023.0,2021-06-17 08:21:12,2021-06-17 08:21:12
3137,1524.0,1.0,3.0,5.0,2023.0,2022-06-29 08:22:28,2022-08-15 08:22:28
3731,1478.0,2.0,2.0,1.0,2025.0,2023-01-13 08:05:42,2023-08-13 08:05:42
4647,1707.0,2.0,1.0,2.0,2024.0,2025-09-23 05:10:27,2025-12-29 05:10:27
1151,1420.0,2.0,2.0,2.0,2022.0,2025-03-26 05:19:44,2025-12-15 05:19:44
1100,1015.0,1.0,2.0,1.0,2022.0,2022-04-27 06:58:02,2022-07-05 06:58:02
3147,,2.0,4.0,1.0,2025.0,2022-04-18 23:15:42,2022-07-10 23:15:42
4846,131.0,3.0,1.0,3.0,2025.0,2021-04-27 02:15:12,2021-09-01 02:15:12
1653,1086.0,2.0,2.0,4.0,2026.0,2023-01-05 06:11:30,2023-04-28 06:11:30
2647,316.0,1.0,4.0,5.0,2022.0,2024-11-14 10:34:18,2024-11-29 10:34:18
2624,,1.0,2.0,2.0,2024.0,2023-12-06 10:21:34,2024-03-21 10:21:34
675,1254.0,,,3.0,2021.0,2025-08-24 13:42:50,2026-03-31 13:42:50
2302,270.0,2.0,3.0,5.0,2026.0,2024-10-24 19:14:47,2025-01-26 19:14:47
801,635.0,2.0,2.0,2.0,2025.0,2023-06-09 15:56:28,2023-11-05 15:56:28
435,165.0,1.0,2.0,1.0,2023.0,2023-10-12 15:14:24,2023-12-21 15:14:24
18,1976.0,1.0,2.0,2.0,2025.0,2024-06-18 19:26:30,2025-03-30 19:26:30
4057,801.0,2.0,1.0,4.0,2023.0,2025-07-09 02:24:06,2026-01-11 02:24:06
1991,1863.0,3.0,1.0,,2022.0,2022-05-21 18:45:55,2022-06-15 18:45:55
1997,1056.0,1.0,4.0,2.0,2022.0,2024-12-15 12:07:44,2025-07-07 12:07:44
2994,442.0,1.0,3.0,2.0,2024.0,2024-12-13 10:52:45,2025-02-26 10:52:45
4560,1376.0,3.0,1.0,5.0,2024.0,2021-01-26 20:20:04,2021-07-05 20:20:04
2610,565.0,2.0,3.0,1.0,2022.0,2025-04-01 22:36:19,2026-01-07 22:36:19
1999,1272.0,3.0,1.0,4.0,2026.0,2021-07-08 07:24:52,2021-12-28 07:24:52
4261,1231.0,1.0,2.0,3.0,2025.0,2021-03-10 11:11:36,2021-12-02 11:11:36
509,194.0,1.0,1.0,2.0,2023.0,2022-09-02 21:17:53,2023-04-22 21:17:53
3002,1055.0,2.0,3.0,,2024.0,2022-08-04 08:43:00,2023-02-12 08:43:00
3571,672.0,,2.0,1.0,2022.0,2024-06-01 18:28:08,2024-08-22 18:28:08
2563,1438.0,1.0,3.0,3.0,2024.0,2025-06-12 09:19:08,2025-06-23 09:19:08
778,406.0,2.0,1.0,,2025.0,2022-06-04 22:38:33,2023-01-23 22:38:33
802,15.0,2.0,2.0,5.0,2022.0,2024-07-31 02:58:07,2024-12-26 02:58:07
1915,1309.0,2.0,3.0,4.0,2025.0,2022-04-03 23:27:46,2022-05-04 23:27:46
4899,2039.0,1.0,3.0,,2026.0,2023-04-12 03:23:47,2023-10-23 03:23:47
1243,925.0,2.0,3.0,2.0,2026.0,2023-10-19 01:19:56,2023-11-06 01:19:56
3574,104.0,3.0,4.0,5.0,2022.0,2021-01-25 04:36:49,2021-03-04 04:36:49
2503,1624.0,1.0,1.0,1.0,2024.0,2024-04-04 14:18:05,2024-10-15 14:18:05
1937,2016.0,2.0,2.0,5.0,2023.0,2023-03-23 14:11:28,2023-06-15 14:11:28
4529,373.0,3.0,1.0,2.0,2024.0,2023-08-13 09:19:58,2023-10-23 09:19:58
4196,1159.0,3.0,2.0,1.0,2025.0,2021-08-17 12:26:46,2022-02-26 12:26:46
