Id;CommentId;UserId;CreatedAt
9816;1227;1014;2023-07-10 01:57:02
9268;3400;443;2024-04-05 19:45:56
2234;1782;1453;2024-05-07 10:20:29
7263;1558;518;2025-05-31 07:45:35
4495;86;1062;2025-02-04 15:04:50
7971;964;1968;2023-10-15 12:11:28
9512;2243;1377;2025-01-07 09:22:08
4996;1390;199;2022-08-25 03:22:54
6645;4295;738;2022-07-13 16:28:55
7133;1766;36;2024-11-14 14:00:13
5679;3013;441;2025-04-01 22:53:17
9267;2098;894;2022-06-13 11:42:43
748;952;1943;2022-07-11 02:07:12
9359;1431;434;2022-12-10 18:02:02
563;1991;1305;2023-08-21 10:58:02
10341;2864;1668;2025-02-19 04:46:32
5822;4340;91;2024-07-27 16:29:49
3845;741;558;2022-09-25 15:21:06
117;1042;734;2026-02-19 22:14:05
1692;3038;955;2025-07-15 17:01:12
2383;3589;730;2023-03-29 16:59:41
1648;3748;239;2023-06-13 18:44:57
3752;4402;1757;2025-10-19 17:01:27
8727;4231;809;2022-08-03 22:44:25
4681;132;1546;2023-12-25 12:48:51
2939;4202;603;2025-12-17 18:05:09
1202;2068;172;2022-08-12 11:13:04
2005;2342;933;2023-07-08 02:28:28
8247;2359;543;2026-03-04 11:58:04
3789;213;460;2024-08-02 14:17:29
430;2927;1352;2023-02-25 20:45:08
6933;2054;1789;2023-05-06 23:23:33
7705;2269;1328;2025-08-06 17:25:33
3152;927;1136;2025-09-24 07:12:36
4439;1881;1960;2025-01-12 22:53:04
1196;1598;1533;2025-11-21 14:22:20
1870;4016;617;2022-08-02 20:02:15
9288;100;799;2023-09-15 07:19:49
8090;1518;1405;2022-10-05 13:11:54
7647;1680;696;2022-07-19 10:54:36
1593;2360;1006;2023-10-11 16:44:53
3159;3062;74;2025-08-14 13:54:48
652;3534;756;2025-08-05 23:34:32
10192;1566;731;2022-12-25 23:26:14
249;2805;1682;2023-02-05 12:52:48
5795;1821;675;2023-09-14 21:20:59
5740;3301;341;2025-06-01 00:24:58
6301;3708;1205;2024-06-01 16:08:39
2295;3663;1226;2024-02-12 02:22:33
4030;418;1673;2024-05-18 12:47:48
5589;2989;353;2025-05-26 10:14:45
6804;2914;1279;2023-07-17 23:47:06
9680;606;1225;2022-11-02 07:37:04
6972;1282;16;2022-09-03 05:36:43
327;2079;1797;2025-03-23 16:07:25
8991;87;712;2023-09-27 07:40:56
4319;1483;1791;2024-01-29 20:10:14
2305;2829;712;2024-09-27 03:49:04
3157;3062;1464;2023-05-13 21:53:51
4094;1395;128;2023-07-13 08:29:10
7398;4415;1175;2025-04-04 10:32:44
3896;568;561;2023-07-28 06:15:28
4529;2063;715;2024-12-16 03:06:22
6378;2128;904;2022-09-29 03:43:05
5895;3765;762;2022-09-12 18:49:44
7764;1069;631;2024-12-20 21:35:30
830;516;1337;2022-12-13 13:20:16
5203;116;1843;2023-03-19 20:37:12
8168;2247;1105;2025-02-05 19:06:42
6709;2065;876;2024-06-16 23:24:20
7855;1883;49;2023-10-02 12:58:00
3782;3001;1347;2023-03-01 23:39:44
6091;1578;809;2025-07-07 19:19:19
5241;2047;553;2022-11-26 18:12:21
3357;1563;2028;2025-02-16 05:53:14
861;4044;1246;2023-02-14 03:26:20
3667;3391;1403;2024-06-30 04:57:59
7092;1799;1933;2026-01-16 00:35:08
9467;4058;728;2022-06-03 01:36:49
4360;2778;1946;2024-05-09 11:24:33
5902;3147;245;2024-02-09 12:02:21
3372;47;502;2026-01-15 23:21:05
4615;2971;277;2025-02-18 10:08:13
8285;148;1987;2022-11-16 20:10:06
813;4385;2038;2023-06-09 02:44:29
1390;3179;328;2025-04-24 23:38:31
2040;891;788;2023-03-05 10:22:22
8832;4277;806;2026-01-06 05:09:09
10546;3387;239;2023-09-21 06:30:41
8382;2290;1078;2023-12-26 18:15:34
6742;367;1033;2023-02-27 20:16:08
8948;3041;499;2024-10-29 02:59:44
8015;2603;1001;2022-06-22 02:00:25
7009;3008;916;2022-09-24 15:26:25
2621;4138;753;2024-01-06 05:44:17
2515;1020;135;2022-09-27 05:51:47
887;4177;1370;2026-01-04 22:47:00
3755;4402;2029;2022-10-28 05:00:53
7492;506;104;2024-05-13 23:55:41
7700;3236;788;2024-10-05 11:31:17
6056;3975;845;2025-05-23 06:34:42
4906;71;1108;2023-08-15 12:59:44
580;3310;2042;2024-07-27 19:27:35
3050;4187;863;2024-08-01 04:53:04
5676;1225;1906;2023-09-11 16:07:40
2278;2604;531;2024-02-02 08:02:52
2315;1789;1205;2022-07-15 19:57:40
118;1042;1975;2023-06-20 04:47:36
2560;508;225;2023-10-10 03:36:35
4498;86;1230;2025-04-21 12:46:47
3244;3198;1428;2025-03-11 22:08:27
1347;2812;1534;2023-12-07 17:07:46
1626;4229;1977;2025-08-24 22:30:33
7358;4161;1265;2022-08-06 12:07:40
9486;183;1617;2025-05-12 01:52:51
7946;4258;1651;2025-10-13 17:23:43
465;1677;220;2025-03-12 22:44:20
9371;110;1139;2025-06-01 12:15:13
8351;3341;642;2023-09-07 18:22:17
247;2805;1790;2023-09-15 10:13:56
1904;2511;1393;2024-04-21 18:08:20
8826;2898;824;2023-04-24 08:17:15
10532;1006;2011;2024-05-02 15:52:13
3443;3653;18;2025-11-29 08:37:46
10302;2343;2035;2023-03-16 02:25:58
10377;3759;124;2025-08-11 04:43:12
9912;4087;380;2025-10-21 04:41:19
8148;3710;29;2023-05-12 06:47:34
1698;1852;1482;2022-06-02 07:05:47
4338;3562;1906;2024-03-19 04:29:27
2613;25;1603;2022-12-03 05:56:07
491;2846;270;2022-10-13 04:24:02
1087;89;932;2024-11-19 01:22:06
8023;690;1112;2025-06-22 20:16:53
3463;806;1830;2024-11-04 17:25:39
61;1089;1419;2022-06-06 09:49:26
8925;2022;1305;2025-10-20 10:19:59
6331;1500;85;2025-05-08 07:57:03
8158;85;444;2023-08-11 23:26:10
2622;4138;1093;2025-06-07 07:23:29
6974;1282;979;2023-01-05 00:25:34
4287;1232;1605;2025-01-08 07:33:31
3751;4402;1672;2023-01-09 11:37:06
8369;278;1245;2024-11-29 12:25:59
5514;823;474;2024-11-29 13:47:49
3444;3653;1513;2023-06-30 13:02:23
5401;1350;375;2022-10-03 00:05:13
4625;946;1540;2024-08-12 04:04:51
1826;3755;1047;2023-12-31 00:10:09
6384;111;1318;2023-02-28 00:12:29
2405;2423;950;2023-09-18 10:25:05
2835;1119;901;2024-12-01 06:49:33
4770;3949;1450;2022-12-04 10:34:34
3030;2512;999;2022-11-05 20:28:07
8301;3998;718;2025-12-02 00:01:54
2114;2263;1960;2022-09-07 14:14:47
9500;2717;1675;2024-03-28 22:57:04
277;3495;1397;2025-11-19 19:08:30
8779;1599;320;2022-06-10 09:33:12
8238;1299;358;2025-04-12 14:47:17
3826;4232;23;2024-01-27 04:23:59
4774;2476;118;2022-07-31 17:23:33
1548;3849;870;2023-10-01 18:53:06
8865;4319;1657;2024-11-21 11:54:05
7337;4152;6;2025-11-03 20:48:14
6755;780;1473;2023-12-03 03:27:17
411;3186;2013;2025-02-09 09:47:11
3215;793;1716;2025-04-21 01:56:14
4396;150;67;2024-12-04 09:07:22
3679;1846;1778;2023-05-04 17:39:39
6813;1745;1782;2024-09-23 20:51:42
1572;2109;530;2022-10-22 11:09:03
6166;1603;1492;2023-08-01 09:36:05
8833;4277;2025;2024-09-09 18:30:07
5582;2454;1070;2023-11-12 00:06:16
8844;1375;66;2025-04-28 05:55:40
10683;2154;1579;2024-09-25 17:35:21
9278;2221;360;2023-01-27 19:33:46
232;1796;1815;2025-04-05 06:31:50
10461;2943;131;2022-08-04 08:12:39
10685;501;1451;2024-06-27 22:03:32
10490;726;1029;2023-11-11 03:13:44
3274;4357;1751;2023-09-15 11:31:11
7083;2137;1545;2022-10-11 10:31:08
413;109;1213;2026-02-10 13:03:06
9194;1342;1117;2024-12-29 18:43:22
10833;1104;897;2024-11-29 01:01:22
10061;3264;1805;2023-02-24 00:26:37
7582;1445;1633;2026-02-27 19:51:04
5506;2810;104;2023-07-02 12:25:57
3588;4046;975;2023-10-24 01:50:23
2480;4296;957;2025-01-11 13:06:51
10210;3359;326;2024-04-23 17:49:04
6400;674;424;2022-11-28 12:23:36
2052;2177;194;2024-04-04 20:05:09
2591;3585;202;2024-02-29 13:21:36
6731;3769;1207;2022-12-31 16:27:51
168;257;2025;2026-02-28 18:28:11
7967;1082;129;2023-09-21 05:00:19
5784;3827;1549;2025-03-03 11:31:22
1111;691;491;2025-08-11 21:16:58
3249;505;502;2022-08-19 21:20:56
6018;614;1047;2023-05-08 23:03:32
10865;1614;1830;2025-04-18 13:55:00
10775;4399;1621;2025-04-10 14:30:15
9602;2953;1124;2024-01-06 23:58:20
2392;2075;1356;2025-12-07 17:13:46
2069;401;1066;2026-02-06 14:40:40
3293;893;1066;2023-12-16 23:13:25
6082;1027;17;2025-09-01 22:36:40
4827;265;1503;2023-03-13 13:50:22
3736;399;845;2023-01-25 08:48:22
272;2123;394;2023-03-14 09:08:57
5237;2828;1587;2025-01-20 01:11:10
129;569;1503;2025-04-10 03:39:34
5800;211;359;2023-04-10 22:53:49
7371;941;138;2022-10-30 08:56:17
9141;1966;190;2024-04-04 14:15:26
7652;1680;106;2023-09-14 17:36:54
5052;2997;1665;2024-02-04 15:27:41
10022;854;1717;2023-12-23 04:08:38
3913;562;1599;2023-03-27 18:07:07
1272;3244;148;2024-12-30 06:02:30
2207;886;573;2025-11-06 12:30:22
3994;4025;113;2024-07-02 02:04:47
410;3186;542;2022-10-29 00:36:14
6598;2181;1978;2023-03-07 05:38:38
5497;3426;1356;2022-12-07 17:32:29
2423;2162;128;2022-06-19 21:21:09
7166;1716;588;2025-06-07 08:06:45
7974;964;367;2025-04-26 15:41:00
7990;1646;910;2025-10-09 22:20:17
4189;2900;654;2025-03-21 07:27:12
5861;3785;1433;2026-01-20 16:07:36
2973;1271;1166;2025-07-06 16:30:06
7131;3896;585;2024-08-12 19:18:27
6836;652;1007;2023-08-06 11:01:38
10088;454;972;2025-12-15 21:56:48
10476;258;657;2023-01-20 08:55:57
7373;131;1618;2024-12-19 10:32:25
1326;1047;749;2024-08-03 04:28:51
5912;2308;1415;2025-09-17 08:42:39
4457;288;993;2024-11-07 17:44:26
293;911;1841;2023-11-24 00:55:59
10346;379;1108;2024-04-18 04:07:24
85;1011;723;2024-12-15 13:15:05
2970;2373;1756;2024-10-20 10:37:54
7189;4061;766;2024-03-09 02:05:28
4229;3967;1879;2025-09-29 08:43:52
7342;2958;467;2023-01-03 01:59:14
3013;1414;1040;2022-06-27 14:40:39
8033;2646;566;2024-04-19 20:16:19
9832;1228;1658;2022-07-06 12:04:40
9696;1694;1066;2023-04-25 09:13:53
8902;369;1560;2023-10-19 15:54:43
7678;600;245;2022-06-18 19:51:49
3237;4284;1670;2023-07-14 07:08:33
9603;2953;1521;2024-03-20 14:59:00
346;2708;763;2022-10-26 11:03:12
10144;3544;883;2024-05-17 18:32:37
5435;4400;761;2024-05-18 22:46:10
2959;3802;1599;2024-06-02 01:36:41
4255;2433;1828;2023-12-10 22:33:16
2969;3874;951;2026-01-12 05:07:29
7757;1600;2046;2024-02-04 19:12:37
8713;2138;89;2023-09-10 14:42:56
9174;2294;1725;2026-02-02 12:37:26
2573;2255;390;2025-09-06 20:54:29
6707;2065;1844;2025-02-27 02:18:37
792;3560;878;2024-09-09 04:54:27
1715;3364;1287;2023-02-28 00:12:50
8707;2138;70;2024-09-01 07:22:26
8110;242;1541;2022-10-13 05:56:58
10166;3482;662;2024-06-14 17:31:34
4002;1250;228;2025-07-25 09:33:32
1830;2886;1531;2025-05-23 07:07:01
2099;3697;238;2022-10-14 19:07:45
2696;1751;1590;2024-03-08 17:26:42
9776;4102;1167;2022-07-28 19:06:48
3734;399;24;2023-01-03 20:16:20
9067;398;107;2023-06-15 03:49:36
5644;235;1488;2024-09-02 08:56:11
8329;3868;2;2026-02-28 07:34:06
10918;2685;962;2024-05-29 00:01:22
10505;215;226;2025-07-17 12:37:04
9711;1550;1366;2025-08-31 19:25:06
3270;2710;998;2024-12-07 12:10:42
4008;446;687;2024-02-04 07:48:52
1930;397;771;2023-02-18 08:48:45
1192;1835;326;2023-05-02 11:56:07
122;1042;274;2025-01-09 06:15:23
6957;2292;1104;2023-01-31 12:47:19
472;1858;1937;2024-09-17 11:55:21
286;465;1127;2025-04-20 04:57:21
1836;2886;877;2025-12-12 19:01:29
8752;906;750;2025-01-30 20:14:41
10102;2606;526;2023-03-17 19:20:57
8097;555;327;2022-06-28 19:39:41
4726;2698;626;2024-03-21 07:28:11
4354;2070;719;2024-05-23 12:49:37
7425;858;1768;2026-03-05 02:13:45
4382;1476;1167;2023-03-09 06:45:21
6449;1765;465;2025-02-24 03:25:35
2666;3322;704;2024-05-19 16:10:14
4938;17;811;2023-09-20 21:41:15
6890;2328;399;2024-11-20 07:45:11
857;4044;266;2025-06-28 05:20:00
4448;2999;97;2023-11-08 09:02:21
1886;3569;1266;2025-02-17 23:07:32
8264;4208;1340;2023-05-19 13:57:29
2178;1023;1668;2024-11-23 05:07:43
7143;4346;185;2023-01-11 14:06:53
4500;86;809;2025-11-06 10:31:02
1101;4099;543;2024-06-22 15:58:14
10294;626;2021;2024-10-01 19:33:25
2008;2386;495;2025-06-04 13:09:54
8525;1818;1256;2022-08-09 01:29:01
9252;4440;1088;2022-08-05 13:12:50
4351;2070;197;2023-11-20 01:41:26
7080;2137;812;2024-11-28 15:51:35
3878;678;808;2026-01-18 21:15:40
8078;982;993;2023-03-31 06:14:05
9822;999;614;2024-09-28 05:15:53
1212;881;1023;2025-03-17 21:05:11
8261;663;1025;2024-12-07 12:16:37
3175;1497;2035;2025-12-02 09:21:17
9686;2758;190;2023-05-31 00:34:20
2598;4166;1087;2024-09-19 03:28:50
3707;1405;1513;2022-07-26 23:01:31
10021;854;607;2022-11-27 11:23:09
6826;3486;45;2024-06-21 05:52:26
10934;706;1861;2023-01-30 10:01:51
2362;108;488;2022-09-17 19:26:52
8728;4231;1745;2023-12-22 12:08:42
9753;1352;1755;2023-06-20 06:13:56
10938;2152;723;2024-12-24 10:25:13
10714;835;1794;2024-12-15 09:50:55
8253;1321;654;2024-08-12 14:08:25
1513;2781;2004;2023-06-12 22:18:05
3302;307;761;2022-07-12 18:28:39
4458;288;518;2023-01-22 08:09:09
4001;1250;92;2024-03-22 05:16:32
9706;91;226;2026-01-20 03:30:27
9570;2662;384;2025-12-10 12:43:48
6951;1767;481;2025-05-01 03:38:42
1497;3057;1047;2023-10-31 03:28:07
4672;1850;1939;2025-09-17 10:19:53
2511;123;115;2023-01-24 10:16:46
8;4151;412;2024-08-17 22:00:23
5130;4178;1309;2024-04-29 09:09:33
9773;875;678;2022-09-11 04:10:03
9566;2424;1108;2024-12-22 00:14:23
4205;2235;1063;2025-02-02 16:39:47
2535;3094;866;2025-10-05 23:59:16
9133;1379;1545;2023-05-30 18:56:09
5100;1896;915;2023-03-18 11:22:13
6601;760;535;2023-04-01 09:57:04
7712;3484;1307;2025-07-25 09:51:40
8815;521;1474;2022-11-23 03:43:37
6753;780;525;2022-08-19 10:29:53
5135;4178;1212;2023-03-12 19:29:51
5859;3785;2027;2025-11-30 07:27:39
8681;4374;29;2022-08-25 17:53:28
5521;3055;664;2022-09-20 17:52:21
9529;1809;1134;2023-03-27 07:38:22
1351;1924;1189;2024-10-25 12:44:13
5557;1747;442;2024-08-05 20:07:30
6019;262;2014;2024-10-20 13:49:04
455;4060;1903;2023-11-06 02:23:45
22;2320;700;2025-03-04 01:10:14
10545;3387;983;2022-07-14 21:19:47
7901;4393;1928;2024-12-17 13:59:20
10831;1104;1202;2023-08-19 10:47:35
10005;469;1547;2026-01-20 06:25:50
3290;1689;663;2025-04-21 17:07:55
2986;3254;598;2025-12-31 22:36:06
838;3332;135;2025-08-03 13:01:29
6190;3366;517;2024-04-01 05:25:31
9110;4006;970;2022-09-03 16:38:20
9394;928;845;2025-11-12 07:21:52
2618;2044;795;2023-03-13 13:13:26
1331;146;884;2025-07-15 11:39:24
2155;3635;354;2023-07-11 19:51:30
1237;1306;913;2024-05-30 16:33:24
3203;8;1588;2024-04-12 11:15:39
7558;4155;132;2025-12-23 12:30:21
7471;3854;1883;2023-08-07 13:22:23
6895;2328;1642;2022-12-29 22:35:16
9312;510;1568;2025-02-14 14:47:55
9561;3732;1424;2024-05-13 13:04:16
1458;1528;936;2024-08-31 00:43:43
3611;3917;1835;2023-04-04 10:54:26
299;757;1678;2025-07-24 20:17:19
10565;1005;91;2024-12-05 14:12:05
10109;1530;279;2022-09-24 04:11:47
7085;2652;1087;2025-10-15 03:51:02
10760;2169;1897;2026-01-16 17:31:41
5298;1949;103;2024-11-26 08:28:51
622;2225;2038;2023-03-17 23:48:20
9784;481;1300;2024-09-24 22:47:18
10553;3150;508;2023-01-09 17:10:44
6624;2800;2042;2024-06-22 14:56:05
5425;878;1007;2022-11-23 05:40:09
7711;3484;1778;2024-08-13 09:09:58
9130;1379;475;2024-03-08 23:00:54
228;4397;926;2022-12-15 20:34:19
5599;602;787;2023-03-24 18:45:10
7709;3484;2005;2026-02-27 01:19:49
993;2796;1843;2022-08-16 13:48:52
10174;2932;1290;2025-05-09 13:36:30
3476;595;1785;2023-06-01 11:35:40
4849;435;569;2025-06-27 03:15:07
3561;3902;1549;2025-11-23 13:26:52
9162;1370;628;2022-07-20 23:49:44
746;1345;1880;2025-09-05 09:11:02
8469;4390;1244;2023-12-19 14:01:53
5179;3230;1158;2022-12-13 11:57:09
5159;3212;1105;2025-06-21 12:04:18
2018;2281;489;2025-03-12 04:51:49
1600;2045;1083;2025-11-17 02:36:07
4646;4071;1194;2025-09-20 06:36:42
15;4132;23;2026-01-16 14:31:36
8182;3806;1896;2024-11-30 16:46:33
7292;724;668;2022-12-22 05:37:14
10274;1664;1080;2025-03-07 02:50:11
229;4397;1640;2023-07-08 10:26:28
10874;311;1997;2024-08-11 10:46:50
3339;1855;1531;2022-12-30 17:28:03
6147;1607;32;2024-10-24 19:12:44
8471;4390;170;2023-01-24 05:07:08
7313;4056;1905;2024-06-18 04:45:20
10389;2385;1981;2025-06-23 21:22:26
5109;1993;1948;2022-12-06 10:57:47
9111;4006;1085;2025-05-19 18:08:15
9286;100;1028;2024-07-27 00:51:43
3903;3445;747;2024-06-06 21:17:49
3739;2326;1533;2022-09-19 22:56:36
10518;1197;1538;2024-07-01 03:14:13
10764;1280;1920;2024-01-22 05:03:10
1030;3459;1916;2025-06-05 12:55:13
2505;295;1624;2023-09-12 18:21:52
10815;1736;1848;2026-01-01 06:28:05
2274;2604;905;2024-09-14 07:02:08
4228;2245;1653;2024-04-24 11:51:35
843;4050;1724;2024-11-12 04:53:06
7988;1646;1286;2022-11-26 04:09:46
10158;2813;2029;2023-03-06 22:09:30
9624;216;1137;2022-06-23 17:02:57
4443;1881;325;2025-07-13 03:09:13
4373;2852;88;2023-09-28 05:14:34
2373;2833;1406;2025-08-18 01:27:50
5322;2450;520;2023-08-05 13:48:56
4610;3377;248;2024-07-28 14:13:25
1155;933;217;2024-05-06 09:11:54
2490;234;134;2023-01-21 02:33:03
6033;1114;474;2024-07-11 21:39:22
9718;3407;633;2022-08-02 06:12:45
2529;3094;1769;2025-12-28 02:54:08
5083;2926;753;2022-10-31 12:26:56
4796;895;1190;2026-01-29 23:54:59
10382;3759;1996;2022-10-28 13:18:13
9494;2717;456;2023-02-22 12:20:34
6956;2292;244;2024-02-07 04:11:08
3628;2880;358;2023-12-25 00:20:48
5656;3496;1193;2023-05-03 11:19:06
2386;3589;1273;2022-10-04 08:52:37
446;3344;205;2023-12-02 09:25:27
5467;377;343;2024-10-20 03:39:33
1363;3009;436;2024-11-22 01:27:39
9471;1003;888;2023-05-06 17:52:58
4540;2486;592;2023-04-15 23:51:00
4927;3970;876;2025-10-16 05:02:33
10468;2032;852;2026-02-23 07:47:00
8378;2290;541;2023-01-31 08:22:06
2500;1670;352;2024-10-19 07:48:50
4727;2698;1904;2023-08-29 21:28:19
8188;2391;450;2025-12-13 02:18:58
4846;688;1082;2024-11-29 13:14:02
1976;2785;1021;2024-01-17 08:16:01
244;565;1397;2024-01-24 01:16:59
9997;4135;1421;2025-04-09 13:06:29
6921;3715;82;2024-06-27 22:55:13
9046;991;910;2023-09-15 03:09:47
8088;3901;1002;2022-06-07 08:24:27
363;275;189;2024-05-08 07:03:43
7594;1970;1046;2026-02-16 10:07:01
2403;967;1816;2023-05-14 21:50:56
1671;1212;1438;2023-11-12 12:41:03
2429;3232;1158;2025-11-11 04:47:45
5874;788;321;2022-09-24 07:47:13
4503;86;1433;2025-03-02 10:18:05
2753;2952;897;2026-01-04 14:04:41
2384;3589;1588;2025-03-26 05:01:41
10519;3908;736;2024-11-06 08:38:25
8576;2365;1129;2023-01-10 02:37:58
1707;3526;1529;2022-10-11 01:37:47
6693;3194;1204;2024-08-29 17:18:08
4090;2500;1006;2023-05-30 10:01:54
8184;3806;1166;2024-05-10 05:59:47
9385;3757;548;2024-11-06 08:59:35
6700;74;757;2022-07-14 11:01:52
6674;1947;1514;2024-10-31 21:16:38
3205;1708;41;2024-12-27 21:16:16
439;914;1607;2022-11-22 20:39:01
8341;2153;849;2025-12-28 14:27:53
4421;1184;1854;2025-08-30 16:12:02
3612;4338;688;2023-09-25 15:07:54
7062;4405;1333;2024-10-28 13:28:55
7212;2310;84;2025-07-27 16:46:08
2897;2394;1950;2025-12-19 13:40:47
8634;1245;1044;2024-12-06 15:14:52
10785;1909;2014;2025-04-09 17:59:53
10299;626;1267;2023-11-11 09:03:10
7284;1929;1412;2024-02-22 23:57:36
3776;995;652;2025-10-20 19:11:50
2941;4202;2057;2024-12-08 20:07:48
8747;906;612;2023-01-19 07:52:10
5334;842;654;2024-09-08 19:05:30
4956;803;1198;2024-01-21 14:58:07
3427;3331;368;2022-12-13 06:15:21
994;2796;1910;2022-06-07 08:14:15
1731;1443;371;2022-12-16 02:16:58
2273;2604;1182;2024-06-15 09:16:16
4466;3512;689;2024-09-27 11:55:09
3554;3902;1456;2024-02-10 15:53:54
4915;1660;119;2023-06-13 03:14:40
8974;326;226;2023-01-25 16:08:33
8896;974;1041;2025-09-25 08:10:16
853;4358;2059;2022-08-18 10:40:04
8939;3041;1544;2024-12-10 15:36:18
6564;2544;19;2022-09-26 06:55:14
10167;3482;786;2025-01-07 17:46:49
3809;1956;628;2023-09-25 19:31:40
10433;118;1350;2023-02-15 17:38:57
915;1075;41;2024-05-23 07:09:34
1553;531;552;2023-04-14 22:46:29
2370;2833;211;2023-03-28 16:55:28
762;2814;840;2024-03-16 12:15:36
6312;3099;1745;2024-10-21 21:02:49
331;4040;1969;2024-12-06 19:56:15
1798;2581;1911;2025-05-18 01:16:41
959;2892;951;2023-02-11 13:11:36
4732;2125;1768;2025-01-01 06:51:03
192;2152;1835;2024-05-30 21:07:42
5424;3691;1451;2025-10-17 20:08:22
8561;1953;1424;2023-10-16 08:43:53
5516;3055;645;2025-11-14 23:03:28
1721;2272;312;2025-02-16 21:15:24
6963;1354;350;2024-11-26 05:20:54
2045;891;1815;2022-12-06 00:44:32
1838;2886;1971;2025-01-30 19:40:45
1092;680;947;2026-01-18 06:45:56
5343;78;121;2023-10-12 10:51:31
6341;4112;769;2024-06-07 01:50:42
5710;1913;1975;2024-12-23 15:08:52
10588;3832;67;2024-03-10 09:53:09
386;623;1385;2023-10-03 21:39:29
9537;3604;441;2023-03-27 10:19:24
6364;4298;398;2025-06-19 14:55:51
1514;2781;4;2022-08-28 05:29:24
575;3722;281;2026-01-11 04:38:32
1455;625;777;2022-08-01 21:55:27
4267;1795;1264;2023-08-13 16:44:02
2499;1670;142;2025-08-28 13:12:02
489;2846;466;2024-11-01 10:19:58
9873;1189;1437;2024-02-11 16:22:47
9809;1572;1226;2024-05-13 18:29:00
7720;3227;583;2026-02-02 19:11:49
9376;672;1339;2025-04-14 03:14:41
2883;2961;646;2025-07-22 04:57:33
2697;1751;243;2022-09-24 13:28:32
6782;3268;1639;2023-08-01 02:26:41
9690;863;398;2022-08-02 10:18:10
6788;3268;1072;2025-04-29 18:57:46
4152;4230;418;2024-02-28 10:17:24
3711;916;1831;2022-08-17 08:06:40
6375;2128;357;2023-07-28 06:12:35
2227;4377;937;2023-12-13 17:54:57
5500;3426;432;2023-02-27 14:27:29
2983;3254;1043;2026-02-21 20:04:21
9803;1108;899;2022-12-06 06:05:49
10097;3173;364;2023-02-25 15:59:14
5631;69;591;2025-04-21 12:21:52
9852;3676;1391;2025-12-09 13:37:27
6831;1142;918;2025-10-07 01:21:31
