StudentId,OverallRank,DeptRank,SquadronRank,CompositeScore,AvgQuizScore,AvgGrade,QuizPassRate,CompletionRate,DepartmentName,SquadronId
1884,83,11,17,0.5723,64.6,24.6667,1.0,0.6667,Cyber Security,1
3383,84,29,15,0.5712,63.5,19.725,0.5556,0.7143,Artificial Intelligence,4
2391,85,45,18,0.5693,63.86,0.0,0.375,0.8333,Computer Science,1
582,86,12,25,0.5686,88.0,0.0,1.0,0.4286,Cyber Security,5
4745,86,12,19,0.5686,53.7286,0.0,0.3636,1.0,Cyber Security,1
3248,88,46,26,0.5677,74.2,12.65,0.25,0.5714,Computer Science,5
2289,89,47,27,0.5654,67.6667,23.525,0.4,0.6,Computer Science,5
2625,90,48,16,0.5652,59.9,27.85,0.3077,0.7,Computer Science,4
4409,91,49,17,0.5648,71.9,0.0,0.4,0.6842,Computer Science,4
1256,92,30,14,0.5639,75.85,0.0,0.6667,0.6154,Artificial Intelligence,2
3430,93,31,15,0.56,92.0,0.0,1.0,0.3333,Artificial Intelligence,2
1136,94,50,18,0.5596,47.2143,11.75,0.2727,1.0,Computer Science,4
609,95,14,20,0.5595,51.9,0.0,0.3333,1.0,Cyber Security,1
1516,96,32,19,0.5588,69.75,0.0,0.4286,0.7,Artificial Intelligence,4
1378,97,15,16,0.5584,84.0,0.0,1.0,0.4615,Cyber Security,3
2754,98,51,16,0.5565,53.1667,25.35,0.5,0.8,Computer Science,2
3069,99,52,17,0.5562,77.5,0.0,0.4,0.5625,Computer Science,3
4884,100,33,18,0.556,71.2,0.0,0.25,0.6667,Artificial Intelligence,3
2090,101,53,28,0.5559,61.1667,8.35,0.25,0.7778,Computer Science,5
1781,102,34,29,0.5558,71.1556,0.0,0.6667,0.6667,Artificial Intelligence,5
3378,103,35,19,0.5557,79.15,0.0,0.6667,0.5333,Artificial Intelligence,3
3593,104,54,30,0.5552,73.8,7.3667,0.5,0.5714,Computer Science,5
3949,105,55,21,0.555,69.0,0.0,0.4,0.7,Computer Science,1
1897,106,56,20,0.5534,80.4,11.4333,1.0,0.4286,Computer Science,3
1194,107,36,31,0.553,80.6,0.0,0.5,0.5,Artificial Intelligence,5
937,107,57,21,0.553,70.6,0.0,1.0,0.6667,Computer Science,3
4756,109,37,32,0.5529,55.0333,23.475,0.3333,0.7692,Artificial Intelligence,5
1382,110,16,22,0.5527,66.9,0.0,0.3,0.7273,Cyber Security,1
3852,111,58,33,0.5525,50.5,0.0,0.2857,1.0,Computer Science,5
3859,112,59,34,0.5522,71.5333,22.26,0.5,0.5,Computer Science,5
1574,113,60,17,0.5521,50.4143,0.0,0.3636,1.0,Computer Science,2
1234,114,61,22,0.5501,67.6667,0.0,0.3333,0.7059,Computer Science,3
1562,114,61,22,0.5501,67.65,21.5333,0.6667,0.5625,Computer Science,3
2592,116,38,18,0.5484,54.8,17.1833,0.3333,0.8,Artificial Intelligence,2
3108,117,63,23,0.5473,72.1,14.0,0.5,0.5294,Computer Science,1
186,118,39,35,0.5462,65.6,0.0,0.5,0.7273,Artificial Intelligence,5
2084,119,17,19,0.5461,74.3,37.3,0.25,0.3333,Cyber Security,2
2351,120,40,36,0.5458,51.1625,218.85,0.3333,0.3,Artificial Intelligence,5
2156,121,41,20,0.5454,62.6167,9.0333,0.5,0.7143,Artificial Intelligence,4
71,122,64,20,0.5444,66.8875,0.0,0.375,0.7,Computer Science,2
3090,123,65,24,0.5438,84.75,0.0,0.25,0.4,Computer Science,1
1389,124,66,25,0.5435,54.1571,36.3667,0.25,0.6667,Computer Science,1
2743,125,67,21,0.5428,66.8714,11.9,0.3846,0.6154,Computer Science,4
227,126,42,21,0.5419,70.2,0.0,0.2727,0.6364,Artificial Intelligence,2
1352,127,68,22,0.5417,81.3,7.625,0.2,0.4,Computer Science,2
2119,128,69,24,0.5407,65.0333,32.75,0.75,0.5,Computer Science,3
2843,129,70,37,0.5403,55.8,14.0,0.1667,0.7778,Computer Science,5
3863,130,71,22,0.539,70.8,5.0,0.25,0.5833,Computer Science,4
1786,131,18,25,0.5382,57.5667,12.7,0.4,0.75,Cyber Security,3
1809,132,72,38,0.5377,71.9333,14.0,0.3125,0.5,Computer Science,5
698,133,43,23,0.5375,59.5,0.0,0.3333,0.8,Artificial Intelligence,2
2512,134,44,39,0.5371,68.84,0.0,0.2941,0.6429,Artificial Intelligence,5
4278,135,19,24,0.5366,61.175,0.0,0.4286,0.7692,Cyber Security,2
3487,135,45,26,0.5366,55.9,0.0,0.4615,0.8571,Artificial Intelligence,3
2740,137,73,40,0.5356,69.625,0.0,0.4286,0.625,Computer Science,5
4053,138,74,27,0.5353,67.84,8.05,0.7143,0.6,Computer Science,3
3431,139,46,41,0.5339,62.6,20.4667,0.4,0.6,Artificial Intelligence,5
2606,140,75,25,0.5335,63.3667,22.6,0.4,0.5714,Computer Science,2
2232,141,47,42,0.5325,70.5,0.0,1.0,0.6,Artificial Intelligence,5
1785,142,76,28,0.5324,70.48,0.0,0.5,0.6,Computer Science,3
1558,143,77,43,0.5315,55.8667,1.1,0.4167,0.8333,Computer Science,5
4785,144,78,44,0.5312,64.25,11.2,0.4286,0.625,Computer Science,5
894,145,79,45,0.531,70.2,0.0,0.6,0.6,Computer Science,5
1959,146,48,26,0.5304,67.0,7.7,0.3333,0.6,Artificial Intelligence,2
2109,147,80,26,0.5303,61.0667,0.0,0.2222,0.75,Computer Science,1
1829,148,20,23,0.5298,65.95,0.0,0.5556,0.6667,Cyber Security,4
2018,149,81,29,0.5292,63.85,0.0,0.375,0.7,Computer Science,3
4256,150,49,46,0.5287,68.24,0.0,0.3636,0.625,Artificial Intelligence,5
3448,151,50,27,0.5282,56.9,0.0,0.3333,0.8125,Artificial Intelligence,2
961,152,82,28,0.5281,62.7,28.3333,0.4,0.5263,Computer Science,2
2540,153,83,47,0.5271,45.4167,0.0,0.1818,1.0,Computer Science,5
4207,154,84,30,0.5265,60.6,26.06,0.2857,0.5714,Computer Science,3
1885,154,84,48,0.5265,61.3875,9.8,0.2941,0.6667,Computer Science,5
2981,156,86,27,0.525,85.0,0.0,0.3333,0.3333,Computer Science,1
3118,156,86,29,0.525,69.0,0.0,0.3333,0.6,Computer Science,2
264,158,88,24,0.5234,55.0333,11.6333,0.125,0.75,Computer Science,4
2389,159,89,25,0.5225,58.8333,10.3333,0.2,0.6923,Computer Science,4
2116,160,90,31,0.5224,80.4,10.1833,0.25,0.3333,Computer Science,3
2601,161,91,30,0.5212,84.25,0.0,0.6667,0.3333,Computer Science,2
2283,162,92,32,0.5209,53.2667,11.9,0.1667,0.7692,Computer Science,3
4972,163,51,26,0.5207,69.8571,0.0,0.2857,0.5714,Artificial Intelligence,4
571,164,52,33,0.5205,44.1,0.0,0.1667,1.0,Artificial Intelligence,3
2352,165,21,28,0.5198,65.72,20.5833,0.375,0.5,Cyber Security,1
2547,165,93,27,0.5198,49.8,22.925,0.1111,0.75,Computer Science,4
2431,167,94,31,0.5189,100.0,9.45,1.0,0.0,Computer Science,2
371,167,94,34,0.5189,92.0,29.4333,0.5,0.0,Computer Science,3
1675,169,96,49,0.5185,58.7,0.0,0.375,0.75,Computer Science,5
3284,170,97,50,0.5183,55.1571,14.1,0.4444,0.7143,Computer Science,5
4103,170,97,28,0.5183,69.375,0.0,0.4286,0.5714,Computer Science,4
4795,172,99,29,0.5182,67.8111,5.2,0.6364,0.5625,Computer Science,4
2041,173,100,30,0.5174,71.2714,9.9333,0.5,0.4706,Computer Science,4
3492,174,101,51,0.5173,70.94,31.32,1.0,0.3333,Computer Science,5
4405,175,53,29,0.5171,57.22,25.5,0.5714,0.6,Artificial Intelligence,1
1082,176,22,30,0.517,43.4,0.0,0.2857,1.0,Cyber Security,1
4017,177,54,31,0.5169,56.225,37.12,0.5,0.5385,Artificial Intelligence,1
4430,178,102,32,0.5168,67.35,0.0,0.2727,0.6,Computer Science,2
4804,179,103,33,0.5166,59.675,0.0,0.5,0.7273,Computer Science,2
880,180,55,52,0.5157,58.1333,0.0,0.5,0.75,Artificial Intelligence,5
199,181,56,53,0.5147,60.9333,0.0,0.3333,0.7,Artificial Intelligence,5
4309,182,104,35,0.514,72.8,0.0,1.0,0.5,Computer Science,3
4573,183,57,54,0.5139,57.7714,0.0,0.625,0.75,Artificial Intelligence,5
395,184,105,32,0.5137,47.25,31.56,0.3333,0.7143,Computer Science,1
3176,185,23,36,0.513,67.8,8.05,0.3333,0.5263,Cyber Security,3
1328,186,106,37,0.5124,62.48,0.0,0.25,0.6667,Computer Science,3
2348,187,107,34,0.5122,63.12,13.9,0.5714,0.5625,Computer Science,2
4158,188,108,33,0.512,54.9,14.9,0.25,0.6923,Computer Science,1
3985,189,109,34,0.5112,68.6,9.08,0.25,0.5,Computer Science,1
163,190,110,35,0.511,56.6,14.0,0.1667,0.6667,Computer Science,2
214,191,111,38,0.5096,66.6333,0.0,0.4615,0.5882,Computer Science,3
2181,192,112,55,0.508,96.0,14.0,1.0,0.0,Computer Science,5
779,193,24,35,0.5075,68.7778,0.0,0.5,0.5455,Cyber Security,1
3389,194,113,39,0.5073,53.4625,0.0,0.3333,0.8,Computer Science,3
614,195,114,31,0.5068,59.45,11.025,0.5,0.625,Computer Science,4
1264,196,58,32,0.5062,63.75,0.0,0.5,0.625,Artificial Intelligence,4
1456,197,115,40,0.5061,55.3333,29.0,0.5,0.5714,Computer Science,3
2272,198,25,36,0.506,69.2,0.0,0.6364,0.5333,Cyber Security,2
906,199,116,37,0.5059,47.0,12.7,0.0,0.8182,Computer Science,2
1321,200,26,41,0.5057,55.2833,14.6333,0.2,0.6667,Cyber Security,3
4620,201,59,36,0.5053,53.12,16.0,0.1538,0.6923,Artificial Intelligence,1
4530,201,117,56,0.5053,71.0667,0.0,0.4,0.5,Computer Science,5
1200,203,27,42,0.505,71.0,0.0,0.5,0.5,Cyber Security,3
4054,204,118,33,0.5045,50.9,0.0,1.0,0.8333,Computer Science,4
1400,205,60,37,0.5043,63.3583,0.0,0.5294,0.625,Artificial Intelligence,1
3237,206,119,34,0.5038,56.98,26.1,0.4615,0.5556,Computer Science,4
2179,206,119,57,0.5038,51.1333,11.55,0.2,0.75,Computer Science,5
1850,208,61,58,0.502,55.9833,14.0,0.3636,0.6471,Artificial Intelligence,5
2780,209,28,38,0.5019,56.46,9.8,0.375,0.6667,Cyber Security,1
3194,209,121,38,0.5019,66.1,0.0,0.2,0.5714,Computer Science,2
2989,211,62,59,0.5015,75.3,0.0,0.6154,0.4167,Artificial Intelligence,5
4198,211,29,39,0.5015,70.3,0.0,0.3,0.5,Cyber Security,2
1334,213,122,35,0.5013,96.0,10.6333,0.2,0.0,Computer Science,4
2262,214,123,39,0.5002,55.05,0.0,0.4,0.75,Computer Science,1
4892,215,63,40,0.5,68.2,13.8667,0.4615,0.4375,Artificial Intelligence,2
1159,216,124,40,0.4997,59.9333,0.0,0.4,0.6667,Computer Science,1
1049,217,125,43,0.4996,65.3,11.55,0.4615,0.5,Computer Science,3
112,218,64,36,0.4993,54.8667,0.0,0.3333,0.75,Artificial Intelligence,4
4809,219,126,41,0.4992,61.65,0.0,0.375,0.6364,Computer Science,1
2846,220,30,42,0.4984,55.375,17.0333,0.4,0.625,Cyber Security,1
1851,221,65,60,0.4981,51.625,0.0,0.3333,0.8,Artificial Intelligence,5
4315,222,127,43,0.4978,55.9143,0.0,0.3077,0.7273,Computer Science,1
4482,223,128,61,0.4977,59.5333,0.0,0.5,0.6667,Computer Science,5
3542,224,66,41,0.4965,66.425,14.0,0.375,0.4545,Artificial Intelligence,2
35,225,31,44,0.496,55.68,8.8,0.1818,0.6667,Cyber Security,3
4859,226,67,44,0.4959,39.1714,0.0,0.1667,1.0,Artificial Intelligence,1
2604,227,129,37,0.4945,88.6,25.76,0.3333,0.0,Computer Science,4
2254,228,32,62,0.4942,52.68,0.0,0.2727,0.7692,Cyber Security,5
4843,228,130,42,0.4942,61.35,0.0,0.4444,0.625,Computer Science,2
3961,230,131,45,0.4941,33.24,13.96,0.125,1.0,Computer Science,3
28,231,132,45,0.494,38.8,0.0,0.2857,1.0,Computer Science,1
3324,232,133,46,0.4938,55.2889,33.7,0.2308,0.5,Computer Science,3
2414,233,134,63,0.4933,50.6571,0.0,0.4,0.8,Computer Science,5
645,234,135,47,0.4926,71.1,12.3,0.3333,0.375,Computer Science,3
670,234,135,47,0.4926,51.8667,19.575,0.2,0.6471,Computer Science,3
4261,236,137,49,0.492,64.0333,15.9333,0.5,0.4667,Computer Science,3
572,237,68,50,0.491,49.1,0.0,0.2727,0.8182,Artificial Intelligence,3
3400,238,138,38,0.4907,68.1333,0.0,0.6364,0.5,Computer Science,4
1046,239,139,64,0.4905,92.5,14.0,1.0,0.0,Computer Science,5
806,240,140,46,0.4904,75.58,0.0,0.3846,0.375,Computer Science,1
2421,240,69,65,0.4904,64.325,0.0,0.4286,0.5625,Artificial Intelligence,5
2852,242,141,43,0.49,98.0,0.0,0.3333,0.0,Computer Science,2
459,242,141,43,0.49,60.24,94.4,0.375,0.0,Computer Science,2
3895,244,143,47,0.4889,45.1833,18.98,0.2222,0.75,Computer Science,1
4461,245,70,45,0.4883,47.6667,0.0,0.25,0.8333,Artificial Intelligence,2
3751,246,144,48,0.488,57.0,11.52,1.0,0.6,Computer Science,1
4275,247,145,46,0.4877,55.1857,0.0,0.3333,0.7059,Computer Science,2
253,248,146,49,0.4876,54.6667,0.0,0.3636,0.7143,Computer Science,1
3710,249,147,39,0.4875,60.0,0.0,0.3333,0.625,Computer Science,4
1846,250,71,40,0.486,61.7125,13.7,0.4167,0.5,Artificial Intelligence,4
413,251,148,41,0.4855,85.1667,29.8333,0.5,0.0,Computer Science,4
2548,251,148,41,0.4855,58.2667,17.65,0.25,0.5294,Computer Science,4
4761,253,150,66,0.4854,53.7545,0.0,0.3333,0.7222,Computer Science,5
259,254,151,51,0.4852,61.0333,0.0,0.5,0.6,Computer Science,3
1380,255,152,67,0.485,52.0,0.0,0.2222,0.75,Computer Science,5
1918,256,72,68,0.4849,50.0,10.3,0.3333,0.7143,Artificial Intelligence,5
2468,257,33,47,0.4847,36.9333,0.0,0.0,1.0,Cyber Security,2
2905,257,73,69,0.4847,53.6,0.0,0.25,0.7222,Artificial Intelligence,5
4707,259,153,48,0.4845,54.0333,0.0,0.3,0.7143,Computer Science,2
4787,260,74,49,0.4844,54.3143,16.4,0.5556,0.6,Artificial Intelligence,2
1729,261,154,43,0.4836,43.1167,14.0,0.2,0.8,Computer Science,4
3213,262,155,44,0.4833,51.6667,0.0,0.2,0.75,Computer Science,4
1854,262,155,44,0.4833,60.12,5.65,0.3,0.5714,Computer Science,4
1623,264,34,50,0.4832,68.22,0.0,0.5714,0.4737,Cyber Security,1
2737,264,157,50,0.4832,56.6375,0.0,0.2857,0.6667,Computer Science,2
1787,266,158,52,0.4826,50.5,15.0333,0.2,0.6667,Computer Science,3
2209,267,159,46,0.482,66.4,0.0,0.4286,0.5,Computer Science,4
1973,268,35,47,0.4815,61.0,0.0,0.75,0.5882,Cyber Security,4
1557,269,160,53,0.4813,51.8375,14.0,0.3333,0.6471,Computer Science,3
3910,270,161,70,0.481,62.0,10.5,0.4,0.5,Computer Science,5
742,271,75,48,0.4803,55.0,0.0,0.3333,0.6842,Artificial Intelligence,4
456,272,76,71,0.48,71.0,0.0,0.75,0.4167,Artificial Intelligence,5
1956,273,162,51,0.4797,65.7333,13.0,0.25,0.4167,Computer Science,2
528,274,77,54,0.4789,55.825,24.8667,0.4,0.5,Artificial Intelligence,3
1535,275,163,49,0.4787,56.7333,22.5,0.3571,0.5,Computer Science,4
3344,276,164,50,0.4785,65.7,0.0,0.4,0.5,Computer Science,4
3782,277,165,51,0.4783,53.7,11.1333,0.5,0.625,Computer Science,4
553,278,166,72,0.4777,54.0,0.0,0.6667,0.6923,Computer Science,5
1360,279,78,73,0.4776,49.36,0.0,0.4286,0.7692,Artificial Intelligence,5
3576,280,79,52,0.4775,48.6818,13.9,0.4,0.6875,Artificial Intelligence,2
3122,280,79,74,0.4775,59.5,0.0,1.0,0.6,Artificial Intelligence,5
158,282,167,55,0.4773,54.5,19.0833,0.25,0.5556,Computer Science,3
2405,283,81,75,0.4755,88.8,15.74,0.1429,0.0,Artificial Intelligence,5
4329,284,168,51,0.4754,58.28,17.0,0.2857,0.5,Computer Science,1
4712,285,36,56,0.4752,47.9,0.0,0.125,0.7857,Cyber Security,3
4541,286,169,57,0.4745,52.0444,0.0,0.375,0.7143,Computer Science,3
3540,286,169,53,0.4745,72.4,0.0,0.3333,0.375,Computer Science,2
2895,288,37,54,0.4738,64.7667,0.0,0.4,0.5,Cyber Security,2
3098,289,82,52,0.4734,88.0,16.7,1.0,0.0,Artificial Intelligence,4
333,290,171,55,0.4733,64.6667,0.0,0.2222,0.5,Computer Science,2
2006,291,172,53,0.473,49.7,22.275,0.3333,0.6,Computer Science,4
1,292,173,52,0.4728,54.55,0.0,0.25,0.6667,Computer Science,1
2764,293,174,54,0.4722,43.2875,15.3667,0.25,0.75,Computer Science,4
983,293,38,58,0.4722,54.4333,0.0,0.3077,0.6667,Cyber Security,3
3074,295,175,53,0.4719,51.85,10.85,0.1667,0.6364,Computer Science,1
2574,296,176,56,0.4716,60.04,0.0,0.5714,0.5714,Computer Science,2
3739,297,177,54,0.4714,85.95,20.8333,0.8,0.0,Computer Science,1
1475,298,178,55,0.4705,54.1,0.0,0.3333,0.6667,Computer Science,4
2788,299,179,55,0.4704,61.1,14.95,0.75,0.45,Computer Science,1
3957,300,180,76,0.47,64.0,0.0,1.0,0.5,Computer Science,5
1458,300,39,57,0.47,64.0,0.0,0.25,0.5,Cyber Security,2
873,300,180,76,0.47,94.0,0.0,0.5,0.0,Computer Science,5
3717,300,180,56,0.47,49.0,0.0,0.2,0.75,Computer Science,1
3811,304,183,59,0.4694,63.875,0.0,0.5556,0.5,Computer Science,3
2815,304,40,78,0.4694,55.3,13.925,0.3333,0.55,Cyber Security,5
564,306,41,79,0.4692,48.3333,6.6333,0.4,0.7143,Cyber Security,5
449,306,184,60,0.4692,61.1167,0.0,0.4,0.5455,Computer Science,3
3696,308,42,56,0.4688,69.75,0.0,0.6667,0.4,Cyber Security,4
4648,309,83,80,0.4686,50.0,19.3,0.3333,0.6,Artificial Intelligence,5
2104,310,84,57,0.4676,54.125,98.5,0.2857,0.0,Artificial Intelligence,1
2083,311,185,61,0.4667,49.7,0.0,0.2222,0.7273,Computer Science,3
2555,312,85,81,0.4662,63.24,0.0,0.4,0.5,Artificial Intelligence,5
4514,312,43,62,0.4662,36.5,29.34,0.0,0.75,Cyber Security,3
2210,314,186,63,0.4661,55.2,7.575,0.375,0.5833,Computer Science,3
1107,315,44,58,0.466,93.2,0.0,0.25,0.0,Cyber Security,2
2415,316,45,64,0.4659,43.1833,0.0,0.1818,0.8333,Cyber Security,3
772,317,86,58,0.4658,88.5,11.65,0.5,0.0,Artificial Intelligence,1
3948,318,187,59,0.4655,55.7333,14.0,0.4444,0.5294,Computer Science,2
641,319,87,60,0.4654,68.3769,0.0,0.5,0.4118,Artificial Intelligence,2
2974,320,188,82,0.465,63.0,0.0,0.4,0.5,Computer Science,5
3825,321,88,57,0.4649,87.0,14.9333,0.2857,0.0,Artificial Intelligence,4
3255,322,189,83,0.464,51.1333,14.18,0.1429,0.6,Computer Science,5
3123,323,89,58,0.4634,50.7333,34.2667,0.3,0.4706,Artificial Intelligence,4
4708,324,190,84,0.4633,83.0333,24.05,0.6,0.0,Computer Science,5
902,325,191,59,0.463,49.75,0.0,0.1667,0.7143,Computer Science,1
2068,325,90,85,0.463,65.3333,0.0,0.3333,0.4545,Artificial Intelligence,5
2532,327,192,61,0.4629,67.575,0.0,0.4444,0.4167,Computer Science,2
300,327,192,59,0.4629,44.1667,21.0167,0.3333,0.6667,Computer Science,4
1366,329,194,60,0.4628,49.78,16.975,0.4167,0.6,Computer Science,1
3675,330,46,60,0.4627,52.3625,14.725,0.3333,0.5714,Cyber Security,4
1271,331,195,62,0.4625,50.5,0.0,0.4167,0.7,Computer Science,2
3595,332,91,63,0.4618,62.35,0.0,0.5,0.5,Artificial Intelligence,2
1350,333,196,86,0.4607,47.14,0.0,0.2308,0.75,Computer Science,5
3924,333,196,86,0.4607,52.1333,0.0,0.3333,0.6667,Computer Science,5
1909,335,92,65,0.4606,62.12,0.0,0.25,0.5,Artificial Intelligence,3
2861,336,198,64,0.4605,62.1,0.0,0.3077,0.5,Computer Science,2
3725,337,199,61,0.4603,54.1667,0.0,0.2727,0.6316,Computer Science,1
4518,338,200,62,0.4602,66.8,13.0833,0.3333,0.3333,Computer Science,1
1374,338,200,66,0.4602,68.0333,0.0,0.3333,0.4,Computer Science,3
3189,340,93,63,0.46,42.0,0.0,0.0,0.8333,Artificial Intelligence,1
732,341,47,65,0.4596,65.6667,0.0,0.5,0.4375,Cyber Security,2
30,342,202,61,0.459,59.5,0.0,0.25,0.5385,Computer Science,4
664,343,48,62,0.4589,46.1333,26.6,0.1818,0.5833,Cyber Security,4
