StudentId,CourseId,ActivitiesTotal,ActivitiesDone,AvgProgress,AvgTimeMinutes,CompletionRate,Title
24,107,1,1,100.0,21.1,1.0,Software Engineering
24,120,1,0,18.0,46.1,0.0,Data Science
24,128,1,0,0.0,46.3,0.0,Artificial Intelligence
24,130,1,1,100.0,65.0,1.0,Computer Architecture
24,138,1,0,0.0,46.3,0.0,Algorithms
24,148,1,1,100.0,73.0,1.0,Algorithms
24,174,1,1,100.0,46.3,1.0,Web Development
24,178,1,0,55.0,52.8,0.0,Algorithms
24,191,1,0,100.0,46.3,0.0,Data Structures
27,117,1,1,100.0,15.8,1.0,Data Structures
27,140,1,1,100.0,112.1,1.0,Operating Systems
27,159,1,1,100.0,7.4,1.0,Data Science
28,86,1,1,100.0,46.3,1.0,Database Systems
28,88,1,1,100.0,52.8,1.0,Cloud Computing
29,1,1,0,26.0,14.1,0.0,Cyber Security Fundamentals
29,47,1,0,0.0,46.3,0.0,Machine Learning
30,4,1,0,0.0,46.3,0.0,Computer Networks
30,29,1,0,0.0,46.3,0.0,Algorithms
30,33,1,1,100.0,94.1,1.0,Data Science
30,68,1,1,100.0,34.6,1.0,Computer Networks
30,76,1,0,90.0,58.8,0.0,Computer Networks
30,88,1,0,75.0,18.2,0.0,Cloud Computing
30,101,1,1,100.0,107.5,1.0,Web Development
30,110,1,1,100.0,40.1,1.0,Software Engineering
30,111,1,1,100.0,102.9,1.0,Cyber Security Fundamentals
30,128,1,0,60.0,18.8,0.0,Artificial Intelligence
30,144,1,1,100.0,17.2,1.0,Software Engineering
30,189,1,0,0.0,46.3,0.0,Artificial Intelligence
30,193,1,1,100.0,53.4,1.0,Operating Systems
31,22,1,0,47.0,46.3,0.0,Data Science
31,67,1,1,100.0,80.0,1.0,Operating Systems
31,183,1,1,100.0,107.7,1.0,Computer Architecture
32,17,1,0,27.0,46.3,0.0,Operating Systems
32,20,1,0,89.0,15.9,0.0,Computer Architecture
32,30,1,1,100.0,10.9,1.0,Machine Learning
32,33,1,1,100.0,70.0,1.0,Data Science
32,56,1,1,100.0,12.8,1.0,Data Science
32,76,1,0,63.0,46.3,0.0,Computer Networks
32,88,1,0,54.0,24.2,0.0,Cloud Computing
32,114,1,0,0.0,46.3,0.0,Mobile App Development
32,117,1,1,100.0,58.5,1.0,Data Structures
32,122,2,1,75.0,35.05,0.5,Mobile App Development
32,123,1,0,100.0,28.4,0.0,Cloud Computing
32,136,1,0,78.0,46.3,0.0,Operating Systems
32,166,1,0,0.0,46.3,0.0,Discrete Mathematics
32,181,2,2,100.0,39.25,1.0,Operating Systems
33,22,1,0,21.0,51.9,0.0,Data Science
33,31,2,0,69.0,41.0,0.0,Computer Architecture
33,35,1,1,100.0,67.6,1.0,Data Structures
33,41,1,0,0.0,46.3,0.0,Database Systems
33,43,1,0,89.0,7.7,0.0,Database Systems
33,53,1,0,73.0,58.2,0.0,Discrete Mathematics
33,61,1,1,100.0,112.9,1.0,Mobile App Development
33,69,1,0,43.0,23.0,0.0,Computer Networks
33,72,1,0,95.0,14.7,0.0,Artificial Intelligence
33,79,1,1,100.0,46.3,1.0,Cyber Security Fundamentals
33,111,1,1,100.0,98.0,1.0,Cyber Security Fundamentals
33,116,1,1,100.0,113.6,1.0,Data Structures
33,160,1,0,0.0,46.3,0.0,Computer Architecture
33,169,1,1,100.0,17.7,1.0,Cyber Security Fundamentals
33,174,1,1,100.0,71.4,1.0,Web Development
33,183,2,1,87.0,47.9,0.5,Computer Architecture
35,7,1,1,100.0,19.1,1.0,Operating Systems
35,11,1,1,100.0,23.9,1.0,Computer Networks
35,27,1,0,22.0,46.4,0.0,Cloud Computing
35,47,1,0,0.0,46.3,0.0,Machine Learning
35,51,1,1,100.0,71.8,1.0,Discrete Mathematics
35,63,1,1,100.0,77.0,1.0,Computer Networks
35,87,1,1,100.0,59.5,1.0,Web Development
35,113,1,0,74.0,40.0,0.0,Database Systems
35,116,1,1,100.0,61.6,1.0,Data Structures
35,142,1,0,44.0,14.6,0.0,Algorithms
35,153,1,1,100.0,21.1,1.0,Algorithms
35,175,1,1,100.0,95.8,1.0,Discrete Mathematics
36,31,1,1,100.0,46.3,1.0,Computer Architecture
36,32,1,1,100.0,50.8,1.0,Computer Architecture
36,42,1,0,82.0,49.2,0.0,Web Development
36,73,1,1,100.0,112.6,1.0,Web Development
36,87,1,1,100.0,105.0,1.0,Web Development
36,105,1,1,100.0,35.5,1.0,Computer Networks
36,112,2,1,53.0,27.7,0.5,Operating Systems
36,113,1,1,100.0,16.8,1.0,Database Systems
36,119,2,2,100.0,41.3,1.0,Cyber Security Fundamentals
36,140,1,1,100.0,53.2,1.0,Operating Systems
36,149,1,1,100.0,102.0,1.0,Web Development
36,160,2,1,93.0,40.3,0.5,Computer Architecture
36,180,1,1,100.0,28.0,1.0,Discrete Mathematics
37,114,1,0,17.0,40.6,0.0,Mobile App Development
37,129,1,0,84.0,2.7,0.0,Discrete Mathematics
40,20,1,1,100.0,77.4,1.0,Computer Architecture
40,24,1,1,100.0,42.9,1.0,Cloud Computing
40,38,1,1,100.0,111.0,1.0,Database Systems
40,43,1,1,100.0,80.0,1.0,Database Systems
40,48,1,1,100.0,48.6,1.0,Data Structures
40,72,2,1,96.0,47.8,0.5,Artificial Intelligence
40,80,1,1,100.0,110.4,1.0,Computer Architecture
40,86,1,1,100.0,56.6,1.0,Database Systems
40,116,2,1,55.5,36.5,0.5,Data Structures
40,121,1,0,21.0,42.0,0.0,Mobile App Development
40,145,1,1,100.0,5.6,1.0,Web Development
40,155,1,1,100.0,35.6,1.0,Data Structures
40,181,1,1,100.0,5.9,1.0,Operating Systems
40,182,1,1,100.0,10.8,1.0,Data Structures
43,11,1,1,100.0,46.3,1.0,Computer Networks
43,20,1,0,0.0,46.3,0.0,Computer Architecture
43,97,1,0,0.0,46.3,0.0,Computer Networks
43,143,1,0,58.0,8.6,0.0,Database Systems
44,1,1,0,70.0,52.5,0.0,Cyber Security Fundamentals
44,2,1,1,100.0,52.4,1.0,Machine Learning
44,11,1,1,100.0,46.3,1.0,Computer Networks
44,19,1,1,100.0,46.3,1.0,Machine Learning
44,46,1,1,100.0,105.3,1.0,Mobile App Development
44,73,1,1,100.0,82.2,1.0,Web Development
44,81,1,0,59.0,59.5,0.0,Artificial Intelligence
44,138,1,1,100.0,20.7,1.0,Algorithms
44,144,1,1,100.0,56.6,1.0,Software Engineering
44,181,2,1,50.0,79.7,0.5,Operating Systems
49,29,1,0,53.0,20.5,0.0,Algorithms
49,36,1,1,100.0,82.7,1.0,Software Engineering
49,44,1,1,100.0,55.3,1.0,Database Systems
49,79,1,1,100.0,46.5,1.0,Cyber Security Fundamentals
49,99,1,0,22.0,43.2,0.0,Mobile App Development
49,117,1,0,12.0,1.5,0.0,Data Structures
49,140,1,1,100.0,50.8,1.0,Operating Systems
49,165,1,0,49.0,2.6,0.0,Computer Networks
49,174,1,1,100.0,90.0,1.0,Web Development
49,181,2,0,38.5,23.65,0.0,Operating Systems
49,184,1,1,100.0,31.8,1.0,Algorithms
57,43,1,1,100.0,77.5,1.0,Database Systems
57,142,2,2,100.0,80.45,1.0,Algorithms
57,158,1,0,54.0,56.8,0.0,Mobile App Development
57,180,1,1,100.0,67.5,1.0,Discrete Mathematics
61,46,1,0,28.0,28.0,0.0,Mobile App Development
61,47,1,1,100.0,119.8,1.0,Machine Learning
61,112,1,0,19.0,46.3,0.0,Operating Systems
61,114,1,1,100.0,37.3,1.0,Mobile App Development
61,129,1,0,92.0,55.0,0.0,Discrete Mathematics
61,131,1,1,100.0,86.0,1.0,Machine Learning
61,169,1,0,0.0,46.3,0.0,Cyber Security Fundamentals
61,174,1,0,48.0,37.1,0.0,Web Development
61,175,1,1,100.0,62.1,1.0,Discrete Mathematics
63,45,1,1,100.0,91.1,1.0,Discrete Mathematics
63,69,1,1,100.0,68.8,1.0,Computer Networks
63,72,1,0,0.0,46.3,0.0,Artificial Intelligence
63,77,1,1,100.0,11.2,1.0,Mobile App Development
63,92,1,0,0.0,46.3,0.0,Web Development
63,138,1,1,100.0,66.2,1.0,Algorithms
63,146,1,1,100.0,27.5,1.0,Operating Systems
63,159,1,0,0.0,46.3,0.0,Data Science
63,181,1,0,9.0,51.7,0.0,Operating Systems
67,33,1,0,0.0,57.6,0.0,Data Science
67,67,1,1,100.0,16.0,1.0,Operating Systems
67,101,1,0,0.0,46.3,0.0,Web Development
67,119,1,0,66.0,36.2,0.0,Cyber Security Fundamentals
67,129,1,1,100.0,110.2,1.0,Discrete Mathematics
67,130,1,1,100.0,46.3,1.0,Computer Architecture
67,167,1,1,100.0,110.8,1.0,Operating Systems
69,74,1,1,100.0,16.8,1.0,Computer Architecture
69,97,1,0,26.0,35.4,0.0,Computer Networks
69,140,1,1,100.0,82.0,1.0,Operating Systems
70,11,1,1,100.0,50.0,1.0,Computer Networks
70,32,1,1,100.0,47.2,1.0,Computer Architecture
70,33,1,0,79.0,5.3,0.0,Data Science
70,34,1,0,41.0,26.6,0.0,Algorithms
70,38,1,1,100.0,91.2,1.0,Database Systems
70,56,1,1,100.0,42.6,1.0,Data Science
70,86,1,1,100.0,12.5,1.0,Database Systems
70,120,1,0,94.0,21.8,0.0,Data Science
70,124,1,1,100.0,25.6,1.0,Discrete Mathematics
70,136,1,1,100.0,60.8,1.0,Operating Systems
70,140,1,1,100.0,75.0,1.0,Operating Systems
70,171,1,1,100.0,69.5,1.0,Mobile App Development
71,20,2,2,100.0,55.85,1.0,Computer Architecture
71,46,1,1,100.0,33.9,1.0,Mobile App Development
71,80,1,1,100.0,105.5,1.0,Computer Architecture
71,118,1,0,56.0,47.0,0.0,Computer Networks
71,142,1,1,100.0,81.4,1.0,Algorithms
71,174,1,1,100.0,22.7,1.0,Web Development
71,181,1,1,100.0,94.3,1.0,Operating Systems
71,191,1,0,0.0,46.3,0.0,Data Structures
71,193,1,0,0.0,46.3,0.0,Operating Systems
73,4,1,1,100.0,18.9,1.0,Computer Networks
73,37,1,1,100.0,54.5,1.0,Database Systems
73,38,1,0,31.0,47.1,0.0,Database Systems
73,40,1,1,100.0,103.7,1.0,Discrete Mathematics
73,72,1,1,100.0,115.2,1.0,Artificial Intelligence
73,73,1,1,100.0,41.4,1.0,Web Development
73,94,1,0,0.0,46.3,0.0,Data Science
73,98,1,1,100.0,22.0,1.0,Machine Learning
73,100,1,0,0.0,46.3,0.0,Software Engineering
73,112,1,1,100.0,6.9,1.0,Operating Systems
73,120,1,0,56.0,58.2,0.0,Data Science
73,124,1,1,100.0,32.4,1.0,Discrete Mathematics
73,148,1,1,100.0,42.3,1.0,Algorithms
73,150,1,0,0.0,46.3,0.0,Cyber Security Fundamentals
73,183,1,1,100.0,116.2,1.0,Computer Architecture
73,186,1,1,100.0,13.4,1.0,Algorithms
79,4,1,1,100.0,12.4,1.0,Computer Networks
79,16,1,0,22.0,56.5,0.0,Algorithms
79,19,1,1,100.0,33.0,1.0,Machine Learning
79,46,1,1,100.0,79.4,1.0,Mobile App Development
79,73,1,1,100.0,39.6,1.0,Web Development
79,74,1,1,100.0,53.9,1.0,Computer Architecture
79,89,1,1,100.0,33.2,1.0,Cyber Security Fundamentals
79,105,1,0,48.0,58.1,0.0,Computer Networks
79,111,1,1,100.0,57.7,1.0,Cyber Security Fundamentals
79,117,1,1,100.0,99.2,1.0,Data Structures
79,119,1,1,100.0,46.3,1.0,Cyber Security Fundamentals
79,120,1,1,100.0,96.3,1.0,Data Science
79,160,1,0,44.0,45.6,0.0,Computer Architecture
79,169,1,1,100.0,37.7,1.0,Cyber Security Fundamentals
80,16,1,1,100.0,98.7,1.0,Algorithms
80,30,1,1,100.0,46.3,1.0,Machine Learning
80,33,1,1,100.0,90.5,1.0,Data Science
80,36,1,1,100.0,82.0,1.0,Software Engineering
80,99,1,1,100.0,81.9,1.0,Mobile App Development
80,103,1,1,100.0,55.8,1.0,Web Development
80,113,1,1,100.0,20.6,1.0,Database Systems
80,138,1,1,100.0,40.2,1.0,Algorithms
80,174,1,0,0.0,46.3,0.0,Web Development
80,191,1,0,0.0,46.3,0.0,Data Structures
80,196,1,1,100.0,48.2,1.0,Database Systems
84,36,1,0,92.0,28.4,0.0,Software Engineering
84,46,1,0,0.0,46.3,0.0,Mobile App Development
84,47,1,0,0.0,46.3,0.0,Machine Learning
84,52,1,0,93.0,16.4,0.0,Operating Systems
84,68,1,0,100.0,46.3,0.0,Computer Networks
84,80,1,0,0.0,46.3,0.0,Computer Architecture
84,88,1,0,0.0,46.3,0.0,Cloud Computing
84,113,1,0,94.0,21.5,0.0,Database Systems
84,118,1,0,0.0,46.3,0.0,Computer Networks
84,128,1,0,11.0,46.3,0.0,Artificial Intelligence
84,142,1,0,0.0,46.3,0.0,Algorithms
84,143,1,0,56.0,4.3,0.0,Database Systems
84,146,1,1,100.0,78.4,1.0,Operating Systems
84,148,1,0,0.0,46.3,0.0,Algorithms
84,171,1,1,100.0,108.4,1.0,Mobile App Development
84,193,1,0,65.0,46.3,0.0,Operating Systems
88,30,1,0,14.0,40.0,0.0,Machine Learning
88,74,1,1,100.0,7.8,1.0,Computer Architecture
90,23,1,1,100.0,13.3,1.0,Data Structures
90,25,1,1,100.0,42.2,1.0,Cloud Computing
90,69,1,1,100.0,109.4,1.0,Computer Networks
90,71,1,0,36.0,51.9,0.0,Algorithms
90,74,1,0,14.0,4.8,0.0,Computer Architecture
90,90,1,1,100.0,46.3,1.0,Discrete Mathematics
90,98,1,0,9.0,14.3,0.0,Machine Learning
90,138,2,1,50.0,53.2,0.5,Algorithms
90,156,1,0,48.0,57.5,0.0,Algorithms
90,180,1,1,100.0,71.0,1.0,Discrete Mathematics
93,4,1,0,100.0,46.3,0.0,Computer Networks
93,22,1,1,100.0,10.0,1.0,Data Science
93,29,1,1,100.0,62.0,1.0,Algorithms
93,36,1,0,34.0,40.3,0.0,Software Engineering
93,56,1,1,100.0,69.1,1.0,Data Science
93,85,1,1,100.0,32.2,1.0,Artificial Intelligence
93,93,1,0,0.0,15.5,0.0,Machine Learning
93,102,1,1,100.0,101.4,1.0,Discrete Mathematics
93,107,1,0,0.0,46.3,0.0,Software Engineering
93,119,1,0,81.0,1.0,0.0,Cyber Security Fundamentals
93,125,1,1,100.0,113.9,1.0,Operating Systems
93,127,1,1,100.0,105.8,1.0,Computer Architecture
93,142,1,1,100.0,113.9,1.0,Algorithms
93,144,1,0,12.0,53.0,0.0,Software Engineering
93,155,2,2,100.0,46.2,1.0,Data Structures
93,185,1,1,100.0,82.0,1.0,Data Science
93,193,1,0,86.0,20.8,0.0,Operating Systems
93,196,1,0,74.0,20.0,0.0,Database Systems
94,4,1,0,24.0,58.6,0.0,Computer Networks
94,32,1,1,100.0,26.9,1.0,Computer Architecture
94,76,1,1,100.0,46.3,1.0,Computer Networks
94,128,1,1,100.0,57.9,1.0,Artificial Intelligence
94,144,1,0,0.0,46.3,0.0,Software Engineering
96,10,1,1,100.0,19.2,1.0,Operating Systems
96,37,1,0,0.0,46.3,0.0,Database Systems
96,47,1,0,94.0,18.3,0.0,Machine Learning
96,121,1,0,10.0,38.1,0.0,Mobile App Development
96,175,1,0,0.0,46.3,0.0,Discrete Mathematics
99,7,1,1,100.0,36.1,1.0,Operating Systems
99,67,1,0,70.0,39.3,0.0,Operating Systems
99,97,1,0,0.0,46.3,0.0,Computer Networks
99,113,1,0,17.0,36.8,0.0,Database Systems
99,154,1,1,100.0,114.4,1.0,Software Engineering
99,155,1,0,43.0,53.3,0.0,Data Structures
99,173,1,1,100.0,72.1,1.0,Mobile App Development
102,3,1,1,100.0,89.3,1.0,Data Structures
102,4,1,0,19.0,37.2,0.0,Computer Networks
102,21,1,1,100.0,26.2,1.0,Algorithms
102,22,1,1,100.0,35.6,1.0,Data Science
102,23,1,0,61.0,31.0,0.0,Data Structures
102,25,1,1,100.0,34.2,1.0,Cloud Computing
102,30,1,0,24.0,41.7,0.0,Machine Learning
102,43,1,1,100.0,33.6,1.0,Database Systems
102,84,1,0,7.0,49.9,0.0,Database Systems
102,101,1,1,100.0,15.2,1.0,Web Development
102,116,1,1,100.0,66.2,1.0,Data Structures
102,120,1,0,49.0,28.6,0.0,Data Science
102,131,1,1,100.0,38.2,1.0,Machine Learning
102,141,1,1,100.0,46.3,1.0,Computer Networks
102,151,1,1,100.0,44.8,1.0,Software Engineering
102,193,3,2,83.667,58.267,0.667,Operating Systems
103,29,2,1,50.0,62.05,0.5,Algorithms
103,30,1,0,0.0,46.3,0.0,Machine Learning
103,40,1,0,0.0,46.3,0.0,Discrete Mathematics
103,46,1,0,5.0,40.8,0.0,Mobile App Development
103,65,1,0,39.0,24.2,0.0,Algorithms
103,88,1,0,82.0,47.3,0.0,Cloud Computing
103,120,1,1,100.0,102.3,1.0,Data Science
103,130,1,1,100.0,13.0,1.0,Computer Architecture
103,159,1,1,100.0,46.9,1.0,Data Science
103,164,1,0,0.0,46.3,0.0,Data Science
103,165,1,0,0.0,46.3,0.0,Computer Networks
103,169,1,1,100.0,46.3,1.0,Cyber Security Fundamentals
103,177,1,0,69.0,40.3,0.0,Data Science
103,187,1,0,65.0,37.6,0.0,Operating Systems
103,196,1,1,100.0,71.6,1.0,Database Systems
105,4,1,1,100.0,112.2,1.0,Computer Networks
105,16,1,1,100.0,35.6,1.0,Algorithms
105,23,1,1,100.0,5.8,1.0,Data Structures
105,43,2,1,73.0,63.45,0.5,Database Systems
105,56,1,0,10.0,46.3,0.0,Data Science
105,67,1,0,27.0,32.3,0.0,Operating Systems
105,116,1,0,92.0,39.3,0.0,Data Structures
105,132,1,1,100.0,24.0,1.0,Mobile App Development
105,143,1,1,100.0,76.9,1.0,Database Systems
105,160,1,1,100.0,51.6,1.0,Computer Architecture
106,4,1,1,100.0,89.0,1.0,Computer Networks
106,24,1,1,100.0,60.6,1.0,Cloud Computing
106,27,2,0,0.0,46.3,0.0,Cloud Computing
106,32,1,0,50.0,32.8,0.0,Computer Architecture
106,36,1,0,0.0,46.3,0.0,Software Engineering
106,38,1,0,0.0,46.3,0.0,Database Systems
106,61,1,0,15.0,46.3,0.0,Mobile App Development
106,68,1,1,100.0,58.0,1.0,Computer Networks
106,88,1,0,71.0,57.7,0.0,Cloud Computing
106,100,1,0,0.0,46.3,0.0,Software Engineering
106,113,1,1,100.0,23.6,1.0,Database Systems
106,144,1,1,100.0,96.0,1.0,Software Engineering
106,148,1,1,100.0,100.2,1.0,Algorithms
106,153,1,0,55.0,30.8,0.0,Algorithms
106,155,1,1,100.0,18.2,1.0,Data Structures
106,185,1,1,100.0,46.3,1.0,Data Science
107,23,1,0,30.0,24.4,0.0,Data Structures
107,28,1,0,0.0,27.7,0.0,Mobile App Development
107,40,1,0,0.0,46.3,0.0,Discrete Mathematics
107,43,2,0,50.0,39.85,0.0,Database Systems
107,70,2,1,50.0,39.8,0.5,Operating Systems
107,71,1,0,0.0,46.3,0.0,Algorithms
107,76,1,1,100.0,91.8,1.0,Computer Networks
107,91,1,1,100.0,26.9,1.0,Computer Architecture
107,106,1,1,100.0,42.2,1.0,Software Engineering
107,111,1,0,0.0,46.3,0.0,Cyber Security Fundamentals
107,127,1,1,100.0,46.3,1.0,Computer Architecture
107,137,1,0,37.0,23.6,0.0,Computer Networks
107,166,1,0,69.0,39.2,0.0,Discrete Mathematics
112,22,1,1,100.0,65.8,1.0,Data Science
112,45,1,1,100.0,77.8,1.0,Discrete Mathematics
112,107,1,1,100.0,105.6,1.0,Software Engineering
112,118,1,0,43.0,52.7,0.0,Computer Networks
114,34,1,0,83.0,30.3,0.0,Algorithms
114,73,1,0,16.0,30.0,0.0,Web Development
114,84,1,0,51.0,19.0,0.0,Database Systems
114,98,1,0,0.0,46.3,0.0,Machine Learning
114,131,1,0,0.0,46.3,0.0,Machine Learning
114,138,1,1,100.0,51.9,1.0,Algorithms
114,152,1,0,100.0,34.9,0.0,Operating Systems
114,170,1,1,100.0,44.2,1.0,Data Science
114,174,1,1,100.0,81.5,1.0,Web Development
114,181,1,0,14.0,49.6,0.0,Operating Systems
114,190,1,0,29.0,31.6,0.0,Computer Architecture
114,198,1,0,20.0,26.1,0.0,Machine Learning
115,27,1,1,100.0,109.3,1.0,Cloud Computing
115,45,1,0,77.0,22.6,0.0,Discrete Mathematics
115,120,1,0,0.0,46.3,0.0,Data Science
115,138,1,1,100.0,46.3,1.0,Algorithms
115,167,1,1,100.0,46.3,1.0,Operating Systems
116,30,1,0,0.0,46.3,0.0,Machine Learning
116,33,1,0,66.0,5.4,0.0,Data Science
116,34,1,1,100.0,26.7,1.0,Algorithms
116,41,2,1,50.0,28.35,0.5,Database Systems
116,70,1,0,0.0,46.3,0.0,Operating Systems
116,93,1,1,100.0,80.6,1.0,Machine Learning
116,99,1,0,0.0,46.3,0.0,Mobile App Development
116,102,1,1,100.0,68.4,1.0,Discrete Mathematics
116,112,1,0,7.0,26.6,0.0,Operating Systems
116,116,1,1,100.0,53.4,1.0,Data Structures
116,120,1,0,93.0,11.8,0.0,Data Science
116,148,2,1,82.5,54.6,0.5,Algorithms
116,150,1,1,100.0,40.2,1.0,Cyber Security Fundamentals
116,155,1,1,100.0,78.0,1.0,Data Structures
116,159,1,1,100.0,18.1,1.0,Data Science
116,170,1,0,27.0,15.2,0.0,Data Science
119,29,1,1,100.0,71.8,1.0,Algorithms
119,31,1,1,100.0,19.4,1.0,Computer Architecture
119,72,2,0,47.0,38.15,0.0,Artificial Intelligence
119,73,1,0,40.0,15.8,0.0,Web Development
119,99,1,1,100.0,5.4,1.0,Mobile App Development
119,136,1,1,100.0,29.8,1.0,Operating Systems
119,148,1,0,0.0,46.3,0.0,Algorithms
119,176,1,0,75.0,26.5,0.0,Cyber Security Fundamentals
119,180,1,1,100.0,32.0,1.0,Discrete Mathematics
120,19,2,2,100.0,34.65,1.0,Machine Learning
120,33,1,1,100.0,104.4,1.0,Data Science
120,43,1,1,100.0,93.4,1.0,Database Systems
120,72,1,1,100.0,36.6,1.0,Artificial Intelligence
120,73,1,1,100.0,28.1,1.0,Web Development
120,87,1,1,100.0,16.7,1.0,Web Development
120,111,1,1,100.0,87.9,1.0,Cyber Security Fundamentals
120,131,1,0,49.0,4.9,0.0,Machine Learning
120,137,1,0,0.0,46.3,0.0,Computer Networks
120,151,1,0,38.0,21.7,0.0,Software Engineering
120,192,1,0,6.0,9.0,0.0,Computer Networks
120,196,1,1,100.0,80.2,1.0,Database Systems
121,116,1,1,100.0,27.7,1.0,Data Structures
121,123,1,0,76.0,35.4,0.0,Cloud Computing
121,167,1,1,100.0,49.2,1.0,Operating Systems
122,21,1,0,33.0,39.7,0.0,Algorithms
122,23,1,0,100.0,43.7,0.0,Data Structures
122,67,1,0,0.0,46.3,0.0,Operating Systems
122,84,1,1,100.0,6.3,1.0,Database Systems
122,106,1,0,48.0,46.5,0.0,Software Engineering
122,114,1,0,0.0,46.3,0.0,Mobile App Development
122,139,1,1,100.0,11.8,1.0,Artificial Intelligence
122,143,1,1,100.0,91.2,1.0,Database Systems
122,148,1,0,5.0,35.0,0.0,Algorithms
122,150,1,1,100.0,58.1,1.0,Cyber Security Fundamentals
122,151,1,0,0.0,46.3,0.0,Software Engineering
122,155,1,0,55.0,43.4,0.0,Data Structures
122,159,1,1,100.0,91.9,1.0,Data Science
122,172,1,1,100.0,8.4,1.0,Database Systems
122,180,1,1,100.0,46.3,1.0,Discrete Mathematics
124,23,1,1,100.0,105.7,1.0,Data Structures
124,51,1,1,100.0,9.1,1.0,Discrete Mathematics
124,79,1,0,0.0,46.3,0.0,Cyber Security Fundamentals
124,105,1,1,100.0,74.8,1.0,Computer Networks
124,119,1,0,63.0,46.3,0.0,Cyber Security Fundamentals
124,121,1,0,46.0,39.2,0.0,Mobile App Development
127,19,1,1,100.0,69.0,1.0,Machine Learning
127,30,1,1,100.0,32.8,1.0,Machine Learning
127,31,1,0,17.0,51.2,0.0,Computer Architecture
