StudentId,Month,AvgScore,Attempts,PassRate
196,2025-12,20.4,1,0.0
197,2022-08,51.0,1,1.0
197,2022-10,7.0,1,0.0
197,2023-06,14.4,1,0.0
197,2024-05,41.8,1,0.0
197,2025-04,32.0,1,0.0
197,2025-07,80.8,1,1.0
198,2023-05,44.0,1,0.0
198,2023-12,54.0,1,1.0
198,2025-06,3.2,1,0.0
199,2022-07,55.6,1,1.0
199,2024-06,87.2,1,1.0
199,2026-01,40.0,1,0.0
201,2023-05,48.0,1,0.0
201,2023-06,69.8,1,1.0
201,2023-08,82.0,1,1.0
201,2023-11,6.8,1,0.0
201,2023-12,44.0,1,0.0
201,2024-07,1.4,1,0.0
201,2024-12,76.0,1,1.0
201,2025-02,46.0,1,0.0
201,2025-09,81.0,1,1.0
201,2025-10,81.0,1,1.0
203,2022-10,88.4,1,1.0
203,2023-06,57.7,1,1.0
203,2023-10,49.6,1,0.0
203,2024-02,60.9,1,1.0
203,2024-05,72.6,1,1.0
203,2025-07,81.2,1,1.0
211,2022-10,35.4,1,0.0
211,2024-02,81.0,1,1.0
211,2025-01,90.0,1,1.0
211,2025-07,10.0,1,0.0
214,2023-03,72.7,1,1.0
214,2023-05,64.0,1,1.0
214,2023-07,57.2,1,1.0
214,2023-09,37.0,1,0.0
214,2023-10,36.0,1,0.0
214,2024-04,94.8,1,1.0
214,2024-11,96.0,1,1.0
214,2025-02,42.0,1,0.0
214,2026-01,100.0,1,1.0
215,2024-12,26.0,1,0.0
215,2025-07,12.0,1,0.0
217,2023-05,5.5,1,0.0
217,2023-06,48.0,1,0.0
217,2024-02,23.0,1,0.0
217,2024-07,10.4,1,0.0
217,2024-11,74.0,1,1.0
217,2025-04,61.0,1,1.0
217,2025-07,5.0,2,0.0
217,2025-09,90.0,1,1.0
219,2022-06,42.5,1,0.0
219,2025-02,5.0,1,0.0
222,2024-09,50.4,1,1.0
222,2025-07,51.6,1,1.0
223,2023-04,25.0,1,0.0
224,2023-07,39.0,1,0.0
224,2023-08,56.75,2,0.5
224,2025-01,31.0,1,0.0
227,2022-06,86.0,1,1.0
227,2023-11,46.8,1,0.0
227,2025-01,65.0,1,1.0
227,2025-08,83.0,1,1.0
229,2022-09,83.5,1,1.0
229,2022-10,81.5,1,1.0
229,2022-11,73.0,1,1.0
229,2023-09,62.4,1,1.0
229,2023-12,41.0,1,0.0
229,2024-06,14.5,1,0.0
229,2024-09,25.2,1,0.0
229,2024-10,79.0,1,1.0
229,2024-11,67.2,1,1.0
229,2024-12,32.8,1,0.0
229,2025-01,71.95,2,1.0
229,2025-11,29.0,1,0.0
230,2024-01,73.0,1,1.0
231,2022-09,9.8,1,0.0
231,2023-11,46.4,1,0.0
231,2024-01,8.0,1,0.0
231,2024-09,84.2,1,1.0
231,2025-08,57.6,1,1.0
236,2023-01,43.0,2,0.0
236,2023-07,97.6,1,1.0
236,2023-09,41.3,2,0.0
236,2024-12,54.4,1,1.0
236,2025-12,45.0,1,0.0
237,2022-12,40.0,1,0.0
237,2023-11,78.0,1,1.0
237,2024-04,35.0,1,0.0
238,2023-01,68.0,1,1.0
238,2024-01,19.0,1,0.0
238,2024-02,94.3,1,1.0
238,2025-12,98.0,1,1.0
239,2023-05,98.0,1,1.0
239,2023-06,83.2,1,1.0
239,2023-07,20.5,1,0.0
239,2024-01,57.5,1,1.0
239,2024-08,18.4,2,0.0
239,2024-11,34.0,1,0.0
239,2025-11,31.5,1,0.0
244,2022-06,10.0,1,0.0
244,2022-12,14.0,1,0.0
244,2023-11,30.5,1,0.0
244,2024-06,22.0,1,0.0
244,2024-07,90.0,1,1.0
244,2025-01,20.0,1,0.0
244,2025-07,87.0,1,1.0
252,2022-06,50.0,1,1.0
252,2025-10,29.6,1,0.0
253,2022-06,10.0,1,0.0
253,2024-02,93.5,1,1.0
253,2024-06,34.0,1,0.0
253,2024-09,71.5,1,1.0
253,2025-01,69.0,1,1.0
253,2025-08,50.0,1,1.0
258,2023-09,2.3,1,0.0
258,2023-12,27.0,1,0.0
258,2024-03,50.4,1,1.0
258,2024-04,63.8,1,1.0
259,2023-03,18.0,1,0.0
259,2024-03,66.87,3,0.67
259,2024-08,84.8,1,1.0
259,2025-12,62.8,1,1.0
260,2022-10,13.7,1,0.0
260,2022-12,13.6,1,0.0
260,2023-03,15.0,1,0.0
260,2023-06,81.2,1,1.0
260,2023-10,42.0,1,0.0
260,2024-01,66.0,1,1.0
260,2024-10,92.6,1,1.0
260,2024-11,19.0,1,0.0
260,2025-10,51.6,1,1.0
264,2022-12,100.0,1,1.0
264,2023-01,24.6,1,0.0
264,2025-12,40.5,1,0.0
265,2022-08,74.4,1,1.0
265,2022-11,62.1,1,1.0
265,2023-06,34.0,1,0.0
265,2023-07,93.6,1,1.0
265,2024-04,73.4,1,1.0
265,2024-08,94.4,1,1.0
267,2022-07,54.4,1,1.0
267,2023-02,1.9,1,0.0
267,2023-10,34.0,1,0.0
267,2023-11,87.2,1,1.0
267,2024-01,36.4,1,0.0
267,2025-04,23.5,1,0.0
267,2025-07,54.5,1,1.0
267,2026-01,29.2,1,0.0
274,2022-11,100.0,1,1.0
274,2023-08,46.0,1,0.0
274,2024-09,71.0,1,1.0
274,2024-10,46.0,1,0.0
274,2025-06,75.0,1,1.0
274,2025-10,12.0,1,0.0
283,2023-01,76.0,1,1.0
283,2023-09,98.4,1,1.0
283,2024-11,56.5,1,1.0
283,2025-07,94.0,1,1.0
283,2025-11,43.0,1,0.0
284,2022-06,100.0,1,1.0
284,2022-09,100.0,1,1.0
284,2024-04,88.0,1,1.0
284,2024-09,34.0,1,0.0
284,2024-10,30.2,1,0.0
284,2025-01,55.5,2,0.5
284,2025-04,100.0,1,1.0
284,2025-07,86.0,1,1.0
284,2026-01,76.2,1,1.0
285,2022-11,83.5,1,1.0
285,2023-01,82.0,1,1.0
285,2023-04,98.6,1,1.0
286,2023-03,3.4,1,0.0
286,2024-05,8.0,1,0.0
286,2024-10,85.1,1,1.0
286,2025-04,54.0,1,1.0
286,2025-07,25.5,1,0.0
288,2022-12,62.4,1,1.0
288,2023-10,89.7,1,1.0
288,2024-09,35.0,1,0.0
288,2024-10,41.1,1,0.0
288,2024-11,73.6,1,1.0
291,2022-06,81.5,1,1.0
291,2023-12,79.0,1,1.0
291,2024-07,75.0,1,1.0
291,2025-06,21.2,1,0.0
295,2022-06,4.0,1,0.0
295,2022-09,8.0,1,0.0
295,2024-12,75.0,1,1.0
295,2025-01,78.0,1,1.0
298,2022-12,3.0,1,0.0
298,2023-02,16.3,1,0.0
298,2023-04,97.0,1,1.0
298,2025-04,32.0,1,0.0
298,2026-01,83.0,1,1.0
299,2024-10,31.0,1,0.0
299,2025-12,12.4,1,0.0
300,2023-01,33.0,1,0.0
300,2023-10,77.0,1,1.0
300,2025-05,22.5,1,0.0
302,2024-08,11.0,1,0.0
302,2025-07,100.0,1,1.0
303,2022-09,82.8,1,1.0
303,2023-06,27.0,1,0.0
303,2024-07,1.0,1,0.0
303,2025-04,81.0,1,1.0
305,2022-08,75.6,1,1.0
305,2023-05,12.0,1,0.0
305,2024-10,98.3,1,1.0
305,2025-06,1.8,1,0.0
305,2025-11,95.5,1,1.0
308,2022-07,57.6,1,1.0
308,2022-10,29.4,1,0.0
308,2023-01,5.2,1,0.0
308,2024-01,44.0,1,0.0
314,2022-09,100.0,1,1.0
314,2023-01,25.0,1,0.0
314,2023-09,30.0,1,0.0
317,2025-01,30.8,1,0.0
319,2022-06,57.6,1,1.0
319,2023-02,87.0,1,1.0
319,2023-04,54.5,1,1.0
319,2023-07,29.2,1,0.0
319,2024-07,36.3,1,0.0
319,2024-12,59.65,2,0.5
320,2023-01,49.6,1,0.0
320,2023-04,13.0,1,0.0
320,2023-07,32.6,2,0.5
320,2024-08,20.0,1,0.0
320,2026-01,99.0,1,1.0
322,2022-10,70.0,1,1.0
322,2024-05,82.0,1,1.0
324,2022-10,36.0,1,0.0
324,2023-09,74.1,1,1.0
324,2023-10,55.6,1,1.0
324,2024-02,3.1,1,0.0
324,2024-06,7.7,1,0.0
324,2025-08,100.0,1,1.0
324,2025-09,86.0,1,1.0
324,2026-01,74.0,1,1.0
328,2023-03,51.0,1,1.0
328,2023-08,92.2,1,1.0
328,2024-09,39.1,1,0.0
328,2025-02,32.0,1,0.0
328,2025-06,74.0,1,1.0
328,2025-08,97.0,1,1.0
333,2022-07,87.5,1,1.0
333,2022-09,71.0,1,1.0
333,2025-10,35.5,1,0.0
336,2023-11,44.1,1,0.0
336,2024-10,100.0,1,1.0
338,2024-11,54.8,1,1.0
338,2025-11,48.0,1,0.0
342,2022-12,8.2,1,0.0
342,2023-01,95.0,1,1.0
356,2022-06,55.4,1,1.0
357,2022-12,19.0,1,0.0
357,2023-04,50.0,1,1.0
357,2023-11,77.4,1,1.0
357,2025-03,55.0,1,1.0
361,2022-09,82.0,1,1.0
361,2023-04,45.0,1,0.0
361,2025-05,10.0,1,0.0
369,2023-09,23.4,1,0.0
369,2023-12,38.0,1,0.0
369,2025-03,12.4,1,0.0
369,2025-10,85.0,1,1.0
371,2023-11,92.0,1,1.0
373,2023-12,88.8,1,1.0
373,2025-11,17.0,1,0.0
378,2022-07,81.6,1,1.0
378,2024-05,0.0,1,0.0
378,2025-08,91.0,1,1.0
385,2023-10,56.0,1,1.0
385,2023-11,75.4,1,1.0
385,2024-04,85.6,1,1.0
385,2024-12,42.0,1,0.0
385,2025-01,1.2,1,0.0
385,2025-08,68.0,1,1.0
392,2022-11,51.0,1,1.0
392,2023-07,51.2,1,1.0
392,2024-05,12.5,1,0.0
395,2024-09,3.0,1,0.0
395,2024-12,91.5,1,1.0
400,2023-12,57.2,1,1.0
404,2022-12,10.0,1,0.0
404,2023-02,68.1,1,1.0
404,2023-08,41.0,1,0.0
404,2024-01,21.8,1,0.0
404,2024-02,93.9,1,1.0
404,2025-02,96.0,1,1.0
404,2025-03,11.4,1,0.0
404,2026-01,52.1,1,1.0
407,2022-12,93.0,1,1.0
407,2023-11,44.4,1,0.0
407,2024-07,59.0,1,1.0
407,2025-08,88.4,1,1.0
413,2023-08,84.5,1,1.0
413,2024-04,100.0,1,1.0
413,2024-07,71.0,1,1.0
416,2022-06,40.0,1,0.0
416,2022-12,55.5,1,1.0
416,2023-08,42.6,1,0.0
423,2023-05,96.9,1,1.0
423,2023-06,32.0,1,0.0
424,2024-07,76.0,1,1.0
430,2023-02,86.0,1,1.0
430,2023-08,85.6,1,1.0
430,2024-02,47.9,1,0.0
430,2025-02,68.0,1,1.0
432,2022-11,6.0,1,0.0
432,2023-09,81.5,2,1.0
432,2024-10,81.7,1,1.0
432,2025-11,4.8,1,0.0
435,2022-12,96.2,1,1.0
435,2023-03,68.5,1,1.0
435,2026-01,90.0,1,1.0
438,2024-10,42.0,1,0.0
441,2023-08,72.5,1,1.0
441,2023-10,47.0,2,0.5
441,2025-01,76.5,1,1.0
441,2025-03,17.0,1,0.0
441,2025-05,72.0,1,1.0
441,2025-06,81.0,1,1.0
441,2025-07,67.0,1,1.0
443,2023-04,13.5,1,0.0
443,2024-02,12.0,1,0.0
445,2022-12,62.0,2,1.0
445,2023-11,100.0,1,1.0
445,2024-02,76.0,1,1.0
445,2024-03,13.5,1,0.0
445,2025-08,50.8,1,1.0
445,2025-12,42.0,1,0.0
449,2023-03,69.0,1,1.0
449,2024-06,53.05,2,0.5
449,2024-07,28.0,1,0.0
449,2025-09,95.6,1,1.0
449,2026-01,68.0,1,1.0
452,2025-01,13.5,1,0.0
452,2025-04,26.0,1,0.0
452,2025-11,11.0,1,0.0
452,2026-01,54.0,1,1.0
456,2022-07,60.0,1,1.0
456,2023-05,73.1,1,1.0
456,2024-06,79.9,1,1.0
459,2025-03,84.8,1,1.0
459,2025-08,76.8,1,1.0
459,2025-09,66.8,1,1.0
459,2025-10,47.2,1,0.0
459,2025-12,25.6,1,0.0
461,2023-03,73.2,1,1.0
461,2023-08,55.5,1,1.0
461,2024-03,11.8,1,0.0
461,2024-06,100.0,1,1.0
461,2025-03,83.4,1,1.0
461,2025-05,39.8,2,0.5
461,2025-07,44.0,1,0.0
461,2025-12,70.4,1,1.0
466,2023-10,18.0,1,0.0
466,2025-01,99.0,1,1.0
466,2025-12,1.0,1,0.0
471,2022-11,51.0,1,1.0
471,2023-01,97.0,1,1.0
471,2023-11,47.0,1,0.0
471,2024-06,93.3,1,1.0
471,2024-11,73.5,1,1.0
474,2023-11,21.0,1,0.0
474,2024-04,16.85,2,0.0
474,2025-12,21.0,1,0.0
475,2024-01,76.8,1,1.0
475,2024-09,11.5,1,0.0
475,2025-01,25.2,1,0.0
475,2025-05,61.0,1,1.0
477,2022-10,14.2,1,0.0
477,2023-06,4.8,1,0.0
477,2024-09,60.0,1,1.0
477,2024-10,48.0,1,0.0
477,2024-12,94.0,1,1.0
479,2023-08,33.6,1,0.0
479,2025-04,17.6,1,0.0
479,2025-12,98.6,1,1.0
481,2025-09,6.0,1,0.0
482,2023-06,70.0,1,1.0
482,2025-08,50.4,1,1.0
482,2025-12,17.6,1,0.0
487,2023-04,100.0,1,1.0
487,2024-10,99.5,1,1.0
487,2025-01,76.0,1,1.0
487,2025-02,63.2,1,1.0
491,2022-11,26.2,1,0.0
491,2023-02,71.0,1,1.0
504,2022-07,20.2,1,0.0
504,2023-06,13.2,1,0.0
504,2025-07,71.6,1,1.0
506,2023-05,87.4,1,1.0
506,2023-07,100.0,1,1.0
506,2024-04,89.0,1,1.0
506,2025-05,3.6,1,0.0
506,2025-06,81.0,1,1.0
507,2024-04,14.0,1,0.0
507,2024-08,80.0,1,1.0
507,2025-01,60.2,2,0.5
507,2025-04,91.0,1,1.0
507,2025-05,64.2,1,1.0
508,2024-01,88.4,1,1.0
518,2022-07,1.0,1,0.0
518,2022-10,23.5,1,0.0
518,2023-11,20.0,1,0.0
518,2024-07,84.0,1,1.0
518,2025-04,72.0,1,1.0
518,2025-05,70.0,1,1.0
518,2025-07,13.5,1,0.0
518,2025-09,63.0,1,1.0
518,2025-10,27.1,1,0.0
519,2022-07,64.8,1,1.0
519,2022-11,3.5,1,0.0
519,2025-12,84.8,1,1.0
523,2022-08,58.0,1,1.0
523,2023-04,92.0,1,1.0
523,2024-02,59.0,2,0.5
523,2025-08,28.4,1,0.0
523,2025-10,32.0,1,0.0
528,2024-09,35.6,1,0.0
528,2024-10,28.4,1,0.0
528,2025-02,83.5,1,1.0
528,2025-09,75.8,1,1.0
529,2022-11,62.2,1,1.0
529,2023-06,18.0,1,0.0
529,2025-05,18.0,1,0.0
529,2025-09,50.0,1,1.0
530,2023-04,49.0,1,0.0
535,2023-06,53.2,1,1.0
535,2026-01,52.9,1,1.0
540,2023-07,16.5,1,0.0
540,2024-01,29.5,1,0.0
540,2024-05,94.5,1,1.0
540,2025-08,16.5,1,0.0
541,2023-03,8.4,1,0.0
541,2023-07,95.0,1,1.0
541,2023-11,89.6,1,1.0
541,2023-12,33.0,1,0.0
541,2024-03,81.0,1,1.0
546,2023-02,26.0,1,0.0
546,2024-09,41.6,1,0.0
546,2025-06,80.0,1,1.0
546,2025-07,68.2,2,0.5
553,2022-09,36.0,1,0.0
553,2023-09,66.0,1,1.0
553,2024-09,60.0,1,1.0
561,2022-08,100.0,1,1.0
561,2022-09,45.8,1,0.0
561,2022-11,95.2,1,1.0
561,2023-01,10.0,1,0.0
561,2023-08,18.0,1,0.0
561,2024-07,43.0,1,0.0
561,2024-08,40.0,1,0.0
564,2022-08,79.0,1,1.0
564,2025-05,58.0,1,1.0
564,2025-10,8.0,1,0.0
566,2022-12,53.5,1,1.0
566,2023-10,40.8,1,0.0
566,2024-06,13.5,1,0.0
566,2025-11,27.0,1,0.0
571,2022-07,44.1,2,0.5
572,2022-09,94.0,1,1.0
572,2023-07,8.8,1,0.0
572,2024-02,88.3,1,1.0
572,2025-01,50.4,1,1.0
572,2025-07,4.0,1,0.0
573,2023-06,73.0,1,1.0
573,2023-09,90.4,1,1.0
573,2023-10,100.0,1,1.0
573,2025-01,91.0,1,1.0
573,2025-05,87.0,1,1.0
576,2022-12,61.8,1,1.0
580,2022-11,2.0,1,0.0
580,2023-03,12.9,1,0.0
580,2023-05,50.5,1,1.0
580,2023-10,6.0,1,0.0
580,2024-02,58.0,1,1.0
580,2024-11,93.5,1,1.0
582,2024-09,88.0,1,1.0
586,2026-01,26.2,1,0.0
591,2022-10,7.0,1,0.0
591,2023-07,7.0,1,0.0
591,2025-05,32.7,1,0.0
591,2025-08,81.2,1,1.0
599,2022-06,1.5,1,0.0
600,2023-04,13.2,1,0.0
601,2023-03,2.1,1,0.0
601,2024-04,35.6,1,0.0
601,2025-11,12.8,1,0.0
605,2025-06,3.0,1,0.0
609,2026-01,51.9,1,1.0
610,2025-05,43.2,1,0.0
610,2025-06,91.6,1,1.0
614,2023-04,45.6,1,0.0
614,2023-07,53.2,1,1.0
614,2025-03,61.0,1,1.0
614,2025-04,78.0,1,1.0
625,2023-01,8.6,1,0.0
625,2023-04,42.0,1,0.0
625,2024-08,44.6,2,0.5
625,2025-08,15.6,1,0.0
627,2022-12,69.2,1,1.0
627,2023-04,44.0,1,0.0
627,2024-03,72.9,1,1.0
627,2024-07,62.0,1,1.0
627,2026-01,84.5,2,1.0
631,2023-01,2.5,1,0.0
631,2023-06,90.65,2,1.0
631,2023-08,38.4,1,0.0
631,2023-10,100.0,1,1.0
631,2024-05,66.0,1,1.0
631,2025-02,81.0,1,1.0
631,2025-07,64.9,1,1.0
631,2025-09,44.7,2,0.5
631,2025-11,60.4,1,1.0
632,2022-08,80.5,1,1.0
632,2023-08,51.5,1,1.0
632,2023-10,100.0,1,1.0
632,2025-04,64.0,2,0.5
634,2023-06,83.5,1,1.0
634,2023-10,27.6,1,0.0
634,2023-12,38.5,1,0.0
636,2023-11,13.0,1,0.0
636,2024-02,66.0,2,0.5
636,2024-04,98.2,1,1.0
636,2024-11,10.0,1,0.0
636,2025-04,46.0,1,0.0
636,2025-10,7.5,1,0.0
636,2026-01,92.0,1,1.0
637,2022-06,87.6,1,1.0
637,2022-10,82.9,1,1.0
637,2023-12,58.9,2,0.5
637,2024-10,0.6,1,0.0
637,2025-03,60.2,1,1.0
637,2025-07,78.0,1,1.0
637,2025-11,39.7,1,0.0
638,2023-01,54.0,1,1.0
638,2023-03,70.8,1,1.0
638,2023-11,42.4,1,0.0
638,2024-02,39.6,1,0.0
638,2024-04,83.2,1,1.0
638,2024-08,46.6,1,0.0
638,2025-07,28.0,1,0.0
640,2022-08,100.0,1,1.0
640,2023-09,70.8,1,1.0
640,2025-05,33.8,1,0.0
640,2026-01,92.3,1,1.0
641,2022-07,84.1,2,1.0
641,2022-09,47.0,1,0.0
641,2022-11,90.0,1,1.0
641,2023-01,67.4,1,1.0
641,2023-06,95.0,1,1.0
641,2024-05,65.0,2,1.0
641,2024-06,42.8,1,0.0
641,2024-08,38.8,1,0.0
641,2024-11,45.2,1,0.0
641,2025-03,81.5,1,1.0
641,2025-12,83.0,1,1.0
645,2023-07,88.9,1,1.0
645,2023-10,48.8,1,0.0
645,2025-12,75.6,1,1.0
646,2025-09,13.6,1,0.0
648,2023-11,31.0,1,0.0
648,2024-09,1.6,1,0.0
648,2025-08,55.0,1,1.0
651,2022-09,23.2,1,0.0
651,2023-05,27.0,1,0.0
651,2023-11,95.0,1,1.0
651,2025-02,46.8,1,0.0
662,2023-04,40.5,1,0.0
662,2025-10,7.2,1,0.0
664,2022-08,55.0,1,1.0
664,2023-08,49.0,1,0.0
664,2024-10,19.5,1,0.0
664,2025-01,75.8,1,1.0
664,2025-03,37.6,1,0.0
664,2025-08,39.9,1,0.0
665,2022-07,93.6,1,1.0
665,2022-11,1.6,1,0.0
665,2023-07,67.4,1,1.0
665,2023-10,34.0,1,0.0
665,2023-11,80.4,1,1.0
665,2024-01,23.0,1,0.0
665,2024-04,34.0,1,0.0
665,2024-07,20.6,1,0.0
665,2025-08,47.2,1,0.0
666,2023-02,48.6,1,0.0
666,2024-07,69.0,1,1.0
666,2024-08,28.0,1,0.0
666,2025-01,72.5,1,1.0
670,2022-06,100.0,1,1.0
670,2022-11,23.0,1,0.0
670,2023-10,32.6,1,0.0
671,2022-09,47.0,1,0.0
671,2023-02,39.3,1,0.0
671,2023-04,80.0,1,1.0
671,2023-07,33.0,1,0.0
671,2023-11,64.5,1,1.0
673,2023-08,49.6,1,0.0
673,2025-06,56.8,1,1.0
677,2022-11,46.4,1,0.0
677,2025-12,15.8,1,0.0
689,2023-08,86.0,1,1.0
689,2024-08,58.25,2,0.5
689,2025-09,71.0,1,1.0
689,2025-10,43.0,1,0.0
689,2025-12,11.4,1,0.0
691,2022-07,81.4,1,1.0
691,2022-08,75.2,1,1.0
691,2022-12,1.0,1,0.0
691,2023-06,36.7,1,0.0
691,2024-01,4.8,1,0.0
691,2024-12,75.4,1,1.0
691,2025-10,51.2,1,1.0
691,2025-12,80.0,1,1.0
