StudentId,QuizAttempts,AvgQuizScore,QuizPassRate,Submissions,AvgGrade,CompletionRate,ActionCount,LoginCount,CommentsCount,LikesGiven,LateRate,EnrolledCourseCount,TotalCreditLoad,AdmissionYear,DepartmentId,EngagementScore
1276,5.0,18.15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1,3,2023,2,0.0
1749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,3,9,2026,1,0.0
3289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15,2023,1,0.0
4619,3.0,73.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2024,3,0.0
1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,2,5,2023,1,0.0
2529,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,1,2024,2,0.0
4906,0.0,0.0,0.0,5.0,13.16,0.0,0.0,0.0,0.0,0.0,0.4,1,2,2022,1,0.0
1948,8.0,69.675,0.375,5.0,30.84,0.6111,0.0,0.0,2.0,4.0,0.0,1,2,2021,1,0.0
4425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2024,2,0.0
3282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2025,1,0.0
1966,0.0,0.0,0.0,1.0,14.0,0.6111,0.0,0.0,1.0,3.0,0.0,3,7,2023,1,0.0
3985,4.0,68.6,0.25,5.0,9.08,0.5,0.0,0.0,0.0,0.0,0.2,3,3,2024,1,0.0
4366,0.0,0.0,0.0,4.0,15.45,0.625,0.0,0.0,0.0,0.0,0.5,1,3,2024,3,0.0
4380,0.0,0.0,0.0,3.0,10.3333,0.0,0.0,0.0,0.0,0.0,0.333,2,8,2022,1,0.0
4108,0.0,0.0,0.0,5.0,14.22,0.6,0.0,0.0,0.0,0.0,0.2,2,6,2023,1,0.0
3339,0.0,0.0,0.0,4.0,24.225,0.8,0.0,0.0,0.0,0.0,0.25,3,8,2024,2,0.0
3742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,2024,1,0.0
1516,7.0,69.75,0.4286,0.0,0.0,0.7,0.0,0.0,8.0,1.0,0.0,2,5,2026,2,0.0
4961,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1,4,2023,2,0.0
3865,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2,7,2021,1,0.0
4038,13.0,36.5286,0.1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2026,2,0.0
3786,0.0,0.0,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,3,8,2024,1,0.0
3564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,2025,1,0.0
4599,0.0,0.0,0.0,1.0,61.6,0.6667,0.0,0.0,0.0,0.0,0.0,2,7,2022,2,0.0
3628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2023,2,0.0
4863,0.0,0.0,0.0,6.0,26.3333,0.6,0.0,0.0,0.0,0.0,0.0,1,3,2023,2,0.0
4722,0.0,0.0,0.0,4.0,30.975,0.6,0.0,0.0,0.0,0.0,0.25,3,9,2024,2,0.0
4964,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,3,7,2024,2,0.0
1076,3.0,0.0,0.0,0.0,0.0,0.5455,0.0,0.0,4.0,3.0,0.0,2,5,2025,1,0.0
3466,0.0,0.0,0.0,4.0,11.05,0.3333,0.0,0.0,0.0,0.0,0.25,1,3,2025,2,0.0
4858,0.0,0.0,0.0,3.0,16.7667,0.0,0.0,0.0,0.0,0.0,0.0,3,11,2025,2,0.0
3957,1.0,64.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2,6,2026,1,0.0
4052,6.0,21.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,2024,1,0.0
4006,0.0,0.0,0.0,1.0,29.7,0.5,0.0,0.0,0.0,0.0,0.0,5,15,2024,3,0.0
4457,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,1,3,2023,1,0.0
1394,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.0,0.0,1,4,2023,1,0.0
2889,12.0,46.65,0.3333,6.0,18.8667,0.3889,0.0,0.0,0.0,0.0,0.0,2,5,2022,1,0.0
4405,7.0,57.22,0.5714,5.0,25.5,0.6,0.0,0.0,0.0,0.0,0.0,1,2,2023,2,0.0
455,0.0,0.0,0.0,0.0,0.0,0.5455,0.0,0.0,1.0,6.0,0.0,3,8,2025,1,0.0
1796,0.0,0.0,0.0,6.0,22.3667,0.5,0.0,0.0,1.0,8.0,0.667,3,7,2023,1,0.0
885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2,8,2025,2,0.0
4275,12.0,55.1857,0.3333,0.0,0.0,0.7059,0.0,0.0,0.0,0.0,0.0,0,0,2023,1,0.0
1061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1,6,2025,1,0.0
1688,11.0,28.95,0.0909,0.0,0.0,0.7059,0.0,0.0,3.0,9.0,0.0,1,2,2025,3,0.0
211,9.0,54.1,0.2222,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0,0,2026,3,0.0
2590,9.0,42.2167,0.3333,4.0,17.45,0.3,0.0,0.0,0.0,0.0,0.0,3,10,2023,1,0.0
1206,13.0,48.5429,0.2308,0.0,0.0,0.6667,0.0,0.0,2.0,5.0,0.0,3,3,2026,3,0.0
3858,0.0,0.0,0.0,4.0,12.4,0.0,0.0,0.0,0.0,0.0,0.25,0,0,2022,1,0.0
4153,0.0,0.0,0.0,2.0,14.0,0.4,0.0,0.0,0.0,0.0,0.5,1,3,2021,3,0.0
280,0.0,0.0,0.0,2.0,14.0,0.3077,0.0,0.0,2.0,3.0,0.0,1,1,2023,2,0.0
1589,0.0,0.0,0.0,0.0,0.0,0.4615,0.0,0.0,3.0,6.0,0.0,1,1,2024,1,0.0
268,0.0,0.0,0.0,0.0,0.0,0.5455,0.0,0.0,1.0,5.0,0.0,0,0,2023,3,0.0
419,0.0,0.0,0.0,5.0,33.52,0.0,0.0,0.0,2.0,4.0,0.2,3,10,2023,1,0.0
602,0.0,0.0,0.0,4.0,9.7,0.4286,0.0,0.0,0.0,3.0,0.0,2,6,2026,1,0.0
1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1,2,2022,2,0.0
1068,0.0,0.0,0.0,4.0,11.575,0.0,0.0,0.0,1.0,4.0,0.25,0,0,2024,1,0.0
2534,0.0,0.0,0.0,4.0,12.775,0.1538,0.0,0.0,0.0,0.0,0.5,3,12,2024,1,0.0
3763,3.0,43.25,0.3333,1.0,14.0,0.5263,0.0,0.0,0.0,0.0,0.0,1,2,2023,1,0.0
165,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,8.0,0.0,0,0,2026,1,0.0
4609,0.0,0.0,0.0,5.0,28.58,0.0,0.0,0.0,0.0,0.0,0.2,1,2,2024,1,0.0
2286,6.0,10.8667,0.0,0.0,0.0,0.5455,0.0,0.0,0.0,0.0,0.0,0,0,2025,2,0.0
4171,0.0,0.0,0.0,1.0,46.4,1.0,0.0,0.0,0.0,0.0,0.0,16,49,2024,2,0.0
2843,6.0,55.8,0.1667,1.0,14.0,0.7778,0.0,0.0,0.0,0.0,1.0,2,7,2025,1,0.0
1111,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,2.0,9.0,0.0,2,4,2023,2,0.0
1331,0.0,0.0,0.0,6.0,15.75,0.0,0.0,0.0,1.0,7.0,0.167,1,3,2023,3,0.0
1465,0.0,0.0,0.0,4.0,18.65,0.6667,0.0,0.0,4.0,6.0,0.25,4,16,2022,1,0.0
1748,12.0,49.56,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1,2,2023,1,0.0
79,0.0,0.0,0.0,6.0,14.1167,0.7857,0.0,0.0,3.0,5.0,0.167,4,13,2023,1,0.0
89,0.0,0.0,0.0,4.0,19.05,0.0,0.0,0.0,1.0,3.0,0.0,2,5,2025,3,0.0
939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,2,7,2022,1,0.0
3878,0.0,0.0,0.0,6.0,29.8833,1.0,0.0,0.0,0.0,0.0,0.333,4,11,2024,2,0.0
2794,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,1,4,2024,1,0.0
1277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2,8,2026,1,0.0
2166,0.0,0.0,0.0,0.0,0.0,0.5882,0.0,0.0,0.0,0.0,0.0,1,4,2023,1,0.0
4209,0.0,0.0,0.0,6.0,26.8833,0.25,0.0,0.0,0.0,0.0,0.333,1,3,2022,1,0.0
4546,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,4,15,2024,1,0.0
1455,0.0,0.0,0.0,1.0,13.8,0.3846,0.0,0.0,2.0,5.0,0.0,1,3,2025,2,0.0
4,0.0,0.0,0.0,2.0,43.95,0.3333,1483.0,667.0,1.0,4.0,0.0,4,11,2024,2,0.9539
3125,0.0,0.0,0.0,3.0,39.9333,0.0,0.0,0.0,0.0,0.0,0.0,3,7,2026,2,0.0
1503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4,8,2023,2,0.0
274,9.0,58.3333,0.3333,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2,2,2025,2,0.0
3682,9.0,77.78,0.5556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,2022,1,0.0
4097,0.0,0.0,0.0,4.0,26.2,0.0,0.0,0.0,0.0,0.0,0.25,2,10,2023,2,0.0
2522,0.0,0.0,0.0,3.0,11.8333,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2024,1,0.0
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1,3,2025,3,0.0
1972,0.0,0.0,0.0,0.0,0.0,0.4545,0.0,0.0,5.0,9.0,0.0,2,5,2025,1,0.0
4407,10.0,75.2167,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,2026,1,0.0
2101,0.0,0.0,0.0,0.0,0.0,0.7778,0.0,0.0,0.0,0.0,0.0,2,6,2022,2,0.0
4615,0.0,0.0,0.0,1.0,18.1,1.0,0.0,0.0,0.0,0.0,0.0,2,8,2023,1,0.0
4671,0.0,0.0,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,0.0,0.0,1,2,2025,1,0.0
2688,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1,3,2024,2,0.0
3672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,2026,1,0.0
1520,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,3,12,2023,1,0.0
1067,0.0,0.0,0.0,0.0,0.0,0.3636,0.0,0.0,5.0,3.0,0.0,2,8,2022,2,0.0
3762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,2023,1,0.0
3498,0.0,0.0,0.0,0.0,0.0,0.6364,0.0,0.0,0.0,0.0,0.0,3,8,2024,1,0.0
588,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,4.0,5.0,0.0,2,10,2026,1,0.0
4248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,2025,1,0.0
2230,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2024,1,0.0
1185,7.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,0,2025,1,0.0
4733,0.0,0.0,0.0,3.0,42.4,0.0,0.0,0.0,0.0,0.0,0.333,0,0,2023,1,0.0
2894,0.0,0.0,0.0,1.0,110.0,0.6471,0.0,0.0,0.0,0.0,1.0,0,0,2026,2,0.0
2266,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,3,8,2026,1,0.0
2288,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,2025,2,0.0
3708,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.333,2,6,2022,1,0.0
4456,0.0,0.0,0.0,3.0,17.5667,0.5714,0.0,0.0,0.0,0.0,0.0,2,5,2024,1,0.0
4971,6.0,77.75,0.3333,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0,0,2023,3,0.0
2226,12.0,56.2556,0.4167,4.0,27.95,0.0,0.0,0.0,0.0,0.0,0.0,3,12,2025,2,0.0
2660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2025,3,0.0
3793,1.0,28.0,0.0,3.0,24.2333,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2024,1,0.0
4869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,2024,1,0.0
3800,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,1,3,2025,1,0.0
968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0,0,2024,1,0.0
2973,8.0,53.4,0.375,3.0,13.1333,0.0,0.0,0.0,0.0,0.0,0.333,1,3,2026,1,0.0
1096,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,4.0,0.0,2,6,2024,1,0.0
1826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3,9,2026,3,0.0
2436,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2,8,2024,2,0.0
862,0.0,0.0,0.0,0.0,0.0,0.5294,0.0,0.0,2.0,5.0,0.0,1,3,2025,1,0.0
4700,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,3,12,2026,1,0.0
1698,0.0,0.0,0.0,0.0,0.0,0.4167,0.0,0.0,0.0,6.0,0.0,2,6,2024,2,0.0
1967,3.0,43.9333,0.3333,0.0,0.0,0.625,0.0,0.0,5.0,3.0,0.0,1,3,2024,2,0.0
1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,4,10,2025,1,0.0
3730,1.0,0.0,0.0,0.0,0.0,0.7333,0.0,0.0,0.0,0.0,0.0,1,1,2024,1,0.0
2390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,2024,1,0.0
2538,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11,29,2023,2,0.0
4429,0.0,0.0,0.0,0.0,0.0,0.5882,0.0,0.0,0.0,0.0,0.0,3,13,2024,2,0.0
3577,6.0,37.9,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2025,3,0.0
3189,3.0,42.0,0.0,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,1,2,2022,2,0.0
1570,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,5.0,7.0,0.0,2,4,2022,1,0.0
4973,2.0,29.0,0.0,0.0,0.0,0.7857,0.0,0.0,0.0,0.0,0.0,4,15,2022,1,0.0
117,8.0,48.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3,9,2023,2,0.0
494,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,7.0,0.0,1,2,2025,2,0.0
3779,9.0,53.6667,0.1111,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1,3,2023,2,0.0
4064,0.0,0.0,0.0,5.0,15.58,0.0,0.0,0.0,0.0,0.0,0.4,3,9,2022,1,0.0
1823,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,12.0,0.0,0,0,2025,1,0.0
1905,0.0,0.0,0.0,3.0,22.0667,0.5714,0.0,0.0,3.0,3.0,0.0,0,0,2024,2,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,5,13,2022,1,0.0
818,0.0,0.0,0.0,3.0,14.5333,0.6,0.0,0.0,1.0,4.0,0.333,1,2,2026,2,0.0
2362,11.0,42.41,0.2727,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1,2,2022,2,0.0
3437,0.0,0.0,0.0,3.0,12.0,0.6,0.0,0.0,0.0,0.0,0.333,3,7,2024,1,0.0
3184,0.0,0.0,0.0,3.0,9.6,0.5,0.0,0.0,0.0,0.0,0.0,3,9,2026,2,0.0
1478,5.0,33.1,0.0,1.0,14.0,0.5,0.0,0.0,3.0,6.0,1.0,2,5,2024,2,0.0
4325,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,1,3,2024,1,0.0
724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2,5,2026,1,0.0
2228,0.0,0.0,0.0,0.0,0.0,0.5385,0.0,0.0,0.0,0.0,0.0,2,9,2025,2,0.0
706,0.0,0.0,0.0,0.0,0.0,0.4118,0.0,0.0,1.0,2.0,0.0,3,10,2026,3,0.0
536,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,1.0,5.0,0.0,2,5,2024,2,0.0
1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0,0,2024,1,0.0
702,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2,4,2025,2,0.0
3644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,2023,2,0.0
4644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2024,2,0.0
4128,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,1,2,2023,3,0.0
3433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2022,1,0.0
520,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,4.0,6.0,0.0,4,15,2025,1,0.0
175,0.0,0.0,0.0,3.0,11.1333,0.6667,0.0,0.0,4.0,5.0,0.0,2,7,2023,1,0.0
4085,0.0,0.0,0.0,4.0,14.175,0.0,0.0,0.0,0.0,0.0,0.25,3,7,2023,1,0.0
3569,0.0,0.0,0.0,5.0,16.48,0.0,0.0,0.0,0.0,0.0,0.4,1,4,2024,1,0.0
4318,7.0,55.2,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,2023,1,0.0
4622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,2025,1,0.0
4576,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,2025,2,0.0
2198,6.0,60.6667,0.3333,4.0,21.9,0.0,0.0,0.0,0.0,0.0,0.75,1,3,2024,1,0.0
3652,3.0,65.1333,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2023,2,0.0
3898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2025,1,0.0
1511,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,1.0,4.0,0.0,2,5,2023,1,0.0
3702,12.0,57.4667,0.3333,5.0,12.9,0.0,0.0,0.0,0.0,0.0,0.2,1,2,2025,2,0.0
826,13.0,49.6375,0.3077,0.0,0.0,0.3636,0.0,0.0,3.0,3.0,0.0,4,17,2023,1,0.0
3028,0.0,0.0,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,0.0,0.0,0,0,2023,3,0.0
2078,7.0,70.4,0.2857,3.0,21.8,0.0,0.0,0.0,0.0,0.0,0.667,2,6,2024,3,0.0
1416,13.0,57.6571,0.3077,0.0,0.0,0.4615,0.0,0.0,4.0,1.0,0.0,2,8,2024,1,0.0
495,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,7.0,0.0,5,11,2023,2,0.0
4336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,2024,1,0.0
1863,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,4.0,0.0,0,0,2022,3,0.0
2715,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,1,3,2023,2,0.0
3809,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1,3,2023,1,0.0
1787,5.0,50.5,0.2,3.0,15.0333,0.6667,0.0,0.0,2.0,8.0,0.0,2,7,2024,1,0.0
285,9.0,88.0333,0.3333,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1,4,2024,1,0.0
4675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2024,1,0.0
2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13,2026,3,0.0
4745,11.0,53.7286,0.3636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,5,2024,3,0.0
3134,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1,3,2023,1,0.0
2257,8.0,62.82,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2023,1,0.0
3284,9.0,55.1571,0.4444,5.0,14.1,0.7143,0.0,0.0,0.0,0.0,0.0,3,10,2025,1,0.0
1446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3,8,2023,3,0.0
2,0.0,0.0,0.0,0.0,0.0,0.5714,1484.0,649.0,3.0,2.0,0.0,2,6,2021,1,0.9439
3525,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1,4,2025,1,0.0
4537,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,2,8,2023,1,0.0
2391,8.0,63.86,0.375,0.0,0.0,0.8333,0.0,0.0,0.0,0.0,0.0,2,5,2024,1,0.0
1380,9.0,52.0,0.2222,0.0,0.0,0.75,0.0,0.0,4.0,4.0,0.0,3,9,2026,1,0.0
4481,0.0,0.0,0.0,6.0,10.35,0.7222,0.0,0.0,0.0,0.0,0.167,0,0,2022,1,0.0
3496,4.0,61.6,0.5,2.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,3,7,2022,1,0.0
4158,4.0,54.9,0.25,2.0,14.9,0.6923,0.0,0.0,0.0,0.0,0.5,0,0,2024,1,0.0
2644,0.0,0.0,0.0,6.0,11.6333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2025,1,0.0
1636,0.0,0.0,0.0,1.0,14.0,0.5,0.0,0.0,0.0,3.0,0.0,1,3,2022,1,0.0
2656,5.0,88.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2023,3,0.0
546,10.0,56.8,0.2,2.0,4.55,0.0,0.0,0.0,2.0,7.0,0.0,2,8,2023,1,0.0
415,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,5.0,3.0,0.0,1,3,2024,1,0.0
920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2,9,2025,3,0.0
1525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1,3,2026,1,0.0
3431,5.0,62.6,0.4,6.0,20.4667,0.6,0.0,0.0,0.0,0.0,0.333,0,0,2023,2,0.0
2255,6.0,20.975,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,2,5,2023,2,0.0
254,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,1.0,0.0,1,4,2021,1,0.0
219,7.0,23.75,0.0,3.0,8.4667,1.0,0.0,0.0,1.0,3.0,0.333,1,3,2026,1,0.0
3021,7.0,49.28,0.4286,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3,6,2025,2,0.0
