StudentId,DepartmentId,YearId,SquadronId,AdmissionYear,EnrolledCourseCount,QuizAttempts,AvgScore,MinScore,ScoreStd,PassRate,AvgAttemptsPerQuiz,AvgTimePerQuizMin,AvgAttemptsBeforeSuccess,NightActivityRatio,WeekendRatio,DaytimeActivityRatio,FailureRatio,DifficultyExposure,StudyConsistency,CompletionRate,ActivitiesCompleted,AvgTimePerActivity,AbandonRate,RemainingActivities,LearningVelocity,Submissions,AvgGrade,LateRate,AvgSubmitHour,CommentsCount,LikesGiven,SocialIsolationScore,Dropout,AtRisk,HighPerformer,CompositeScore,WorkloadPressure
4449,1,1,5,2023,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7273,8.0,63.0455,0.0909,3.0,0.0079,5.0,26.9,0.6,10.6,0.0,0.0,1.0,0,0,0,0.5053,346.75
1490,2,1,5,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5455,6.0,54.0,0.0909,5.0,0.0106,4.0,12.9,0.0,10.5,3.0,4.0,0.125,0,0,0,0.4417,594.0
3083,1,3,4,2025,1,3.0,49.4,49.4,0.0,0.0,1.3333,21.5,1.0,0.3333,0.3333,0.6667,1.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.3,0.0,0.0,0.0,0.0,1.0,1,0,0,0.3245,0.0
3087,1,4,3,2026,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
2666,1,3,3,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
2726,2,1,4,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.82,0.8,13.8,0.0,0.0,1.0,0,0,0,0.2507,0.0
1813,3,4,2,2023,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.1429,0,0,0,0.2507,0.0
2467,1,3,5,2021,1,1.0,44.6,44.6,0.0,0.0,1.0,8.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,2.0,52.0,0.0,1.0,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5507,156.0
683,2,2,4,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0769,0,0,0,0.2507,0.0
3621,1,3,4,2021,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
2327,1,1,4,2023,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.3333,11.333333333333334,0.0,0.0,1.0,0,0,0,0.2507,0.0
1276,2,1,5,2023,1,5.0,18.15,16.8,1.9092,0.0,1.6,43.68,1.0,0.4,0.2,0.6,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.1667,1,0,0,0.2778,0.0
1749,1,1,5,2026,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0769,0,0,0,0.2507,0.0
3289,1,1,2,2023,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
4619,3,3,5,2024,1,3.0,73.0,73.0,0.0,0.3333,2.0,11.5667,1.0,0.0,0.0,1.0,0.6667,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.443,0.0
1509,1,1,3,2023,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.1,0,0,0,0.2507,0.0
2529,2,1,1,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.0,52.37,0.0,3.0,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4957,523.7
4906,1,4,3,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.16,0.4,10.0,0.0,0.0,1.0,0,0,0,0.2507,0.0
1948,1,2,5,2021,1,8.0,69.675,23.0,35.1884,0.375,1.25,16.1125,1.0,0.25,0.0,0.75,0.625,0.25,1.4142135623730951,0.6111,11.0,52.2,0.2778,7.0,0.0082,5.0,30.839999999999996,0.0,12.4,2.0,4.0,0.1429,0,0,1,0.6624,931.3090000000002
4425,2,2,4,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
3282,1,2,4,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
1966,1,1,5,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6111,11.0,55.6444,0.2778,7.0,0.0091,1.0,14.0,0.0,13.0,1.0,3.0,0.2,0,0,0,0.4646,333.8667
3985,1,2,1,2024,3,4.0,68.6,41.2,38.7495,0.25,1.5,25.025,1.0,0.0,0.5,1.0,0.75,0.5,0.0,0.5,1.0,46.25,0.0,1.0,0.0233169999999996,5.0,9.08,0.2,10.4,0.0,0.0,1.0,0,0,0,0.5906,30.8333
4366,3,4,4,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,10.0,58.8562,0.1875,6.0,0.0086,4.0,15.450000000000001,0.5,10.0,0.0,0.0,1.0,0,0,0,0.4695,931.3090000000002
4380,1,2,5,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.333333333333334,0.3333,16.0,0.0,0.0,1.0,0,0,0,0.2507,0.0
4108,1,2,1,2023,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.0,45.19,0.2,4.0,0.0052,5.0,14.219999999999999,0.2,9.8,0.0,0.0,1.0,0,0,0,0.4607,225.95
3339,2,1,5,2024,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.0,29.86,0.2,1.0,0.0036,4.0,24.225,0.25,15.5,0.0,0.0,1.0,0,0,0,0.5307,49.7667
3742,1,3,5,2024,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
1516,2,3,4,2026,2,7.0,69.75,29.0,27.93,0.4286,1.5714,14.3143,1.0,0.7143,0.5714,0.2857,0.5714,0.4286,2.1213203435596424,0.7,7.0,65.43,0.1,3.0,0.007,0.0,0.0,0.0,0.0,8.0,1.0,0.1,0,0,1,0.707,327.15
4961,2,1,4,2023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,52.75,0.5,3.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4257,316.5
3865,1,1,4,2021,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,56.8812,0.25,8.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4257,455.05
4038,2,1,3,2026,2,13.0,36.5286,1.0,27.9747,0.1538,1.6154,14.8308,1.0,0.2308,0.3846,0.7692,0.8462,0.4615,1.1547005383792515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.3437,0.0
3786,1,3,4,2024,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333,5.0,68.2167,0.1667,1.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5424,136.4333
3564,1,3,5,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
4599,2,2,5,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,12.0,64.2167,0.2222,6.0,0.0095,1.0,61.6,0.0,17.0,0.0,0.0,1.0,0,0,0,0.4841,577.95
3628,2,1,4,2023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2507,0.0
4863,2,4,3,2023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,64.94,0.2,2.0,0.0053,6.0,26.333333333333332,0.0,7.5,0.0,0.0,1.0,0,0,0,0.4607,324.7
4722,2,3,1,2024,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,6.0,62.44,0.2,4.0,0.0052,4.0,30.975,0.25,13.75,0.0,0.0,1.0,0,0,0,0.4607,208.1333
4964,2,1,2,2024,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,12.0,61.1611,0.1667,6.0,0.0083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4841,366.9667
1076,1,4,2,2025,2,3.0,0.0,0.0,0.0,0.0,1.3333,32.0667,1.0,0.3333,0.6667,0.6667,1.0,0.3333,0.0,0.5455,6.0,39.4909,0.4545,5.0,0.0054,0.0,0.0,0.0,0.0,4.0,3.0,0.125,0,0,0,0.4417,217.2
3466,2,2,5,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,4.0,39.2,0.6667,8.0,0.0034,4.0,11.05,0.25,15.25,0.0,0.0,1.0,0,1,0,0.3674,470.4
4858,2,4,3,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.766666666666666,0.0,9.0,0.0,0.0,1.0,0,0,0,0.2507,0.0
3957,1,1,5,2026,2,1.0,64.0,64.0,0.0,1.0,1.0,21.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,2.0,37.8,0.5,2.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.7713,75.6
4052,1,1,5,2024,1,6.0,21.6667,14.0,10.0167,0.0,1.6667,18.5333,1.0,0.3333,0.3333,0.6667,1.0,0.5,2.8284271247461903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.2831,0.0
4006,3,2,1,2024,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,48.58,0.4,5.0,0.0049,1.0,29.7,0.0,18.0,0.0,0.0,1.0,0,0,0,0.4257,97.16
4457,1,1,5,2023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,4.0,48.2833,0.3333,2.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4841,289.7
1394,1,2,3,2023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,48.2,0.0,3.0,0.0233169999999996,0.0,0.0,0.0,0.0,0.0,2.0,0.3333,0,1,0,0.3907,241.0
2889,1,2,2,2022,2,12.0,46.65,0.8,27.5329,0.3333,1.5833,33.6417,2.25,0.25,0.3333,0.75,0.6667,0.4167,1.7320508075688772,0.3889,7.0,37.2611,0.5,11.0,0.0052,6.0,18.866666666666667,0.0,8.833333333333334,0.0,0.0,1.0,0,1,0,0.5398,335.35
4405,2,4,1,2023,1,7.0,57.22,4.1,32.8182,0.5714,1.2857,35.6,1.25,0.1429,0.4286,0.8571,0.4286,0.2857,2.1213203435596424,0.6,3.0,51.08,0.2,2.0,0.0045,5.0,25.5,0.0,4.0,0.0,0.0,1.0,0,0,0,0.689,255.4
455,1,1,5,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5455,6.0,47.6182,0.2727,5.0,0.0046,0.0,0.0,0.0,0.0,1.0,6.0,0.125,0,0,0,0.4417,174.6
1796,1,2,5,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,58.47,0.3,5.0,0.0044,6.0,22.366666666666664,0.6667,11.666666666666666,1.0,8.0,0.1,0,0,0,0.4257,194.9
885,2,4,4,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.1667,0,0,0,0.2507,0.0
4275,1,3,2,2023,0,12.0,55.1857,12.0,30.7975,0.3333,1.5833,16.7,1.5,0.25,0.25,0.75,0.6667,0.5,1.7320508075688772,0.7059,12.0,57.9059,0.1765,5.0,0.0091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6635,0.0
1061,1,2,5,2025,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.1429,0,0,0,0.2507,0.0
1688,3,1,5,2025,1,11.0,28.95,2.0,44.7754,0.0909,1.4545,26.7091,1.0,0.2727,0.3636,0.7273,0.9091,0.3636,2.3094010767585034,0.7059,12.0,69.1706,0.1176,5.0,0.0104,0.0,0.0,0.0,0.0,3.0,9.0,0.0769,0,0,0,0.5637,931.3090000000002
211,3,3,3,2026,0,9.0,54.1,10.0,37.8898,0.2222,1.2222,18.4111,1.5,0.1111,0.4444,0.8889,0.7778,0.2222,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.1667,1,0,0,0.387,0.0
2590,1,1,3,2023,3,9.0,42.2167,17.6,17.2838,0.3333,1.6667,27.0444,1.3333333333333333,0.5556,0.3333,0.4444,0.6667,0.4444,0.7071067811865476,0.3,3.0,41.14,0.5,7.0,0.0022,4.0,17.45,0.0,14.0,0.0,0.0,1.0,0,1,0,0.5021,137.1333
1206,3,2,5,2026,3,13.0,48.5429,5.6,39.4449,0.2308,1.6923,20.7846,2.3333333333333335,0.3846,0.3077,0.6154,0.7692,0.5385,1.1547005383792515,0.6667,2.0,73.3,0.3333,1.0,0.0103,0.0,0.0,0.0,0.0,2.0,5.0,0.125,0,0,0,0.6142,73.3
3858,1,4,4,2022,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0667,0.3333,3.0,0.0,4.0,12.399999999999999,0.25,15.0,0.0,0.0,1.0,0,0,0,0.2507,0.0
4153,3,4,4,2021,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.0,49.05,0.4,6.0,0.004,2.0,14.0,0.5,13.5,0.0,0.0,1.0,0,1,0,0.3907,490.5
280,2,2,4,2023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3077,4.0,44.9846,0.3077,9.0,0.0035,2.0,14.0,0.0,11.0,2.0,3.0,0.1667,0,1,0,0.3584,584.8
1589,1,2,4,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615,6.0,57.9,0.3846,7.0,0.0048,0.0,0.0,0.0,0.0,3.0,6.0,0.1,0,1,0,0.4123,752.7
268,3,1,1,2023,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5455,6.0,53.7455,0.2727,5.0,0.0065,0.0,0.0,0.0,0.0,1.0,5.0,0.1429,0,0,0,0.4417,0.0
419,1,1,1,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.519999999999996,0.2,12.6,2.0,4.0,0.1429,0,0,0,0.2507,0.0
602,1,3,4,2026,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,6.0,36.9357,0.4286,8.0,0.0055,4.0,9.7,0.0,11.0,0.0,3.0,0.25,0,1,0,0.4008,258.55
1081,2,2,4,2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.1,0,0,0,0.2507,0.0
1068,1,4,3,2024,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.575,0.25,12.75,1.0,4.0,0.1667,0,0,0,0.2507,0.0
2534,1,3,3,2024,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538,2.0,42.1077,0.5385,11.0,0.0025,4.0,12.775,0.5,10.5,0.0,0.0,1.0,1,0,0,0.3046,182.4667
3763,1,4,4,2023,1,3.0,43.25,4.5,54.8008,0.3333,1.3333,25.0,1.0,0.6667,0.3333,0.3333,0.6667,0.3333,0.0,0.5263,10.0,38.8316,0.2632,9.0,0.0077,1.0,14.0,0.0,10.0,0.0,0.0,1.0,0,0,0,0.5828,737.8
165,1,2,2,2026,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,12.0,52.2562,0.1875,4.0,0.0095,0.0,0.0,0.0,0.0,1.0,8.0,0.1,0,0,0,0.5132,0.0
4609,1,4,4,2024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.580000000000002,0.2,14.8,0.0,0.0,1.0,0,0,0,0.2507,0.0
2286,2,4,4,2025,0,6.0,10.8667,2.0,11.604,0.0,1.6667,27.9833,1.0,0.5,0.0,0.5,1.0,0.5,2.8284271247461903,0.5455,6.0,58.2364,0.1818,5.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4579,0.0
4171,2,1,2,2024,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,56.575,0.0,0.0,0.0111,1.0,46.4,0.0,13.0,0.0,0.0,1.0,0,0,0,0.6007,14.1438
2843,1,1,5,2025,2,6.0,55.8,11.6,62.5082,0.1667,2.0,24.05,2.0,0.1667,0.5,0.8333,0.8333,0.6667,2.8284271247461903,0.7778,7.0,65.4444,0.2222,2.0,0.0055,1.0,14.0,1.0,16.0,0.0,0.0,1.0,0,0,0,0.6479,294.5
1111,2,1,3,2023,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,60.88,0.4,2.0,0.0037,0.0,0.0,0.0,0.0,2.0,9.0,0.0833,0,0,0,0.4607,152.2
1331,3,2,1,2023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.75,0.1667,6.333333333333333,1.0,7.0,0.1111,0,0,0,0.2507,0.0
1465,1,4,5,2022,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,4.0,52.5667,0.1667,2.0,0.004,4.0,18.65,0.25,10.5,4.0,6.0,0.0909,0,0,0,0.4841,78.85
1748,1,3,3,2023,1,12.0,49.56,24.8,24.2897,0.25,1.5,36.7417,1.3333333333333333,0.5,0.25,0.5,0.75,0.4167,1.7320508075688772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.25,1,0,0,0.3872,0.0
79,1,1,4,2023,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857,11.0,53.4929,0.2143,3.0,0.0139,6.0,14.116666666666667,0.1667,15.0,3.0,5.0,0.1111,0,0,0,0.5257,187.225
89,3,4,1,2025,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.05,0.0,11.5,1.0,3.0,0.2,0,0,0,0.2507,0.0
939,1,1,3,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.1,0,0,0,0.2507,0.0
