StudentId,RiskScore,RiskLevel,AvgQuizScore,QuizPassRate,CompletionRate,ActionCount
4242,0.6804,High,0.0,0.0,0.25,0.0
3138,0.6804,High,0.0,0.0,0.25,0.0
3258,0.6804,High,0.0,0.0,0.25,0.0
1629,0.6804,High,0.0,0.0,0.25,0.0
1692,0.6804,High,0.0,0.0,0.25,0.0
4202,0.6804,High,0.0,0.0,0.25,0.0
3337,0.6804,High,0.0,0.0,0.25,0.0
1073,0.6804,High,0.0,0.0,0.25,0.0
3512,0.6804,High,0.0,0.0,0.25,0.0
2979,0.6804,High,0.0,0.0,0.25,0.0
3151,0.6804,High,0.0,0.0,0.25,0.0
4539,0.6804,High,0.0,0.0,0.25,0.0
3290,0.6804,High,0.0,0.0,0.25,0.0
4670,0.6804,High,0.0,0.0,0.25,0.0
1838,0.6804,High,0.0,0.0,0.25,0.0
1289,0.6804,High,0.0,0.0,0.25,0.0
2403,0.6804,High,0.0,0.0,0.25,0.0
1937,0.6804,High,0.0,0.0,0.25,0.0
114,0.6804,High,0.0,0.0,0.25,0.0
1511,0.6785,High,0.0,0.0,0.2727,0.0
4071,0.6785,High,0.0,0.0,0.2727,0.0
1406,0.6785,High,0.0,0.0,0.2727,0.0
1008,0.6785,High,0.0,0.0,0.2727,0.0
4937,0.6773,High,0.0,0.0,0.2857,0.0
2773,0.6773,High,0.0,0.0,0.2857,0.0
3058,0.6773,High,0.0,0.0,0.2857,0.0
3038,0.6773,High,0.0,0.0,0.2857,0.0
4201,0.6773,High,0.0,0.0,0.2857,0.0
2050,0.6773,High,0.0,0.0,0.2857,0.0
3229,0.6773,High,0.0,0.0,0.2857,0.0
2237,0.6773,High,0.0,0.0,0.2857,0.0
384,0.6773,High,0.0,0.0,0.2857,0.0
2469,0.6773,High,0.0,0.0,0.2857,0.0
1402,0.6773,High,0.0,0.0,0.2857,0.0
3388,0.6773,High,0.0,0.0,0.2857,0.0
1602,0.6773,High,0.0,0.0,0.2857,0.0
1282,0.6773,High,0.0,0.0,0.2857,0.0
723,0.6773,High,0.0,0.0,0.2857,0.0
1114,0.6773,High,0.0,0.0,0.2857,0.0
1540,0.6773,High,0.0,0.0,0.2857,0.0
746,0.6773,High,0.0,0.0,0.2857,0.0
960,0.6773,High,0.0,0.0,0.2857,0.0
3294,0.6773,High,0.0,0.0,0.2857,0.0
2300,0.6773,High,0.0,0.0,0.2857,0.0
3076,0.6773,High,0.0,0.0,0.2857,0.0
2550,0.6773,High,0.0,0.0,0.2857,0.0
2635,0.6773,High,0.0,0.0,0.2857,0.0
3491,0.6773,High,0.0,0.0,0.2857,0.0
1337,0.6756,High,0.0,0.0,0.3,0.0
170,0.6756,High,0.0,0.0,0.3,0.0
2765,0.6756,High,0.0,0.0,0.3,0.0
4687,0.6756,High,0.0,0.0,0.3,0.0
3714,0.6756,High,0.0,0.0,0.3,0.0
3809,0.6756,High,0.0,0.0,0.3,0.0
3215,0.6756,High,0.0,0.0,0.3,0.0
1163,0.6756,High,0.0,0.0,0.3,0.0
280,0.6748,High,0.0,0.0,0.3077,0.0
1025,0.6748,High,0.0,0.0,0.3077,0.0
565,0.6748,High,0.0,0.0,0.3077,0.0
370,0.6748,High,0.0,0.0,0.3077,0.0
3648,0.6748,High,0.0,0.0,0.3077,0.0
3113,0.6748,High,0.0,0.0,0.3077,0.0
1859,0.6744,High,0.0,0.0,0.3125,0.0
1225,0.6744,High,0.0,0.0,0.3125,0.0
1978,0.6744,High,0.0,0.0,0.3125,0.0
3854,0.6744,High,0.0,0.0,0.3125,0.0
2722,0.6741,High,0.0,0.0,0.3158,0.0
4563,0.6741,High,0.0,0.0,0.3158,0.0
4827,0.6694,High,0.0,0.0,0.3333,0.0
2874,0.6694,High,0.0,0.0,0.3333,0.0
351,0.6694,High,0.0,0.0,0.3333,0.0
3706,0.6694,High,0.0,0.0,0.3333,0.0
2707,0.6694,High,0.0,0.0,0.3333,0.0
1877,0.6694,High,0.0,0.0,0.3333,0.0
2024,0.6694,High,0.0,0.0,0.3333,0.0
1042,0.6694,High,0.0,0.0,0.3333,0.0
3851,0.6694,High,0.0,0.0,0.3333,0.0
2111,0.6694,High,0.0,0.0,0.3333,0.0
3008,0.6694,High,0.0,0.0,0.3333,0.0
204,0.6694,High,0.0,0.0,0.3333,0.0
4652,0.6694,High,0.0,0.0,0.3333,0.0
613,0.6694,High,0.0,0.0,0.3333,0.0
4125,0.6694,High,0.0,0.0,0.3333,0.0
4397,0.6694,High,0.0,0.0,0.3333,0.0
4385,0.6694,High,0.0,0.0,0.3333,0.0
313,0.6694,High,0.0,0.0,0.3333,0.0
316,0.6694,High,0.0,0.0,0.3333,0.0
2552,0.6694,High,0.0,0.0,0.3333,0.0
290,0.6694,High,0.0,0.0,0.3333,0.0
693,0.6694,High,0.0,0.0,0.3333,0.0
1127,0.6694,High,0.0,0.0,0.3333,0.0
4325,0.6694,High,0.0,0.0,0.3333,0.0
4128,0.6694,High,0.0,0.0,0.3333,0.0
360,0.6694,High,0.0,0.0,0.3333,0.0
4331,0.6694,High,0.0,0.0,0.3333,0.0
3277,0.6694,High,0.0,0.0,0.3333,0.0
2535,0.6694,High,0.0,0.0,0.3333,0.0
1663,0.6694,High,0.0,0.0,0.3333,0.0
3233,0.6694,High,0.0,0.0,0.3333,0.0
3819,0.6694,High,0.0,0.0,0.3333,0.0
2406,0.6694,High,0.0,0.0,0.3333,0.0
4537,0.6694,High,0.0,0.0,0.3333,0.0
3667,0.6694,High,0.0,0.0,0.3333,0.0
1726,0.6694,High,0.0,0.0,0.3333,0.0
2150,0.6694,High,0.0,0.0,0.3333,0.0
2238,0.6694,High,0.0,0.0,0.3333,0.0
3624,0.6694,High,0.0,0.0,0.3333,0.0
494,0.6694,High,0.0,0.0,0.3333,0.0
2235,0.6694,High,0.0,0.0,0.3333,0.0
1605,0.6694,High,0.0,0.0,0.3333,0.0
4916,0.6694,High,0.0,0.0,0.3333,0.0
4109,0.6694,High,0.0,0.0,0.3333,0.0
1120,0.6694,High,0.0,0.0,0.3333,0.0
4665,0.6694,High,0.0,0.0,0.3333,0.0
942,0.6694,High,0.0,0.0,0.3333,0.0
2966,0.6694,High,0.0,0.0,0.3333,0.0
3130,0.6694,High,0.0,0.0,0.3333,0.0
716,0.6694,High,0.0,0.0,0.3333,0.0
4436,0.6694,High,0.0,0.0,0.3333,0.0
1635,0.6694,High,0.0,0.0,0.3333,0.0
2647,0.6694,High,0.0,0.0,0.3333,0.0
811,0.6694,High,0.0,0.0,0.3333,0.0
3560,0.6694,High,0.0,0.0,0.3333,0.0
1864,0.6694,High,0.0,0.0,0.3333,0.0
2114,0.6694,High,0.0,0.0,0.3333,0.0
151,0.6694,High,0.0,0.0,0.3333,0.0
4146,0.6694,High,0.0,0.0,0.3333,0.0
1986,0.6694,High,0.0,0.0,0.3333,0.0
1575,0.6694,High,0.0,0.0,0.3333,0.0
829,0.6694,High,0.0,0.0,0.3333,0.0
1732,0.6694,High,0.0,0.0,0.3333,0.0
2105,0.6694,High,0.0,0.0,0.3333,0.0
1841,0.6694,High,0.0,0.0,0.3333,0.0
2135,0.6694,High,0.0,0.0,0.3333,0.0
220,0.6694,High,0.0,0.0,0.3333,0.0
1927,0.6694,High,0.0,0.0,0.3333,0.0
1913,0.6694,High,0.0,0.0,0.3333,0.0
3342,0.6694,High,0.0,0.0,0.3333,0.0
3059,0.6694,High,0.0,0.0,0.3333,0.0
543,0.6694,High,0.0,0.0,0.3333,0.0
4797,0.6694,High,0.0,0.0,0.3333,0.0
1528,0.6694,High,0.0,0.0,0.3333,0.0
2323,0.6694,High,0.0,0.0,0.3333,0.0
4009,0.6694,High,0.0,0.0,0.3333,0.0
3177,0.6694,High,0.0,0.0,0.3333,0.0
686,0.6694,High,0.0,0.0,0.3333,0.0
709,0.6694,High,0.0,0.0,0.3333,0.0
1088,0.6694,High,0.0,0.0,0.3333,0.0
3466,0.6694,High,0.0,0.0,0.3333,0.0
4113,0.6646,High,0.0,0.0,0.3529,0.0
2234,0.6646,High,0.0,0.0,0.3529,0.0
900,0.6646,High,0.0,0.0,0.3529,0.0
4617,0.6646,High,0.0,0.0,0.3529,0.0
2518,0.6646,High,0.0,0.0,0.3529,0.0
2268,0.6646,High,0.0,0.0,0.3529,0.0
969,0.664,High,0.0,0.0,0.3571,0.0
2517,0.664,High,0.0,0.0,0.3571,0.0
3681,0.664,High,0.0,0.0,0.3571,0.0
3761,0.664,High,0.0,0.0,0.3571,0.0
334,0.664,High,0.0,0.0,0.3571,0.0
2312,0.664,High,0.0,0.0,0.3571,0.0
3044,0.664,High,0.0,0.0,0.3571,0.0
570,0.664,High,0.0,0.0,0.3571,0.0
4792,0.663,High,0.0,0.0,0.3636,0.0
2916,0.663,High,0.0,0.0,0.3636,0.0
1067,0.663,High,0.0,0.0,0.3636,0.0
3486,0.663,High,0.0,0.0,0.3636,0.0
2245,0.663,High,0.0,0.0,0.3636,0.0
977,0.663,High,0.0,0.0,0.3636,0.0
3245,0.663,High,0.0,0.0,0.3636,0.0
4219,0.663,High,0.0,0.0,0.3636,0.0
3933,0.663,High,0.0,0.0,0.3636,0.0
1842,0.663,High,0.0,0.0,0.3636,0.0
1384,0.663,High,0.0,0.0,0.3636,0.0
4168,0.663,High,0.0,0.0,0.3636,0.0
4516,0.663,High,0.0,0.0,0.3636,0.0
4055,0.6615,High,0.0,0.0,0.375,0.0
3663,0.6615,High,0.0,0.0,0.375,0.0
2034,0.6615,High,0.0,0.0,0.375,0.0
505,0.6615,High,0.0,0.0,0.375,0.0
103,0.6615,High,0.0,0.0,0.375,0.0
4668,0.6615,High,0.0,0.0,0.375,0.0
4663,0.6615,High,0.0,0.0,0.375,0.0
4212,0.6615,High,0.0,0.0,0.375,0.0
1021,0.6615,High,0.0,0.0,0.375,0.0
3103,0.6615,High,0.0,0.0,0.375,0.0
1554,0.6615,High,0.0,0.0,0.375,0.0
4997,0.6615,High,0.0,0.0,0.375,0.0
2271,0.6615,High,0.0,0.0,0.375,0.0
4300,0.6615,High,0.0,0.0,0.375,0.0
2488,0.6615,High,0.0,0.0,0.375,0.0
1441,0.6615,High,0.0,0.0,0.375,0.0
2233,0.6615,High,0.0,0.0,0.375,0.0
3547,0.6615,High,0.0,0.0,0.375,0.0
4132,0.66,High,0.0,0.0,0.3846,0.0
1455,0.66,High,0.0,0.0,0.3846,0.0
2173,0.66,High,0.0,0.0,0.3846,0.0
4245,0.66,High,0.0,0.0,0.3846,0.0
1761,0.66,High,0.0,0.0,0.3846,0.0
4362,0.66,High,0.0,0.0,0.3846,0.0
3417,0.66,High,0.0,0.0,0.3846,0.0
669,0.66,High,0.0,0.0,0.3846,0.0
4739,0.66,High,0.0,0.0,0.3846,0.0
2882,0.66,High,0.0,0.0,0.3846,0.0
2037,0.66,High,0.0,0.0,0.3846,0.0
3888,0.66,High,0.0,0.0,0.3846,0.0
3588,0.66,High,0.0,0.0,0.3846,0.0
3774,0.6592,High,0.0,0.0,0.3889,0.0
1673,0.6592,High,0.0,0.0,0.3889,0.0
1523,0.6565,High,0.0,0.0,0.4,0.0
136,0.6565,High,0.0,0.0,0.4,0.0
157,0.6565,High,0.0,0.0,0.4,0.0
4673,0.6565,High,0.0,0.0,0.4,0.0
3559,0.6565,High,0.0,0.0,0.4,0.0
3242,0.6565,High,0.0,0.0,0.4,0.0
1725,0.6565,High,0.0,0.0,0.4,0.0
2140,0.6565,High,0.0,0.0,0.4,0.0
3970,0.6565,High,0.0,0.0,0.4,0.0
2499,0.6565,High,0.0,0.0,0.4,0.0
1454,0.6565,High,0.0,0.0,0.4,0.0
4780,0.6565,High,0.0,0.0,0.4,0.0
3017,0.6565,High,0.0,0.0,0.4,0.0
4992,0.6565,High,0.0,0.0,0.4,0.0
1394,0.6565,High,0.0,0.0,0.4,0.0
3846,0.6565,High,0.0,0.0,0.4,0.0
2384,0.6565,High,0.0,0.0,0.4,0.0
643,0.6565,High,0.0,0.0,0.4,0.0
1958,0.6565,High,0.0,0.0,0.4,0.0
2088,0.6565,High,0.0,0.0,0.4,0.0
2004,0.6565,High,0.0,0.0,0.4,0.0
4446,0.6565,High,0.0,0.0,0.4,0.0
3295,0.6565,High,0.0,0.0,0.4,0.0
401,0.6565,High,0.0,0.0,0.4,0.0
4825,0.6565,High,0.0,0.0,0.4,0.0
4588,0.6565,High,0.0,0.0,0.4,0.0
4349,0.6565,High,0.0,0.0,0.4,0.0
2219,0.6565,High,0.0,0.0,0.4,0.0
4638,0.6565,High,0.0,0.0,0.4,0.0
4363,0.6565,High,0.0,0.0,0.4,0.0
431,0.6565,High,0.0,0.0,0.4,0.0
2436,0.6565,High,0.0,0.0,0.4,0.0
4700,0.6565,High,0.0,0.0,0.4,0.0
4175,0.6565,High,0.0,0.0,0.4,0.0
2938,0.6565,High,0.0,0.0,0.4,0.0
4045,0.6565,High,0.0,0.0,0.4,0.0
3750,0.6565,High,0.0,0.0,0.4,0.0
261,0.6565,High,0.0,0.0,0.4,0.0
4156,0.6565,High,0.0,0.0,0.4,0.0
3216,0.6565,High,0.0,0.0,0.4,0.0
4510,0.6565,High,0.0,0.0,0.4,0.0
3604,0.6565,High,0.0,0.0,0.4,0.0
4153,0.6565,High,0.0,0.0,0.4,0.0
3381,0.6565,High,0.0,0.0,0.4,0.0
2482,0.6565,High,0.0,0.0,0.4,0.0
1811,0.6565,High,0.0,0.0,0.4,0.0
1856,0.6565,High,0.0,0.0,0.4,0.0
1772,0.6535,High,0.0,0.0,0.4118,0.0
171,0.6535,High,0.0,0.0,0.4118,0.0
4364,0.6535,High,0.0,0.0,0.4118,0.0
661,0.6535,High,0.0,0.0,0.4118,0.0
706,0.6535,High,0.0,0.0,0.4118,0.0
2681,0.6535,High,0.0,0.0,0.4118,0.0
4893,0.6535,High,0.0,0.0,0.4118,0.0
2013,0.6526,High,-168.0,0.0,0.6,0.0
3592,0.6522,High,0.0,0.0,0.4167,0.0
4141,0.6522,High,0.0,0.0,0.4167,0.0
3457,0.6522,High,0.0,0.0,0.4167,0.0
1698,0.6522,High,0.0,0.0,0.4167,0.0
489,0.6522,High,0.0,0.0,0.4167,0.0
997,0.6522,High,0.0,0.0,0.4167,0.0
2746,0.6522,High,0.0,0.0,0.4167,0.0
3861,0.6522,High,0.0,0.0,0.4167,0.0
4231,0.6522,High,0.0,0.0,0.4167,0.0
3925,0.6522,High,0.0,0.0,0.4167,0.0
1857,0.6522,High,0.0,0.0,0.4167,0.0
4776,0.6522,High,0.0,0.0,0.4167,0.0
4475,0.6513,High,0.0,0.0,0.4211,0.0
99,0.6491,High,0.0,0.0,0.4286,0.0
3196,0.6491,High,0.0,0.0,0.4286,0.0
247,0.6491,High,0.0,0.0,0.4286,0.0
3384,0.6491,High,0.0,0.0,0.4286,0.0
4485,0.6491,High,0.0,0.0,0.4286,0.0
3467,0.6491,High,0.0,0.0,0.4286,0.0
3965,0.6491,High,0.0,0.0,0.4286,0.0
4034,0.6491,High,0.0,0.0,0.4286,0.0
602,0.6491,High,0.0,0.0,0.4286,0.0
3188,0.6491,High,0.0,0.0,0.4286,0.0
4346,0.6491,High,0.0,0.0,0.4286,0.0
1215,0.6491,High,0.0,0.0,0.4286,0.0
2310,0.6491,High,0.0,0.0,0.4286,0.0
2336,0.6491,High,0.0,0.0,0.4286,0.0
1952,0.6491,High,0.0,0.0,0.4286,0.0
859,0.6491,High,0.0,0.0,0.4286,0.0
1720,0.6491,High,0.0,0.0,0.4286,0.0
4724,0.6491,High,0.0,0.0,0.4286,0.0
1735,0.6491,High,0.0,0.0,0.4286,0.0
3032,0.6491,High,0.0,0.0,0.4286,0.0
4404,0.6491,High,0.0,0.0,0.4286,0.0
1203,0.6491,High,0.0,0.0,0.4286,0.0
520,0.6491,High,0.0,0.0,0.4286,0.0
2842,0.6491,High,0.0,0.0,0.4286,0.0
4205,0.6491,High,0.0,0.0,0.4286,0.0
4020,0.6491,High,0.0,0.0,0.4286,0.0
3101,0.6491,High,0.0,0.0,0.4286,0.0
2472,0.6491,High,0.0,0.0,0.4286,0.0
3778,0.6491,High,0.0,0.0,0.4286,0.0
4669,0.6491,High,0.0,0.0,0.4286,0.0
1835,0.6491,High,0.0,0.0,0.4286,0.0
2615,0.6491,High,0.0,0.0,0.4286,0.0
1145,0.6491,High,0.0,0.0,0.4286,0.0
2579,0.6491,High,0.0,0.0,0.4286,0.0
1694,0.6491,High,0.0,0.0,0.4286,0.0
1876,0.6491,High,0.0,0.0,0.4286,0.0
3966,0.6491,High,0.0,0.0,0.4286,0.0
3800,0.6461,High,0.0,0.0,0.4375,0.0
568,0.6461,High,0.0,0.0,0.4375,0.0
4653,0.6461,High,0.0,0.0,0.4375,0.0
933,0.6461,High,0.0,0.0,0.4375,0.0
2808,0.6461,High,0.0,0.0,0.4375,0.0
2508,0.6461,High,0.0,0.0,0.4375,0.0
2984,0.6461,High,0.0,0.0,0.4375,0.0
3755,0.6461,High,0.0,0.0,0.4375,0.0
4607,0.6461,High,0.0,0.0,0.4375,0.0
5000,0.6461,High,0.0,0.0,0.4375,0.0
4570,0.6461,High,0.0,0.0,0.4375,0.0
3023,0.6461,High,0.0,0.0,0.4375,0.0
1122,0.6461,High,0.0,0.0,0.4375,0.0
4259,0.6461,High,0.0,0.0,0.4375,0.0
3740,0.6436,High,0.0,0.0,0.4444,0.0
2791,0.6436,High,0.0,0.0,0.4444,0.0
3928,0.6436,High,0.0,0.0,0.4444,0.0
1221,0.6436,High,0.0,0.0,0.4444,0.0
2133,0.6436,High,0.0,0.0,0.4444,0.0
279,0.6436,High,0.0,0.0,0.4444,0.0
3238,0.6436,High,0.0,0.0,0.4444,0.0
4678,0.6436,High,0.0,0.0,0.4444,0.0
2546,0.6436,High,0.0,0.0,0.4444,0.0
4076,0.6436,High,0.0,0.0,0.4444,0.0
4815,0.6436,High,0.0,0.0,0.4444,0.0
2699,0.6436,High,0.0,0.0,0.4444,0.0
483,0.6436,High,0.0,0.0,0.4444,0.0
1305,0.6436,High,0.0,0.0,0.4444,0.0
3556,0.6436,High,0.0,0.0,0.4444,0.0
2477,0.6436,High,0.0,0.0,0.4444,0.0
1931,0.6436,High,0.0,0.0,0.4444,0.0
4200,0.6436,High,0.0,0.0,0.4444,0.0
537,0.6436,High,0.0,0.0,0.4444,0.0
3002,0.6436,High,0.0,0.0,0.4444,0.0
2872,0.6436,High,0.0,0.0,0.4444,0.0
1820,0.6436,High,0.0,0.0,0.4444,0.0
24,0.6436,High,0.0,0.0,0.4444,0.0
4578,0.6436,High,0.0,0.0,0.4444,0.0
4065,0.6436,High,0.0,0.0,0.4444,0.0
33,0.6436,High,0.0,0.0,0.4444,0.0
4645,0.6436,High,0.0,0.0,0.4444,0.0
559,0.6436,High,0.0,0.0,0.4444,0.0
1681,0.6436,High,0.0,0.0,0.4444,0.0
747,0.6436,High,0.0,0.0,0.4444,0.0
3159,0.6436,High,0.0,0.0,0.4444,0.0
2585,0.6436,High,0.0,0.0,0.4444,0.0
4725,0.6436,High,0.0,0.0,0.4444,0.0
2774,0.6436,High,0.0,0.0,0.4444,0.0
3193,0.6407,High,0.0,0.0,0.4545,0.0
924,0.6407,High,0.0,0.0,0.4545,0.0
3366,0.6407,High,0.0,0.0,0.4545,0.0
329,0.6407,High,0.0,0.0,0.4545,0.0
2496,0.6407,High,0.0,0.0,0.4545,0.0
3319,0.6407,High,0.0,0.0,0.4545,0.0
3322,0.6407,High,0.0,0.0,0.4545,0.0
4849,0.6407,High,0.0,0.0,0.4545,0.0
1972,0.6407,High,0.0,0.0,0.4545,0.0
3379,0.6407,High,0.0,0.0,0.4545,0.0
3072,0.6407,High,0.0,0.0,0.4545,0.0
321,0.6407,High,0.0,0.0,0.4545,0.0
739,0.6407,High,0.0,0.0,0.4545,0.0
1830,0.6407,High,0.0,0.0,0.4545,0.0
975,0.6407,High,0.0,0.0,0.4545,0.0
738,0.6407,High,0.0,0.0,0.4545,0.0
1589,0.6388,High,0.0,0.0,0.4615,0.0
1383,0.6388,High,0.0,0.0,0.4615,0.0
3115,0.6388,High,0.0,0.0,0.4615,0.0
2731,0.6388,High,0.0,0.0,0.4615,0.0
4705,0.6388,High,0.0,0.0,0.4615,0.0
4298,0.6388,High,0.0,0.0,0.4615,0.0
3234,0.6388,High,0.0,0.0,0.4615,0.0
2241,0.6388,High,0.0,0.0,0.4615,0.0
817,0.6388,High,0.0,0.0,0.4615,0.0
3962,0.6388,High,0.0,0.0,0.4615,0.0
4946,0.6372,High,0.0,0.0,0.4667,0.0
3232,0.6372,High,0.0,0.0,0.4667,0.0
122,0.6372,High,0.0,0.0,0.4667,0.0
3785,0.6372,High,0.0,0.0,0.4667,0.0
4584,0.6372,High,0.0,0.0,0.4667,0.0
807,0.6372,High,0.0,0.0,0.4667,0.0
653,0.6372,High,0.0,0.0,0.4667,0.0
4381,0.6372,High,0.0,0.0,0.4667,0.0
4269,0.6372,High,0.0,0.0,0.4667,0.0
3600,0.6372,High,0.0,0.0,0.4667,0.0
4807,0.6372,High,0.0,0.0,0.4667,0.0
846,0.6372,High,0.0,0.0,0.4667,0.0
1043,0.6372,High,0.0,0.0,0.4667,0.0
3186,0.6372,High,0.0,0.0,0.4667,0.0
3311,0.6372,High,0.0,0.0,0.4667,0.0
864,0.6372,High,0.0,0.0,0.4667,0.0
2318,0.6354,High,0.0,0.0,0.4706,0.0
1983,0.6354,High,0.0,0.0,0.4706,0.0
1395,0.6354,High,0.0,0.0,0.4706,0.0
106,0.6354,High,0.0,0.0,0.4706,0.0
4345,0.6354,High,0.0,0.0,0.4706,0.0
4253,0.6354,High,0.0,0.0,0.4706,0.0
350,0.6354,High,0.0,0.0,0.4706,0.0
2813,0.6354,High,0.0,0.0,0.4706,0.0
3036,0.6354,High,0.0,0.0,0.4706,0.0
947,0.6354,High,0.0,0.0,0.4706,0.0
949,0.6354,High,0.0,0.0,0.4706,0.0
4133,0.6354,High,0.0,0.0,0.4706,0.0
1862,0.6354,High,0.0,0.0,0.4706,0.0
633,0.6354,High,0.0,0.0,0.4706,0.0
2275,0.6354,High,0.0,0.0,0.4706,0.0
3097,0.6354,High,0.0,0.0,0.4706,0.0
4981,0.6354,High,0.0,0.0,0.4706,0.0
232,0.6354,High,0.0,0.0,0.4706,0.0
486,0.6354,High,0.0,0.0,0.4706,0.0
4348,0.634,High,0.0,0.0,0.4737,0.0
4258,0.634,High,0.0,0.0,0.4737,0.0
748,0.634,High,0.0,0.0,0.4737,0.0
766,0.634,High,0.0,0.0,0.4737,0.0
3783,0.634,High,0.0,0.0,0.4737,0.0
2902,0.634,High,0.0,0.0,0.4737,0.0
1512,0.634,High,0.0,0.0,0.4737,0.0
3141,0.634,High,0.0,0.0,0.4737,0.0
599,0.6335,High,1.5,0.0,0.0,0.0
1504,0.6334,High,1.6,0.0,0.0,0.0
3515,0.6332,High,2.5,0.0,0.0,0.0
2953,0.6331,High,2.8,0.0,0.0,0.0
605,0.633,High,3.0,0.0,0.0,0.0
3661,0.6327,High,3.5,0.0,0.0,0.0
4970,0.6325,High,4.4,0.0,0.0,0.0
2899,0.6322,High,5.3,0.0,0.0,0.0
1092,0.632,High,6.0,0.0,0.0,0.0
25,0.6319,High,6.7,0.0,0.0,0.0
4735,0.6317,High,7.0,0.0,0.0,0.0
988,0.6316,High,7.3333,0.0,0.0,0.0
1508,0.6314,High,9.0,0.0,0.0,0.0
2361,0.6313,High,9.2,0.0,0.0,0.0
792,0.6312,High,10.4,0.0,0.0,0.0
1741,0.631,High,11.0,0.0,0.0,0.0
1471,0.6309,High,11.2,0.0,0.0,0.0
1347,0.6307,High,11.9333,0.0,0.0,0.0
2570,0.63,High,14.0,0.0,0.0,0.0
1817,0.63,High,14.0,0.0,0.0,0.0
2675,0.6296,High,15.1,0.0,0.0,0.0
3112,0.6294,High,16.0,0.0,0.0,0.0
4426,0.6291,High,16.4,0.0,0.0,0.0
4360,0.6286,High,17.5,0.0,0.0,0.0
2008,0.6284,High,17.6,0.0,0.0,0.0
4926,0.6281,High,18.05,0.0,0.0,0.0
1276,0.628,High,18.15,0.0,0.0,0.0
1551,0.6278,High,19.0,0.0,0.0,0.0
215,0.6278,High,19.0,0.0,0.0,0.0
4167,0.6277,High,19.55,0.0,0.0,0.0
1201,0.6272,High,20.8,0.0,0.0,0.0
4052,0.6266,High,21.6667,0.0,0.0,0.0
4628,0.6261,High,22.6,0.0,0.0,0.0
2134,0.626,High,22.95,0.0,0.0,0.0
1297,0.6258,High,23.16,0.0,0.0,0.0
