StudentId,AnomalyType,AnomalyScore,QuizAttempts,AvgScore,PassRate,FailureRatio,CompletionRate,LearningVelocity,AbandonRate,LateRate,StudyConsistency,SocialIsolationScore
3696,Behavioral Outlier,-0.6398,6.0,69.75,0.6667,0.3333,0.4,0.0035,0.5,0.0,2.8284271247461903,0.0
3170,Behavioral Outlier,-0.6395,6.0,66.22,0.6667,0.3333,0.8571,0.0045,0.1429,0.0,2.8284271247461903,0.0
4634,High Score / Low Completion,-0.6392,6.0,46.85,0.5,0.5,0.0,0.0,0.0,0.75,2.8284271247461903,1.0
4908,Behavioral Outlier,-0.639,3.0,89.75,0.6667,0.3333,0.7778,0.0061,0.2222,0.0,0.0,1.0
4872,High Score / Low Completion,-0.6387,7.0,71.1333,0.7143,0.2857,0.0,0.0,0.0,0.5,2.1213203435596424,1.0
4513,High Score / Low Completion,-0.6381,6.0,73.9,0.3333,0.6667,0.0,0.0,0.0,0.6,2.8284271247461903,1.0
2041,Behavioral Outlier,-0.6379,10.0,71.2714,0.5,0.5,0.4706,0.0064,0.4706,0.6667,0.0,0.3333
2292,Behavioral Outlier,-0.6375,11.0,51.0,0.3636,0.6364,0.3846,0.0057,0.4615,0.5,2.309401076758504,1.0
2250,Behavioral Outlier,-0.6372,9.0,50.0,0.1111,0.8889,0.5,0.0009,0.5,1.0,0.7071067811865476,1.0
4892,Behavioral Outlier,-0.6369,13.0,68.2,0.4615,0.5385,0.4375,0.0055,0.4375,0.3333,1.1547005383792517,1.0
3383,Behavioral Outlier,-0.6367,9.0,63.5,0.5556,0.4444,0.7143,0.0075,0.0,0.5,0.7071067811865476,1.0
2431,High Score / Low Completion,-0.635,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0
1728,High Score / Low Completion,-0.635,4.0,77.4,0.75,0.25,0.0,0.0,0.0,0.5,0.0,0.3333
4795,Behavioral Outlier,-0.6349,11.0,67.8111,0.6364,0.3636,0.5625,0.009,0.25,0.0,2.309401076758504,1.0
1714,High Score / Low Completion,-0.6346,13.0,44.3778,0.2308,0.7692,0.0,0.0,0.6667,0.5,1.1547005383792517,0.25
1633,Behavioral Outlier,-0.6344,13.0,58.8375,0.3846,0.6154,1.0,0.0136,0.0,0.0,1.1547005383792517,0.0909
4301,Behavioral Outlier,-0.634,0.0,0.0,0.0,0.0,1.0,0.0208,0.0,0.5,0.0,1.0
4695,Behavioral Outlier,-0.6338,0.0,0.0,0.0,0.0,1.0,0.0233169999999996,0.0,0.1667,0.0,1.0
4941,Behavioral Outlier,-0.6335,11.0,56.6667,0.5455,0.4545,0.4545,0.0058,0.3636,0.2,2.309401076758504,1.0
923,Behavioral Outlier,-0.6334,11.0,50.44,0.2727,0.7273,0.4118,0.0061,0.3529,1.0,2.309401076758504,0.1429
3098,High Score / Low Completion,-0.6333,1.0,88.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0
3378,Behavioral Outlier,-0.6332,6.0,79.15,0.6667,0.3333,0.5333,0.006,0.4,0.0,2.8284271247461903,0.0
3243,Behavioral Outlier,-0.6326,1.0,100.0,1.0,0.0,0.3333,0.0036,0.3333,0.0,0.0,1.0
4888,Behavioral Outlier,-0.6326,3.0,79.1,0.6667,0.3333,0.8,0.0064,0.0,0.0,0.0,1.0
2764,Behavioral Outlier,-0.6314,12.0,43.2875,0.25,0.75,0.75,0.0096,0.0,0.3333,1.7320508075688772,1.0
2788,Behavioral Outlier,-0.6309,4.0,61.1,0.75,0.25,0.45,0.0066,0.4,0.25,0.0,1.0
573,High Score / Low Completion,-0.6308,6.0,88.28,0.8333,0.1667,0.0,0.0,0.0,0.0,2.8284271247461903,0.1429
4968,Behavioral Outlier,-0.6301,7.0,71.3333,0.4286,0.5714,0.8889,0.0067,0.0,0.0,2.1213203435596424,1.0
1550,Behavioral Outlier,-0.6294,6.0,49.15,0.3333,0.6667,0.5,0.0011,0.5,0.5,2.8284271247461903,0.1
4756,Behavioral Outlier,-0.6286,6.0,55.0333,0.3333,0.6667,0.7692,0.0093,0.1538,0.25,2.8284271247461903,1.0
2198,High Score / Low Completion,-0.6281,6.0,60.6667,0.3333,0.6667,0.0,0.0,0.0,0.75,2.8284271247461903,1.0
3961,Behavioral Outlier,-0.6274,8.0,33.24,0.125,0.875,1.0,0.0027,0.0,0.0,1.4142135623730951,1.0
1194,Behavioral Outlier,-0.6263,2.0,80.6,0.5,0.5,0.5,0.0169,0.5,0.0,0.0,0.1
1763,Behavioral Outlier,-0.6263,7.0,58.1,0.4286,0.5714,0.875,0.0076,0.0,0.3333,2.1213203435596424,0.1
3746,Behavioral Outlier,-0.6261,8.0,64.84,0.625,0.375,0.8,0.0062,0.1,0.1667,1.4142135623730951,1.0
2561,Behavioral Outlier,-0.6259,8.0,32.26,0.125,0.875,0.6154,0.0064,0.3077,1.0,1.4142135623730951,1.0
2943,High Score / Low Completion,-0.6258,6.0,56.9,0.6667,0.3333,0.0,0.0,0.0,0.0,2.8284271247461903,1.0
2351,Behavioral Outlier,-0.6258,12.0,51.1625,0.3333,0.6667,0.3,0.003,0.3,0.5,1.7320508075688772,1.0
4521,Behavioral Outlier,-0.6255,8.0,86.8,0.625,0.375,0.8333,0.0086,0.1667,0.0,1.4142135623730951,0.0
3751,Behavioral Outlier,-0.6247,1.0,57.0,1.0,0.0,0.6,0.0113,0.2,0.2,0.0,1.0
3026,Behavioral Outlier,-0.6244,11.0,51.1333,0.1818,0.8182,0.25,0.0019,0.25,0.5,2.309401076758504,1.0
2116,Behavioral Outlier,-0.6243,4.0,80.4,0.25,0.75,0.3333,0.0009,0.6667,0.1667,0.0,1.0
4979,Behavioral Outlier,-0.6239,5.0,67.55,0.2,0.8,0.7778,0.0072,0.1111,1.0,0.0,1.0
3052,Behavioral Outlier,-0.6236,11.0,68.8,0.1818,0.8182,0.6667,0.0039,0.1667,0.3333,2.309401076758504,1.0
609,Behavioral Outlier,-0.6234,3.0,51.9,0.3333,0.6667,1.0,0.0123,0.0,0.0,0.0,0.5
3957,Behavioral Outlier,-0.6233,1.0,64.0,1.0,0.0,0.5,0.0172,0.5,0.0,0.0,0.0
1079,Behavioral Outlier,-0.6232,4.0,88.1,0.5,0.5,0.6667,0.0063,0.2222,0.5,0.0,0.1667
3176,Behavioral Outlier,-0.6229,15.0,67.8,0.3333,0.6667,0.5263,0.0078,0.3684,0.5,0.0,1.0
4885,Behavioral Outlier,-0.6225,6.0,4.3,0.0,1.0,0.7368,0.0119,0.1053,0.0,2.8284271247461903,0.0
2942,High Score / Low Completion,-0.6225,12.0,46.3571,0.25,0.75,0.0,0.0,0.0,1.0,1.7320508075688772,1.0
3020,Behavioral Outlier,-0.6225,6.0,44.8,0.3333,0.6667,0.5625,0.008,0.375,0.2,2.8284271247461903,1.0
2539,Behavioral Outlier,-0.6219,12.0,46.99,0.3333,0.6667,0.6316,0.0095,0.2105,0.3333,1.7320508075688772,1.0
2675,High Failure / Low Completion,-0.6219,6.0,15.1,0.0,1.0,0.0,0.0,0.0,0.25,2.8284271247461903,1.0
1897,Behavioral Outlier,-0.6214,1.0,80.4,1.0,0.0,0.4286,0.003,0.2857,0.3333,0.0,0.1
4054,Behavioral Outlier,-0.6214,1.0,50.9,1.0,0.0,0.8333,0.0122,0.1667,0.0,0.0,0.0
2225,Behavioral Outlier,-0.6211,16.0,53.9556,0.25,0.75,0.5,0.0029,0.5,0.0,2.0,1.0
4431,Behavioral Outlier,-0.6207,0.0,0.0,0.0,0.0,1.0,0.0166,0.0,0.5,0.0,1.0
1562,Behavioral Outlier,-0.6205,9.0,67.65,0.6667,0.3333,0.5625,0.0084,0.3125,0.1667,0.7071067811865476,0.5
2283,Behavioral Outlier,-0.6205,6.0,53.2667,0.1667,0.8333,0.7692,0.0097,0.1538,0.0,2.8284271247461903,1.0
2466,Behavioral Outlier,-0.6204,12.0,44.1857,0.25,0.75,0.5,0.0025,0.5,0.3333,1.7320508075688772,1.0
3455,Behavioral Outlier,-0.62,1.0,85.1,1.0,0.0,0.5833,0.0068,0.1667,0.0,0.0,1.0
3606,Behavioral Outlier,-0.6198,0.0,0.0,0.0,0.0,1.0,0.0233169999999996,0.0,0.0,0.0,1.0
4551,Behavioral Outlier,-0.6198,0.0,0.0,0.0,0.0,1.0,0.0233169999999996,0.0,0.0,0.0,1.0
2197,Behavioral Outlier,-0.6194,12.0,45.3833,0.1667,0.8333,0.625,0.0079,0.375,0.4,1.7320508075688772,1.0
3146,Behavioral Outlier,-0.6189,2.0,86.8,0.5,0.5,0.4167,0.0047,0.4167,0.0,0.0,1.0
2270,Behavioral Outlier,-0.618,11.0,50.4667,0.2727,0.7273,0.5,0.0016,0.5,0.2,2.309401076758504,1.0
1781,Behavioral Outlier,-0.6179,12.0,71.1556,0.6667,0.3333,0.6667,0.0025,0.3333,0.0,1.7320508075688772,0.1667
4292,Behavioral Outlier,-0.6176,9.0,42.3333,0.2222,0.7778,0.5,0.0069,0.3125,1.0,0.7071067811865476,1.0
3642,Behavioral Outlier,-0.6176,2.0,74.0,0.5,0.5,0.6154,0.0086,0.2308,0.3333,0.0,1.0
4331,Behavioral Outlier,-0.6173,3.0,0.0,0.0,1.0,0.3333,0.0028,0.6667,0.3333,0.0,1.0
1991,Behavioral Outlier,-0.617,1.0,38.5,0.0,1.0,0.4,0.0018,0.6,0.1667,0.0,0.3333
2314,Behavioral Outlier,-0.617,12.0,38.4,0.25,0.75,0.5455,0.0053,0.3636,0.5,1.7320508075688772,1.0
4514,Behavioral Outlier,-0.6165,3.0,36.5,0.0,1.0,0.75,0.0066,0.125,0.6,0.0,1.0
4976,High Score / Low Completion,-0.6165,9.0,38.64,0.2222,0.7778,0.0,0.0,0.0,1.0,0.7071067811865476,1.0
4386,Behavioral Outlier,-0.6165,6.0,72.9,0.1667,0.8333,0.6923,0.0086,0.1538,0.0,2.8284271247461903,1.0
4053,Behavioral Outlier,-0.6159,7.0,67.84,0.7143,0.2857,0.6,0.0033,0.2,0.0,2.1213203435596424,1.0
3492,Behavioral Outlier,-0.6159,5.0,70.94,1.0,0.0,0.3333,0.0021,0.3333,0.0,0.0,1.0
203,High Score / Low Completion,-0.6156,14.0,68.4,0.3571,0.6429,0.0,0.0,1.0,0.0,0.5773502691896258,0.0833
2989,Behavioral Outlier,-0.6153,13.0,75.3,0.6154,0.3846,0.4167,0.0037,0.5,0.0,1.1547005383792517,0.0
3160,High Score / Low Completion,-0.615,11.0,70.05,0.6364,0.3636,0.0,0.0,0.0,0.0,2.309401076758504,1.0
4779,Behavioral Outlier,-0.6149,12.0,43.2429,0.1667,0.8333,0.6,0.0047,0.3,0.5,1.7320508075688772,1.0
3413,High Failure / Low Completion,-0.6149,4.0,29.1333,0.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0
3727,Behavioral Outlier,-0.6148,4.0,62.6,0.5,0.5,0.2,0.0028,0.4667,0.2,0.0,1.0
2348,Behavioral Outlier,-0.6145,7.0,63.12,0.5714,0.4286,0.5625,0.0074,0.375,0.0,2.1213203435596424,1.0
487,High Score / Low Completion,-0.6142,9.0,84.675,0.4444,0.5556,0.0,0.0,0.8,0.0,0.7071067811865476,0.0833
913,Behavioral Outlier,-0.6139,10.0,55.7333,0.3,0.7,0.9167,0.0103,0.0833,0.3333,0.0,0.1667
3515,High Failure / Low Completion,-0.6137,1.0,2.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1049,Behavioral Outlier,-0.6136,13.0,65.3,0.4615,0.5385,0.5,0.0093,0.5,0.0,1.1547005383792517,0.3333
2185,High Score / Low Completion,-0.6136,1.0,32.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4416,High Score / Low Completion,-0.6133,6.0,64.5,0.3333,0.6667,0.0,0.0,1.0,0.0,2.8284271247461903,0.0
3878,Behavioral Outlier,-0.6133,0.0,0.0,0.0,0.0,1.0,0.0169,0.0,0.3333,0.0,1.0
4708,High Score / Low Completion,-0.6132,5.0,83.0333,0.6,0.4,0.0,0.0,0.0,0.25,0.0,1.0
3787,Behavioral Outlier,-0.6131,11.0,17.5,0.0,1.0,0.5625,0.0088,0.125,0.0,2.309401076758504,1.0
2063,Behavioral Outlier,-0.6131,12.0,47.75,0.25,0.75,0.2,0.0016,0.6,0.0,1.7320508075688772,1.0
1213,Behavioral Outlier,-0.6129,11.0,27.3,0.0909,0.9091,0.6,0.0024,0.0,0.5,2.309401076758504,0.0833
3797,Behavioral Outlier,-0.6127,2.0,0.0,0.0,1.0,0.7778,0.011,0.1667,0.0,0.0,1.0
4207,Behavioral Outlier,-0.6126,7.0,60.6,0.2857,0.7143,0.5714,0.0093,0.2857,0.4,2.1213203435596424,1.0
2405,High Score / Low Completion,-0.6125,7.0,88.8,0.1429,0.8571,0.0,0.0,0.0,0.4,2.1213203435596424,1.0
3934,Behavioral Outlier,-0.6122,6.0,82.4667,0.5,0.5,0.75,0.0026,0.0,0.0,2.8284271247461903,0.0
788,High Score / Low Completion,-0.6118,6.0,57.075,0.5,0.5,0.0,0.0,0.0,0.5,2.8284271247461903,0.1429
1136,Behavioral Outlier,-0.6117,11.0,47.2143,0.2727,0.7273,1.0,0.0032,0.0,0.25,2.309401076758504,0.1
3068,Behavioral Outlier,-0.6113,14.0,58.0375,0.3571,0.6429,0.8,0.0046,0.2,0.3333,0.5773502691896258,1.0
2547,Behavioral Outlier,-0.6113,9.0,49.8,0.1111,0.8889,0.75,0.0098,0.25,0.5,0.7071067811865476,1.0
4604,Behavioral Outlier,-0.6112,7.0,34.85,0.1429,0.8571,0.3846,0.0041,0.5385,0.0,2.1213203435596424,1.0
2743,Behavioral Outlier,-0.6112,13.0,66.8714,0.3846,0.6154,0.6154,0.0059,0.3846,0.3333,1.1547005383792517,1.0
2536,High Score / Low Completion,-0.6112,3.0,69.75,0.6667,0.3333,0.0,0.0,0.0,0.25,0.0,1.0
3454,High Score / Low Completion,-0.6111,10.0,41.0667,0.3,0.7,0.0,0.0,0.0,1.0,0.0,1.0
4091,Behavioral Outlier,-0.6111,8.0,72.575,0.5,0.5,0.7222,0.0131,0.1111,0.0,1.4142135623730951,0.0
1884,Behavioral Outlier,-0.6109,1.0,64.6,1.0,0.0,0.6667,0.0119,0.2667,0.0,0.0,0.1667
3575,High Score / Low Completion,-0.6107,6.0,59.625,0.3333,0.6667,0.0,0.0,0.0,0.5,2.8284271247461903,1.0
2305,Behavioral Outlier,-0.6106,1.0,21.0,0.0,1.0,0.75,0.0062,0.25,0.6,0.0,1.0
2780,Behavioral Outlier,-0.6103,8.0,56.46,0.375,0.625,0.6667,0.0066,0.2222,1.0,1.4142135623730951,1.0
2844,Behavioral Outlier,-0.6102,8.0,14.8333,0.0,1.0,0.7059,0.0097,0.2941,0.0,1.4142135623730951,1.0
2800,Behavioral Outlier,-0.6099,7.0,57.44,0.4286,0.5714,0.4706,0.007,0.2353,0.3333,2.1213203435596424,1.0
2389,Behavioral Outlier,-0.6097,15.0,58.8333,0.2,0.8,0.6923,0.0069,0.3077,0.3333,0.0,1.0
3053,Behavioral Outlier,-0.6094,4.0,70.05,0.5,0.5,0.8333,0.0052,0.1667,0.0,0.0,1.0
4912,Behavioral Outlier,-0.6092,0.0,0.0,0.0,0.0,1.0,0.0042,0.0,1.0,0.0,1.0
3739,High Score / Low Completion,-0.6089,5.0,85.95,0.8,0.2,0.0,0.0,0.0,0.0,0.0,1.0
4839,High Score / Low Completion,-0.6088,6.0,48.8,0.1667,0.8333,0.0,0.0,1.0,0.0,2.8284271247461903,0.0
4749,Behavioral Outlier,-0.6083,2.0,85.1,0.5,0.5,1.0,0.0033,0.0,0.0,0.0,0.0
3414,Behavioral Outlier,-0.6083,12.0,56.0429,0.3333,0.6667,0.4286,0.005,0.4286,0.1667,1.7320508075688772,1.0
1478,Behavioral Outlier,-0.6078,5.0,33.1,0.0,1.0,0.5,0.0059,0.2,1.0,0.0,0.1
3248,Behavioral Outlier,-0.6078,8.0,74.2,0.25,0.75,0.5714,0.0063,0.2143,0.5,1.4142135623730951,1.0
4250,Behavioral Outlier,-0.6074,12.0,48.4,0.3333,0.6667,0.625,0.004,0.375,0.3333,1.7320508075688772,1.0
2503,High Score / Low Completion,-0.6074,2.0,75.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1555,Behavioral Outlier,-0.6065,6.0,35.9,0.1667,0.8333,0.3333,0.0011,0.6667,0.0,2.8284271247461903,0.3333
2100,High Score / Low Completion,-0.6065,8.0,82.6,0.5,0.5,0.125,0.0009,0.625,0.0,1.4142135623730951,0.0
4971,Behavioral Outlier,-0.6063,6.0,77.75,0.3333,0.6667,0.8125,0.0105,0.0625,0.0,2.8284271247461903,0.0
3135,Behavioral Outlier,-0.6063,11.0,38.1,0.1818,0.8182,0.55,0.0088,0.25,0.2,2.309401076758504,1.0
4766,High Score / Low Completion,-0.6061,13.0,72.6167,0.4615,0.5385,0.0,0.0,0.0,0.25,1.1547005383792517,1.0
816,Behavioral Outlier,-0.606,11.0,48.8375,0.2727,0.7273,0.4444,0.0073,0.3889,0.5,2.309401076758504,0.1111
4620,Behavioral Outlier,-0.6057,13.0,53.12,0.1538,0.8462,0.6923,0.007,0.2308,0.3333,1.1547005383792517,1.0
4103,Behavioral Outlier,-0.6056,7.0,69.375,0.4286,0.5714,0.5714,0.0161,0.2857,0.0,2.1213203435596424,0.0
4412,Behavioral Outlier,-0.6055,0.0,0.0,0.0,0.0,1.0,0.0187,0.0,0.0,0.0,1.0
2880,Behavioral Outlier,-0.6054,14.0,38.8111,0.2857,0.7143,0.3333,0.0015,0.6667,0.0,0.5773502691896258,1.0
3123,Behavioral Outlier,-0.6054,10.0,50.7333,0.3,0.7,0.4706,0.0071,0.3529,0.6667,0.0,1.0
2944,High Score / Low Completion,-0.6053,8.0,84.84,0.625,0.375,0.0,0.0,0.0,0.0,1.4142135623730951,1.0
2625,Behavioral Outlier,-0.6053,13.0,59.9,0.3077,0.6923,0.7,0.0072,0.2,0.3333,1.1547005383792517,1.0
2078,High Score / Low Completion,-0.6053,7.0,70.4,0.2857,0.7143,0.0,0.0,0.0,0.6667,2.1213203435596424,1.0
291,Behavioral Outlier,-0.6052,6.0,64.175,0.5,0.5,0.75,0.0025,0.0,0.0,2.8284271247461903,0.2
4984,Behavioral Outlier,-0.6052,3.0,0.0,0.0,1.0,0.8571,0.0053,0.1429,0.0,0.0,1.0
4787,Behavioral Outlier,-0.6051,9.0,54.3143,0.5556,0.4444,0.6,0.0049,0.4,0.25,0.7071067811865476,1.0
3426,Behavioral Outlier,-0.6046,7.0,44.8,0.0,1.0,0.5,0.0018,0.5,0.0,2.1213203435596424,1.0
2611,Behavioral Outlier,-0.6041,4.0,27.0,0.0,1.0,0.3333,0.0233169999999996,0.3333,0.0,0.0,0.0
4444,Behavioral Outlier,-0.604,12.0,56.65,0.25,0.75,0.4286,0.005,0.2857,0.25,1.7320508075688772,1.0
288,Behavioral Outlier,-0.6039,10.0,60.36,0.3,0.7,0.4,0.0057,0.3,1.0,0.0,0.0833
4007,High Score / Low Completion,-0.6035,7.0,49.4667,0.5714,0.4286,0.0,0.0,0.0,0.3333,2.1213203435596424,1.0
28,Behavioral Outlier,-0.6035,7.0,38.8,0.2857,0.7143,1.0,0.0017,0.0,0.0,2.1213203435596424,0.3333
2052,Behavioral Outlier,-0.6035,6.0,38.1,0.1667,0.8333,0.4444,0.0036,0.4444,0.3333,2.8284271247461903,0.125
3859,Behavioral Outlier,-0.6033,4.0,71.5333,0.5,0.5,0.5,0.0059,0.4167,0.2,0.0,1.0
4017,Behavioral Outlier,-0.6031,10.0,56.225,0.5,0.5,0.5385,0.0059,0.1538,0.2,0.0,1.0
906,Behavioral Outlier,-0.6031,2.0,47.0,0.0,1.0,0.8182,0.0082,0.0909,0.4,0.0,0.25
1783,Behavioral Outlier,-0.603,8.0,53.5,0.25,0.75,0.25,0.0017,0.625,0.5,1.4142135623730951,0.125
3074,Behavioral Outlier,-0.6029,12.0,51.85,0.1667,0.8333,0.6364,0.008,0.2727,0.25,1.7320508075688772,1.0
627,Behavioral Outlier,-0.6027,9.0,69.5167,0.5556,0.4444,0.8125,0.0103,0.125,0.0,0.7071067811865476,0.1429
3647,Behavioral Outlier,-0.6027,9.0,44.8375,0.3333,0.6667,0.6842,0.011,0.2105,0.3333,0.7071067811865476,1.0
127,Behavioral Outlier,-0.6026,14.0,33.7333,0.0714,0.9286,0.75,0.0078,0.25,0.25,0.5773502691896258,0.2
3438,Behavioral Outlier,-0.6026,11.0,59.85,0.2727,0.7273,0.4286,0.0027,0.4286,0.0,2.309401076758504,1.0
1117,Behavioral Outlier,-0.602,0.0,0.0,0.0,0.0,0.5,0.0233169999999996,0.0,0.75,0.0,0.1
4629,Behavioral Outlier,-0.602,8.0,44.8571,0.375,0.625,0.5263,0.008,0.3684,0.5,1.4142135623730951,1.0
571,Behavioral Outlier,-0.6017,6.0,44.1,0.1667,0.8333,1.0,0.0036,0.0,0.0,2.8284271247461903,0.1111
6,Behavioral Outlier,-0.6016,3.0,80.5,0.6667,0.3333,0.5333,0.0063,0.4,0.0,0.0,0.2
800,High Score / Low Completion,-0.6015,6.0,64.85,0.5,0.5,0.0,0.0,0.5,0.0,2.8284271247461903,0.1667
2920,Behavioral Outlier,-0.6015,4.0,87.3333,0.75,0.25,0.6,0.0077,0.3333,0.0,0.0,0.0
2401,Behavioral Outlier,-0.6011,4.0,14.0,0.0,1.0,0.85,0.0126,0.1,0.0,0.0,0.0
1115,Behavioral Outlier,-0.601,2.0,71.0,0.5,0.5,0.25,0.0013,0.5,0.1667,0.0,0.25
3314,Behavioral Outlier,-0.601,8.0,20.1333,0.125,0.875,0.5,0.0019,0.5,0.0,1.4142135623730951,1.0
3998,Behavioral Outlier,-0.6008,1.0,0.0,0.0,1.0,0.6667,0.008,0.2,0.5,0.0,1.0
