StudentId,AvgQuizScore,AvgGrade,CompletionRate,QuizPassRate,CourseId,CompositeScore,RankInCourse,Title
3764,93.6,18.85,0.375,0.5,177,0.6182,1,Data Science
3764,93.6,18.85,0.375,0.5,74,0.6182,2,Computer Architecture
2920,87.3333,0.0,0.6,0.75,78,0.6167,1,Artificial Intelligence
2920,87.3333,0.0,0.6,0.75,71,0.6167,2,Algorithms
2920,87.3333,0.0,0.6,0.75,157,0.6167,3,Mobile App Development
2920,87.3333,0.0,0.6,0.75,190,0.6167,1,Computer Architecture
2920,87.3333,0.0,0.6,0.75,16,0.6167,1,Algorithms
3834,78.75,36.4,0.5,0.6667,88,0.6165,1,Cloud Computing
1493,63.9,37.7667,0.7222,0.3846,43,0.6117,1,Database Systems
2609,46.1556,116.0,0.6,0.2308,11,0.6108,1,Computer Networks
2609,46.1556,116.0,0.6,0.2308,119,0.6108,1,Cyber Security Fundamentals
2609,46.1556,116.0,0.6,0.2308,100,0.6108,2,Software Engineering
291,64.175,31.45,0.75,0.5,198,0.6088,1,Machine Learning
291,64.175,31.45,0.75,0.5,110,0.6088,2,Software Engineering
291,64.175,31.45,0.75,0.5,85,0.6088,1,Artificial Intelligence
2954,71.5333,0.0,0.8333,0.5,179,0.6077,2,Data Science
2954,71.5333,0.0,0.8333,0.5,88,0.6077,2,Cloud Computing
4080,97.0,0.0,0.4,0.3333,146,0.605,1,Operating Systems
4080,97.0,0.0,0.4,0.3333,96,0.605,1,Database Systems
1658,60.9,0.0,1.0,0.375,56,0.6045,1,Data Science
1658,60.9,0.0,1.0,0.375,181,0.6045,1,Operating Systems
1658,60.9,0.0,1.0,0.375,1,0.6045,2,Cyber Security Fundamentals
1658,60.9,0.0,1.0,0.375,141,0.6045,1,Computer Networks
2506,60.5,0.0,1.0,0.5,177,0.6025,2,Data Science
2506,60.5,0.0,1.0,0.5,101,0.6025,1,Web Development
632,72.0,14.0,0.7143,0.8,134,0.6023,2,Web Development
632,72.0,14.0,0.7143,0.8,191,0.6023,1,Data Structures
2539,46.99,88.0,0.6316,0.3333,186,0.6004,2,Algorithms
2539,46.99,88.0,0.6316,0.3333,23,0.6004,1,Data Structures
2539,46.99,88.0,0.6316,0.3333,9,0.6004,1,Artificial Intelligence
2539,46.99,88.0,0.6316,0.3333,49,0.6004,1,Data Structures
2539,46.99,88.0,0.6316,0.3333,130,0.6004,1,Computer Architecture
2539,46.99,88.0,0.6316,0.3333,170,0.6004,2,Data Science
2539,46.99,88.0,0.6316,0.3333,92,0.6004,2,Web Development
3056,66.3125,0.0,0.8889,0.5,145,0.5982,3,Web Development
3056,66.3125,0.0,0.8889,0.5,6,0.5982,1,Artificial Intelligence
711,59.5143,0.0,1.0,0.3636,123,0.5976,1,Cloud Computing
3572,77.3833,0.0,0.7,0.5455,77,0.5969,1,Mobile App Development
3572,77.3833,0.0,0.7,0.5455,127,0.5969,2,Computer Architecture
3572,77.3833,0.0,0.7,0.5455,190,0.5969,2,Computer Architecture
4386,72.9,11.56,0.6923,0.1667,123,0.5953,2,Cloud Computing
4386,72.9,11.56,0.6923,0.1667,108,0.5953,1,Software Engineering
3481,77.45,0.0,0.6923,0.2857,69,0.5949,1,Computer Networks
3481,77.45,0.0,0.6923,0.2857,62,0.5949,3,Machine Learning
1633,58.8375,0.0,1.0,0.3846,2,0.5942,3,Machine Learning
1633,58.8375,0.0,1.0,0.3846,147,0.5942,1,Data Science
1633,58.8375,0.0,1.0,0.3846,162,0.5942,1,Cloud Computing
1633,58.8375,0.0,1.0,0.3846,140,0.5942,1,Operating Systems
1633,58.8375,0.0,1.0,0.3846,21,0.5942,2,Algorithms
1948,69.675,30.84,0.6111,0.375,118,0.5934,1,Computer Networks
3146,86.8,16.35,0.4167,0.5,120,0.5917,2,Data Science
3161,66.9,0.0,0.8571,0.1429,33,0.5916,2,Data Science
627,69.5167,0.0,0.8125,0.5556,37,0.5913,1,Database Systems
627,69.5167,0.0,0.8125,0.5556,180,0.5913,2,Discrete Mathematics
230,73.0,0.0,0.75,0.3333,71,0.59,3,Algorithms
3746,64.84,12.3,0.8,0.625,72,0.5888,2,Artificial Intelligence
3746,64.84,12.3,0.8,0.625,149,0.5888,1,Web Development
284,72.54,0.0,0.75,0.4667,154,0.5877,1,Software Engineering
3051,63.75,27.3333,0.7143,0.2,88,0.5877,3,Cloud Computing
284,72.54,0.0,0.75,0.4667,182,0.5877,2,Data Structures
284,72.54,0.0,0.75,0.4667,6,0.5877,2,Artificial Intelligence
284,72.54,0.0,0.75,0.4667,18,0.5877,2,Computer Networks
3051,63.75,27.3333,0.7143,0.2,64,0.5877,1,Database Systems
849,82.4667,0.0,0.5833,0.5,49,0.5873,2,Data Structures
849,82.4667,0.0,0.5833,0.5,3,0.5873,1,Data Structures
849,82.4667,0.0,0.5833,0.5,11,0.5873,2,Computer Networks
666,54.525,31.8,0.8333,0.3333,59,0.5862,1,Machine Learning
4830,60.4667,21.8667,0.8,0.375,183,0.5861,1,Computer Architecture
4014,87.2,0.0,0.5,1.0,136,0.586,2,Operating Systems
4014,87.2,0.0,0.5,1.0,33,0.586,3,Data Science
4014,87.2,0.0,0.5,1.0,162,0.586,2,Cloud Computing
3963,77.2,13.85,0.5714,0.5,1,0.5851,3,Cyber Security Fundamentals
471,72.36,11.48,0.6667,0.5714,196,0.5848,1,Database Systems
471,72.36,11.48,0.6667,0.5714,118,0.5848,2,Computer Networks
913,55.7333,15.2,0.9167,0.3,118,0.5841,3,Computer Networks
913,55.7333,15.2,0.9167,0.3,18,0.5841,3,Computer Networks
3052,68.8,19.5333,0.6667,0.1818,166,0.5831,1,Discrete Mathematics
3052,68.8,19.5333,0.6667,0.1818,162,0.5831,3,Cloud Computing
3052,68.8,19.5333,0.6667,0.1818,32,0.5831,1,Computer Architecture
2102,86.55,0.0,0.5,0.6667,65,0.5828,1,Algorithms
3642,74.0,12.8833,0.6154,0.5,74,0.5804,3,Computer Architecture
3642,74.0,12.8833,0.6154,0.5,77,0.5804,2,Mobile App Development
3642,74.0,12.8833,0.6154,0.5,147,0.5804,2,Data Science
4091,72.575,0.0,0.7222,0.5,95,0.5795,1,Software Engineering
4091,72.575,0.0,0.7222,0.5,14,0.5795,1,Computer Architecture
3068,58.0375,23.7,0.8,0.3571,49,0.5776,3,Data Structures
3068,58.0375,23.7,0.8,0.3571,191,0.5776,2,Data Structures
3068,58.0375,23.7,0.8,0.3571,99,0.5776,1,Mobile App Development
3068,58.0375,23.7,0.8,0.3571,79,0.5776,1,Cyber Security Fundamentals
3068,58.0375,23.7,0.8,0.3571,123,0.5776,3,Cloud Computing
1098,70.2,11.4667,0.6667,0.4,191,0.5739,3,Data Structures
1098,70.2,11.4667,0.6667,0.4,36,0.5739,1,Software Engineering
1592,68.0,0.0,0.7778,0.1667,110,0.5733,3,Software Engineering
1884,64.6,24.6667,0.6667,1.0,190,0.5723,3,Computer Architecture
3383,63.5,19.725,0.7143,0.5556,78,0.5712,2,Artificial Intelligence
3383,63.5,19.725,0.7143,0.5556,49,0.5712,4,Data Structures
3383,63.5,19.725,0.7143,0.5556,58,0.5712,1,Software Engineering
3383,63.5,19.725,0.7143,0.5556,193,0.5712,1,Operating Systems
2391,63.86,0.0,0.8333,0.375,192,0.5693,2,Computer Networks
2391,63.86,0.0,0.8333,0.375,74,0.5693,4,Computer Architecture
4745,53.7286,0.0,1.0,0.3636,92,0.5686,3,Web Development
4745,53.7286,0.0,1.0,0.3636,177,0.5686,3,Data Science
3248,74.2,12.65,0.5714,0.25,138,0.5677,2,Algorithms
3248,74.2,12.65,0.5714,0.25,36,0.5677,2,Software Engineering
2289,67.6667,23.525,0.6,0.4,21,0.5654,3,Algorithms
2625,59.9,27.85,0.7,0.3077,157,0.5652,4,Mobile App Development
2625,59.9,27.85,0.7,0.3077,95,0.5652,2,Software Engineering
2625,59.9,27.85,0.7,0.3077,12,0.5652,1,Discrete Mathematics
1256,75.85,0.0,0.6154,0.6667,31,0.5639,2,Computer Architecture
1256,75.85,0.0,0.6154,0.6667,200,0.5639,1,Algorithms
1256,75.85,0.0,0.6154,0.6667,149,0.5639,2,Web Development
1256,75.85,0.0,0.6154,0.6667,89,0.5639,1,Cyber Security Fundamentals
1256,75.85,0.0,0.6154,0.6667,64,0.5639,2,Database Systems
1256,75.85,0.0,0.6154,0.6667,140,0.5639,2,Operating Systems
1256,75.85,0.0,0.6154,0.6667,9,0.5639,2,Artificial Intelligence
1256,75.85,0.0,0.6154,0.6667,59,0.5639,2,Machine Learning
1256,75.85,0.0,0.6154,0.6667,56,0.5639,2,Data Science
1256,75.85,0.0,0.6154,0.6667,180,0.5639,3,Discrete Mathematics
1256,75.85,0.0,0.6154,0.6667,75,0.5639,3,Data Science
1256,75.85,0.0,0.6154,0.6667,120,0.5639,3,Data Science
1256,75.85,0.0,0.6154,0.6667,35,0.5639,2,Data Structures
1256,75.85,0.0,0.6154,0.6667,160,0.5639,3,Computer Architecture
1256,75.85,0.0,0.6154,0.6667,40,0.5639,2,Discrete Mathematics
1256,75.85,0.0,0.6154,0.6667,166,0.5639,2,Discrete Mathematics
3430,92.0,0.0,0.3333,1.0,38,0.56,2,Database Systems
3430,92.0,0.0,0.3333,1.0,194,0.56,2,Algorithms
609,51.9,0.0,1.0,0.3333,30,0.5595,2,Machine Learning
609,51.9,0.0,1.0,0.3333,101,0.5595,2,Web Development
609,51.9,0.0,1.0,0.3333,2,0.5595,4,Machine Learning
1516,69.75,0.0,0.7,0.4286,153,0.5588,1,Algorithms
1516,69.75,0.0,0.7,0.4286,196,0.5588,2,Database Systems
2754,53.1667,25.35,0.8,0.5,162,0.5565,4,Cloud Computing
2754,53.1667,25.35,0.8,0.5,64,0.5565,3,Database Systems
2754,53.1667,25.35,0.8,0.5,59,0.5565,3,Machine Learning
1781,71.1556,0.0,0.6667,0.6667,159,0.5558,2,Data Science
3378,79.15,0.0,0.5333,0.6667,188,0.5557,1,Web Development
3378,79.15,0.0,0.5333,0.6667,53,0.5557,1,Discrete Mathematics
3378,79.15,0.0,0.5333,0.6667,117,0.5557,1,Data Structures
3593,73.8,7.3667,0.5714,0.5,130,0.5552,2,Computer Architecture
3593,73.8,7.3667,0.5714,0.5,33,0.5552,4,Data Science
3949,69.0,0.0,0.7,0.4,31,0.555,3,Computer Architecture
3949,69.0,0.0,0.7,0.4,2,0.555,5,Machine Learning
3949,69.0,0.0,0.7,0.4,134,0.555,3,Web Development
3949,69.0,0.0,0.7,0.4,20,0.555,2,Computer Architecture
1897,80.4,11.4333,0.4286,1.0,192,0.5534,3,Computer Networks
937,70.6,0.0,0.6667,1.0,87,0.553,2,Web Development
937,70.6,0.0,0.6667,1.0,29,0.553,1,Algorithms
937,70.6,0.0,0.6667,1.0,74,0.553,5,Computer Architecture
937,70.6,0.0,0.6667,1.0,73,0.553,2,Web Development
937,70.6,0.0,0.6667,1.0,48,0.553,1,Data Structures
937,70.6,0.0,0.6667,1.0,100,0.553,3,Software Engineering
4756,55.0333,23.475,0.7692,0.3333,141,0.5529,2,Computer Networks
1382,66.9,0.0,0.7273,0.3,48,0.5527,2,Data Structures
1382,66.9,0.0,0.7273,0.3,9,0.5527,3,Artificial Intelligence
1382,66.9,0.0,0.7273,0.3,123,0.5527,4,Cloud Computing
1382,66.9,0.0,0.7273,0.3,193,0.5527,2,Operating Systems
3852,50.5,0.0,1.0,0.2857,190,0.5525,4,Computer Architecture
3852,50.5,0.0,1.0,0.2857,12,0.5525,2,Discrete Mathematics
3852,50.5,0.0,1.0,0.2857,91,0.5525,1,Computer Architecture
3852,50.5,0.0,1.0,0.2857,140,0.5525,3,Operating Systems
3859,71.5333,22.26,0.5,0.5,164,0.5522,1,Data Science
3859,71.5333,22.26,0.5,0.5,77,0.5522,3,Mobile App Development
3859,71.5333,22.26,0.5,0.5,151,0.5522,1,Software Engineering
1574,50.4143,0.0,1.0,0.3636,178,0.5521,1,Algorithms
1574,50.4143,0.0,1.0,0.3636,109,0.5521,1,Artificial Intelligence
1574,50.4143,0.0,1.0,0.3636,143,0.5521,1,Database Systems
1574,50.4143,0.0,1.0,0.3636,106,0.5521,1,Software Engineering
1562,67.65,21.5333,0.5625,0.6667,20,0.5501,3,Computer Architecture
1562,67.65,21.5333,0.5625,0.6667,128,0.5501,1,Artificial Intelligence
1234,67.6667,0.0,0.7059,0.3333,101,0.5501,3,Web Development
1234,67.6667,0.0,0.7059,0.3333,140,0.5501,4,Operating Systems
1234,67.6667,0.0,0.7059,0.3333,91,0.5501,2,Computer Architecture
1234,67.6667,0.0,0.7059,0.3333,18,0.5501,4,Computer Networks
1234,67.6667,0.0,0.7059,0.3333,193,0.5501,3,Operating Systems
1562,67.65,21.5333,0.5625,0.6667,101,0.5501,3,Web Development
2592,54.8,17.1833,0.8,0.3333,135,0.5484,1,Data Science
2592,54.8,17.1833,0.8,0.3333,170,0.5484,3,Data Science
2592,54.8,17.1833,0.8,0.3333,109,0.5484,2,Artificial Intelligence
3108,72.1,14.0,0.5294,0.5,6,0.5473,3,Artificial Intelligence
3108,72.1,14.0,0.5294,0.5,59,0.5473,4,Machine Learning
3108,72.1,14.0,0.5294,0.5,120,0.5473,4,Data Science
186,65.6,0.0,0.7273,0.5,198,0.5462,2,Machine Learning
2084,74.3,37.3,0.3333,0.25,34,0.5461,3,Algorithms
2084,74.3,37.3,0.3333,0.25,5,0.5461,2,Discrete Mathematics
2351,51.1625,218.85,0.3,0.3333,168,0.5458,1,Web Development
2351,51.1625,218.85,0.3,0.3333,56,0.5458,3,Data Science
2156,62.6167,9.0333,0.7143,0.5,198,0.5454,3,Machine Learning
2156,62.6167,9.0333,0.7143,0.5,93,0.5454,2,Machine Learning
71,66.8875,0.0,0.7,0.375,127,0.5444,3,Computer Architecture
3090,84.75,0.0,0.4,0.25,29,0.5438,2,Algorithms
3090,84.75,0.0,0.4,0.25,134,0.5438,4,Web Development
1389,54.1571,36.3667,0.6667,0.25,64,0.5435,4,Database Systems
2119,65.0333,32.75,0.5,0.75,25,0.5407,2,Cloud Computing
2119,65.0333,32.75,0.5,0.75,80,0.5407,2,Computer Architecture
2843,55.8,14.0,0.7778,0.1667,37,0.5403,2,Database Systems
2843,55.8,14.0,0.7778,0.1667,193,0.5403,4,Operating Systems
3863,70.8,5.0,0.5833,0.25,121,0.539,1,Mobile App Development
3863,70.8,5.0,0.5833,0.25,9,0.539,4,Artificial Intelligence
3863,70.8,5.0,0.5833,0.25,92,0.539,4,Web Development
1786,57.5667,12.7,0.75,0.4,180,0.5382,4,Discrete Mathematics
1786,57.5667,12.7,0.75,0.4,170,0.5382,4,Data Science
1786,57.5667,12.7,0.75,0.4,37,0.5382,3,Database Systems
1809,71.9333,14.0,0.5,0.3125,65,0.5377,2,Algorithms
698,59.5,0.0,0.8,0.3333,158,0.5375,1,Mobile App Development
698,59.5,0.0,0.8,0.3333,143,0.5375,2,Database Systems
698,59.5,0.0,0.8,0.3333,188,0.5375,2,Web Development
2512,68.84,0.0,0.6429,0.2941,129,0.5371,2,Discrete Mathematics
2512,68.84,0.0,0.6429,0.2941,118,0.5371,4,Computer Networks
2512,68.84,0.0,0.6429,0.2941,59,0.5371,5,Machine Learning
3487,55.9,0.0,0.8571,0.4615,93,0.5366,3,Machine Learning
3487,55.9,0.0,0.8571,0.4615,119,0.5366,2,Cyber Security Fundamentals
3487,55.9,0.0,0.8571,0.4615,38,0.5366,3,Database Systems
3487,55.9,0.0,0.8571,0.4615,67,0.5366,1,Operating Systems
4278,61.175,0.0,0.7692,0.4286,146,0.5366,2,Operating Systems
3487,55.9,0.0,0.8571,0.4615,173,0.5366,1,Mobile App Development
4278,61.175,0.0,0.7692,0.4286,71,0.5366,4,Algorithms
4278,61.175,0.0,0.7692,0.4286,127,0.5366,4,Computer Architecture
4278,61.175,0.0,0.7692,0.4286,37,0.5366,4,Database Systems
3487,55.9,0.0,0.8571,0.4615,54,0.5366,2,Artificial Intelligence
3487,55.9,0.0,0.8571,0.4615,25,0.5366,3,Cloud Computing
3487,55.9,0.0,0.8571,0.4615,35,0.5366,3,Data Structures
3487,55.9,0.0,0.8571,0.4615,87,0.5366,3,Web Development
3487,55.9,0.0,0.8571,0.4615,111,0.5366,1,Cyber Security Fundamentals
3487,55.9,0.0,0.8571,0.4615,135,0.5366,2,Data Science
3487,55.9,0.0,0.8571,0.4615,120,0.5366,5,Data Science
3487,55.9,0.0,0.8571,0.4615,186,0.5366,3,Algorithms
2740,69.625,0.0,0.625,0.4286,61,0.5356,2,Mobile App Development
2740,69.625,0.0,0.625,0.4286,79,0.5356,2,Cyber Security Fundamentals
4053,67.84,8.05,0.6,0.7143,150,0.5353,2,Cyber Security Fundamentals
4053,67.84,8.05,0.6,0.7143,182,0.5353,3,Data Structures
4053,67.84,8.05,0.6,0.7143,4,0.5353,1,Computer Networks
2606,63.3667,22.6,0.5714,0.4,192,0.5335,4,Computer Networks
2606,63.3667,22.6,0.5714,0.4,52,0.5335,1,Operating Systems
2232,70.5,0.0,0.6,1.0,197,0.5325,1,Computer Networks
1785,70.48,0.0,0.6,0.5,194,0.5324,3,Algorithms
1558,55.8667,1.1,0.8333,0.4167,138,0.5315,3,Algorithms
1558,55.8667,1.1,0.8333,0.4167,131,0.5315,1,Machine Learning
4785,64.25,11.2,0.625,0.4286,151,0.5312,2,Software Engineering
894,70.2,0.0,0.6,0.6,4,0.531,2,Computer Networks
1959,67.0,7.7,0.6,0.3333,26,0.5304,2,Mobile App Development
2109,61.0667,0.0,0.75,0.2222,76,0.5303,1,Computer Networks
2018,63.85,0.0,0.7,0.375,162,0.5292,5,Cloud Computing
2018,63.85,0.0,0.7,0.375,198,0.5292,4,Machine Learning
2018,63.85,0.0,0.7,0.375,130,0.5292,3,Computer Architecture
4256,68.24,0.0,0.625,0.3636,119,0.5287,3,Cyber Security Fundamentals
3448,56.9,0.0,0.8125,0.3333,25,0.5282,4,Cloud Computing
961,62.7,28.3333,0.5263,0.4,190,0.5281,5,Computer Architecture
961,62.7,28.3333,0.5263,0.4,26,0.5281,3,Mobile App Development
2540,45.4167,0.0,1.0,0.1818,5,0.5271,3,Discrete Mathematics
2540,45.4167,0.0,1.0,0.1818,51,0.5271,1,Discrete Mathematics
1885,61.3875,9.8,0.6667,0.2941,129,0.5265,3,Discrete Mathematics
4207,60.6,26.06,0.5714,0.2857,133,0.5265,1,Computer Networks
4207,60.6,26.06,0.5714,0.2857,74,0.5265,6,Computer Architecture
4207,60.6,26.06,0.5714,0.2857,22,0.5265,1,Data Science
4207,60.6,26.06,0.5714,0.2857,86,0.5265,1,Database Systems
4207,60.6,26.06,0.5714,0.2857,108,0.5265,2,Software Engineering
3118,69.0,0.0,0.6,0.3333,57,0.525,1,Web Development
2981,85.0,0.0,0.3333,0.3333,182,0.525,4,Data Structures
3118,69.0,0.0,0.6,0.3333,152,0.525,2,Operating Systems
264,55.0333,11.6333,0.75,0.125,41,0.5234,1,Database Systems
264,55.0333,11.6333,0.75,0.125,63,0.5234,1,Computer Networks
2389,58.8333,10.3333,0.6923,0.2,191,0.5225,4,Data Structures
2389,58.8333,10.3333,0.6923,0.2,194,0.5225,4,Algorithms
2389,58.8333,10.3333,0.6923,0.2,110,0.5225,4,Software Engineering
2389,58.8333,10.3333,0.6923,0.2,57,0.5225,2,Web Development
2116,80.4,10.1833,0.3333,0.25,128,0.5224,2,Artificial Intelligence
2116,80.4,10.1833,0.3333,0.25,187,0.5224,1,Operating Systems
2601,84.25,0.0,0.3333,0.6667,177,0.5212,4,Data Science
4972,69.8571,0.0,0.5714,0.2857,48,0.5207,3,Data Structures
4972,69.8571,0.0,0.5714,0.2857,153,0.5207,2,Algorithms
2547,49.8,22.925,0.75,0.1111,46,0.5198,1,Mobile App Development
2547,49.8,22.925,0.75,0.1111,20,0.5198,4,Computer Architecture
2352,65.72,20.5833,0.5,0.375,194,0.5198,5,Algorithms
2547,49.8,22.925,0.75,0.1111,11,0.5198,3,Computer Networks
371,92.0,29.4333,0.0,0.5,187,0.5189,2,Operating Systems
2431,100.0,9.45,0.0,1.0,180,0.5189,5,Discrete Mathematics
2431,100.0,9.45,0.0,1.0,162,0.5189,6,Cloud Computing
1675,58.7,0.0,0.75,0.375,20,0.5185,5,Computer Architecture
3284,55.1571,14.1,0.7143,0.4444,48,0.5183,4,Data Structures
4103,69.375,0.0,0.5714,0.4286,169,0.5183,3,Cyber Security Fundamentals
3284,55.1571,14.1,0.7143,0.4444,168,0.5183,2,Web Development
3284,55.1571,14.1,0.7143,0.4444,135,0.5183,3,Data Science
4795,67.8111,5.2,0.5625,0.6364,80,0.5182,3,Computer Architecture
2041,71.2714,9.9333,0.4706,0.5,187,0.5174,3,Operating Systems
2041,71.2714,9.9333,0.4706,0.5,64,0.5174,5,Database Systems
2041,71.2714,9.9333,0.4706,0.5,61,0.5174,3,Mobile App Development
2041,71.2714,9.9333,0.4706,0.5,37,0.5174,5,Database Systems
3492,70.94,31.32,0.3333,1.0,81,0.5173,1,Artificial Intelligence
3492,70.94,31.32,0.3333,1.0,191,0.5173,5,Data Structures
3492,70.94,31.32,0.3333,1.0,145,0.5173,4,Web Development
3492,70.94,31.32,0.3333,1.0,58,0.5173,2,Software Engineering
4405,57.22,25.5,0.6,0.5714,29,0.5171,3,Algorithms
4017,56.225,37.12,0.5385,0.5,156,0.5169,1,Algorithms
4430,67.35,0.0,0.6,0.2727,49,0.5168,5,Data Structures
4430,67.35,0.0,0.6,0.2727,61,0.5168,4,Mobile App Development
4430,67.35,0.0,0.6,0.2727,109,0.5168,3,Artificial Intelligence
4804,59.675,0.0,0.7273,0.5,146,0.5166,3,Operating Systems
4804,59.675,0.0,0.7273,0.5,58,0.5166,3,Software Engineering
4804,59.675,0.0,0.7273,0.5,181,0.5166,2,Operating Systems
4804,59.675,0.0,0.7273,0.5,190,0.5166,6,Computer Architecture
880,58.1333,0.0,0.75,0.5,56,0.5157,4,Data Science
199,60.9333,0.0,0.7,0.3333,134,0.5147,5,Web Development
199,60.9333,0.0,0.7,0.3333,86,0.5147,2,Database Systems
199,60.9333,0.0,0.7,0.3333,30,0.5147,3,Machine Learning
199,60.9333,0.0,0.7,0.3333,7,0.5147,1,Operating Systems
4309,72.8,0.0,0.5,1.0,141,0.514,3,Computer Networks
4309,72.8,0.0,0.5,1.0,129,0.514,4,Discrete Mathematics
4573,57.7714,0.0,0.75,0.625,196,0.5139,3,Database Systems
4573,57.7714,0.0,0.75,0.625,1,0.5139,4,Cyber Security Fundamentals
395,47.25,31.56,0.7143,0.3333,146,0.5137,4,Operating Systems
395,47.25,31.56,0.7143,0.3333,63,0.5137,2,Computer Networks
2348,63.12,13.9,0.5625,0.5714,107,0.5122,1,Software Engineering
3985,68.6,9.08,0.5,0.25,182,0.5112,5,Data Structures
3985,68.6,9.08,0.5,0.25,53,0.5112,2,Discrete Mathematics
