StudentId,QuizAttempts,AvgQuizScore,QuizPassRate,Submissions,AvgGrade,CompletionRate,ActionCount,LoginCount,CommentsCount,LikesGiven,ActivitiesCompleted,AvgProgressPct,EnrolledCourseCount,TotalCreditLoad,AdmissionYear,DepartmentId,EnhancedRiskScore,AtRisk
3569,0.0,0.0,0.0,5.0,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2024,1,0.8214,1
4318,7.0,55.2,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,2023,1,0.8263,1
4622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,2025,1,1.0,1
4576,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,100.0,1,3,2025,2,0.75,1
2198,6.0,60.6667,0.3333,4.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2024,1,0.6222,0
3652,3.0,65.1333,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2023,2,0.6705,0
3898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2025,1,1.0,1
1511,0.0,0.0,0.0,0.0,0.0,0.2727,0.0,0.0,1.0,4.0,3.0,49.3636,2,5,2023,1,0.9318,1
3702,12.0,57.4667,0.3333,5.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2025,2,0.5944,0
826,13.0,49.6375,0.3077,0.0,0.0,0.3636,0.0,0.0,3.0,3.0,4.0,55.9091,4,17,2023,1,0.7081,1
3028,0.0,0.0,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,0.0,5.0,72.1111,0,0,2023,3,0.8611,1
2078,7.0,70.4,0.2857,3.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2024,3,0.6454,0
1416,13.0,57.6571,0.3077,0.0,0.0,0.4615,0.0,0.0,4.0,1.0,6.0,79.5385,2,8,2024,1,0.6636,0
495,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,5,11,2023,2,0.9643,1
4336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,2024,1,1.0,1
1863,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,4.0,6.0,62.0833,0,0,2022,3,0.875,1
2715,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,9.0,73.75,1,3,2023,2,0.8594,1
3809,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,3.0,35.9,1,3,2023,1,0.925,1
1787,5.0,50.5,0.2,3.0,15.0333,0.6667,0.0,0.0,2.0,8.0,2.0,66.6667,2,7,2024,1,0.5499,0
285,9.0,88.0333,0.3333,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1,4,2024,1,0.6966,0
4675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2024,1,1.0,1
2110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,4,13,2026,3,1.0,1
4745,11.0,53.7286,0.3636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,2,5,2024,3,0.5248,0
