Id,UserId,DepartmentId,YearId,SquadronId,AdmissionYear,CreatedAt,UpdatedAt,DepartmentId_WasNull,YearId_WasNull,SquadronId_WasNull,AdmissionYear_WasNull,CreatedAt_Year,CreatedAt_Month,CreatedAt_Weekday,AccountAgeDays,EnrolledCourseCount,TotalCreditLoad,Year_AvgCreditLoad,Year_TotalEnrollments,Squadron_AvgCreditLoad,Squadron_TotalEnrollments,DepartmentId_Enc,YearId_Enc,SquadronId_Enc,AdmissionYear_Norm,AccountAgeDays_Norm,TotalCreditLoad_Norm,RiskFlag_NoEnrollment,RiskFlag_LowCreditLoad,RiskScore,DepartmentName,YearLevelName
419,697.0,1,1,1,2023,2025-09-05 07:28:12,2025-09-30 07:28:12,0,0,0,0,2025,9,4,190,3,10,2.929756350440643,3858,2.8900462962962963,1728,0,0,0,0.39999999999997726,0.06410958904109589,0.17543859649122806,0,0,0.0,Computer Science,First Year
602,1602.0,1,3,4,2026,2022-03-07 19:21:49,2022-04-10 19:21:49,0,0,0,0,2022,3,0,1468,2,6,2.874454677653902,2063,2.9369419642857144,1792,0,2,3,1.0,0.7643835616438355,0.10526315789473684,0,0,0.0,Computer Science,Third Year
1081,381.0,2,2,4,2022,2023-12-20 08:21:08,2024-02-22 08:21:08,0,0,0,0,2023,12,2,815,1,2,2.8799102132435466,2673,2.9369419642857144,1792,1,1,3,0.19999999999998863,0.4065753424657534,0.03508771929824561,0,0,0.0,Artificial Intelligence,Second Year
1068,280.0,1,4,3,2024,2025-12-11 18:46:08,2026-08-07 18:46:08,0,0,0,0,2025,12,3,93,0,0,2.9029629629629627,1350,2.8538888888888887,1800,0,3,2,0.5999999999999659,0.010958904109589045,0.0,1,1,1.0,Computer Science,Fourth Year
2534,1022.0,1,3,3,2024,2021-12-14 10:27:30,2022-08-09 10:27:30,0,0,0,0,2021,12,1,1551,3,12,2.874454677653902,2063,2.8538888888888887,1800,0,2,2,0.5999999999999659,0.80986301369863,0.21052631578947367,0,0,0.0,Computer Science,Third Year
3763,1328.0,1,4,4,2023,2023-11-21 23:33:45,2024-01-01 23:33:45,0,0,0,0,2023,11,1,843,1,2,2.9029629629629627,1350,2.9369419642857144,1792,0,3,3,0.39999999999997726,0.42191780821917807,0.03508771929824561,0,0,0.0,Computer Science,Fourth Year
165,1206.0,1,2,2,2026,2025-05-19 01:29:10,2025-11-12 01:29:10,0,0,0,0,2025,5,0,299,0,0,2.8799102132435466,2673,2.9339622641509435,1802,0,1,1,1.0,0.12383561643835615,0.0,1,1,1.0,Computer Science,Second Year
4609,1798.0,1,4,4,2024,2024-12-28 01:07:29,2025-07-10 01:07:29,0,0,0,0,2024,12,5,441,1,2,2.9029629629629627,1350,2.9369419642857144,1792,0,3,3,0.5999999999999659,0.20164383561643834,0.03508771929824561,0,0,0.0,Computer Science,Fourth Year
2286,8.0,2,4,4,2025,2021-08-13 01:54:15,2021-10-08 01:54:15,0,0,0,0,2021,8,4,1674,0,0,2.9029629629629627,1350,2.9369419642857144,1792,1,3,3,0.7999999999999545,0.8772602739726026,0.0,1,1,1.0,Artificial Intelligence,Fourth Year
4171,1276.0,2,1,2,2024,2024-09-25 17:36:17,2025-02-01 17:36:17,0,0,0,0,2024,9,2,535,16,49,2.929756350440643,3858,2.9339622641509435,1802,1,0,1,0.5999999999999659,0.25315068493150683,0.8596491228070176,0,0,0.0,Artificial Intelligence,First Year
2843,1981.0,1,1,5,2025,2025-12-19 11:31:05,2026-07-21 11:31:05,0,0,0,0,2025,12,4,85,2,7,2.929756350440643,3858,2.894755492558469,2822,0,0,4,0.7999999999999545,0.006575342465753427,0.12280701754385964,0,0,0.0,Computer Science,First Year
1111,1409.0,2,1,3,2023,2022-05-13 00:52:30,2022-06-28 00:52:30,0,0,0,0,2022,5,4,1401,2,4,2.929756350440643,3858,2.8538888888888887,1800,1,0,2,0.39999999999997726,0.7276712328767122,0.07017543859649122,0,0,0.0,Artificial Intelligence,First Year
1331,9468.0,3,2,1,2023,2023-04-05 09:12:14,2023-08-30 09:12:14,0,0,0,0,2023,4,2,1074,1,3,2.8799102132435466,2673,2.8900462962962963,1728,2,1,0,0.39999999999997726,0.5484931506849314,0.05263157894736842,0,0,0.0,Cyber Security,Second Year
1465,1520.0,1,4,5,2022,2025-12-10 05:27:13,2026-03-19 05:27:13,0,0,1,0,2025,12,2,94,4,16,2.9029629629629627,1350,2.894755492558469,2822,0,3,4,0.19999999999998863,0.011506849315068499,0.2807017543859649,0,0,0.0,Computer Science,Fourth Year
1748,1444.0,1,3,3,2023,2022-08-14 05:29:14,2022-09-11 05:29:14,1,0,0,0,2022,8,6,1308,1,2,2.874454677653902,2063,2.8538888888888887,1800,0,2,2,0.39999999999997726,0.6767123287671232,0.03508771929824561,0,0,0.0,Computer Science,Third Year
79,58.0,1,1,4,2023,2023-03-21 19:49:48,2023-05-21 19:49:48,1,0,0,0,2023,3,1,1089,4,13,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.39999999999997726,0.5567123287671232,0.22807017543859648,0,0,0.0,Computer Science,First Year
89,758.0,3,4,1,2025,2024-08-10 13:05:29,2025-04-04 13:05:29,0,0,0,0,2024,8,5,581,2,5,2.9029629629629627,1350,2.8900462962962963,1728,2,3,0,0.7999999999999545,0.27835616438356164,0.08771929824561403,0,0,0.0,Cyber Security,Fourth Year
939,1365.0,1,1,3,2022,2022-07-29 21:42:39,2023-03-26 21:42:39,0,0,0,0,2022,7,4,1324,2,7,2.929756350440643,3858,2.8538888888888887,1800,0,0,2,0.19999999999998863,0.6854794520547944,0.12280701754385964,0,0,0.0,Computer Science,First Year
3878,28.0,2,1,5,2024,2024-03-16 01:31:17,2024-03-21 01:31:17,0,1,1,0,2024,3,5,728,4,11,2.929756350440643,3858,2.894755492558469,2822,1,0,4,0.5999999999999659,0.35890410958904106,0.19298245614035087,0,0,0.0,Artificial Intelligence,First Year
2794,599.0,1,1,4,2024,2021-07-15 14:43:02,2022-01-03 14:43:02,0,1,0,0,2021,7,3,1703,1,4,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.5999999999999659,0.8931506849315067,0.07017543859649122,0,0,0.0,Computer Science,First Year
