Id,ActivityId,UserId,Content,ParentCommentId,LikeCount,CreatedAt,UpdatedAt,IsDeleted,UserId_WasNull
3929,81.0,426.0,When is the next quiz?,,42,2024-08-24 01:21:07,,0,0
3401,1158.0,767.0,[deleted],,16,2022-12-03 06:11:25,,1,0
1275,1796.0,772.0,Thanks for the clarification.,1262.0,5,2025-06-07 14:54:14,2025-06-07 18:54:14,0,0
337,200.0,332.0,[deleted],331.0,0,2024-06-10 21:43:09,,1,0
148,1274.0,1380.0,I didn't understand the second part.,,12,2023-09-06 17:40:43,,0,0
3705,456.0,470.0,Can you elaborate further?,3698.0,0,2025-03-21 23:57:28,,0,0
1950,1636.0,1862.0,[deleted],1946.0,9,2024-04-05 06:06:13,,1,0
1549,1316.0,1251.0,[deleted],1540.0,11,2024-01-13 21:16:02,,1,0
4175,79.0,686.0,Thanks for the clarification.,4170.0,1,2023-04-15 08:49:40,,0,0
2935,2034.0,1995.0,When is the next quiz?,,1,2024-07-27 14:18:54,,0,0
2298,1640.0,143.0,I didn't understand the second part.,,37,2024-07-29 21:30:49,2024-07-30 10:30:49,0,0
4285,614.0,56.0,[deleted],4277.0,14,2024-10-01 15:37:18,,1,0
3204,359.0,1480.0,"Thank you, this was very clear.",,45,2023-08-05 00:48:20,,0,0
4201,1517.0,543.0,[deleted],,42,2023-03-22 08:33:47,,1,0
4202,1517.0,261.0,When is the next quiz?,,45,2023-09-23 07:30:08,,0,0
4297,1731.0,-1.0,"Great lecture, very helpful!",,3,2024-11-02 18:28:43,,0,1
1446,233.0,1731.0,This topic is challenging but interesting.,,25,2025-11-09 18:53:37,,0,0
2020,1285.0,1483.0,Thanks for the clarification.,2008.0,12,2022-12-30 23:00:11,,0,0
4359,1310.0,862.0,Can you elaborate further?,4357.0,15,2026-01-15 04:08:59,2026-01-15 12:08:59,0,0
2836,471.0,310.0,I agree with this comment.,2820.0,13,2022-11-18 13:46:45,,0,0
1766,977.0,1549.0,When is the next quiz?,,10,2025-11-05 13:56:43,,0,0
1502,1757.0,1329.0,[deleted],1492.0,14,2025-05-14 04:26:40,2025-05-14 17:26:40,1,0
521,1051.0,1929.0,I agree with this comment.,514.0,3,2024-06-09 09:36:14,,0,0
349,988.0,1599.0,This topic is challenging but interesting.,,43,2025-06-14 16:51:21,2025-06-16 01:51:21,0,0
2198,1028.0,1691.0,Thanks for the clarification.,2188.0,11,2026-01-17 13:51:03,,0,0
4288,562.0,1444.0,"Thank you, this was very clear.",,0,2022-10-22 09:12:36,2022-10-23 03:12:36,0,0
1002,1580.0,1215.0,Can you elaborate further?,988.0,15,2026-01-23 08:16:11,,0,0
262,480.0,1163.0,This topic is challenging but interesting.,,37,2024-01-26 21:41:41,2024-01-28 02:41:41,0,0
3163,1774.0,1233.0,[deleted],3150.0,7,2024-01-23 08:56:55,,1,0
240,408.0,739.0,ممتاز!,,12,2024-09-22 05:50:22,2024-09-24 05:50:22,0,0
996,1580.0,489.0,Thanks for the clarification.,984.0,5,2024-10-31 23:00:23,,0,0
737,434.0,577.0,Can you elaborate further?,722.0,11,2023-10-10 20:49:43,,0,0
694,2152.0,1063.0,Can you explain this concept more?,,29,2025-05-17 02:50:45,,0,0
1662,1714.0,1356.0,[deleted],,36,2025-07-06 12:47:49,,1,0
3258,779.0,1424.0,Can you explain this concept more?,,6,2023-11-10 12:08:07,,0,0
3644,1935.0,1041.0,I agree with this comment.,3628.0,14,2023-12-17 13:55:08,,0,0
2915,1863.0,231.0,I agree with this comment.,2905.0,10,2024-03-17 09:58:10,,0,0
3735,1643.0,1660.0,That makes sense now.,3728.0,8,2024-10-01 12:36:50,,0,0
2335,765.0,190.0,شكراً على الرد,2320.0,3,2022-07-01 21:27:02,,0,0
481,429.0,-1.0,"Great lecture, very helpful!",,5,2025-12-13 04:50:33,2025-12-13 05:50:33,0,1
3202,331.0,297.0,Can you elaborate further?,3184.0,10,2024-10-26 03:57:57,2024-10-26 13:57:57,0,0
2945,2034.0,688.0,I agree with this comment.,2933.0,2,2022-08-17 19:34:25,2022-08-18 15:34:25,0,0
1675,1556.0,1352.0,I didn't understand the second part.,,25,2024-12-01 10:57:04,2024-12-02 10:57:04,0,0
2994,1175.0,1389.0,"Thank you, this was very clear.",,1,2024-05-10 16:39:12,,0,0
575,66.0,960.0,I agree with this comment.,567.0,0,2025-11-09 15:51:00,,0,0
1525,875.0,1325.0,شكراً على الرد,1514.0,6,2025-10-15 09:32:19,,0,0
3531,162.0,747.0,شكراً على الرد,3517.0,6,2023-10-04 08:32:38,,0,0
744,1106.0,1213.0,الشرح كان واضح جداً، شكراً,,36,2025-02-21 16:57:28,2025-02-23 14:57:28,0,0
1953,1636.0,273.0,That makes sense now.,1947.0,6,2023-11-25 23:10:04,,0,0
104,1148.0,1726.0,[deleted],94.0,9,2025-05-26 08:57:54,2025-05-27 03:57:54,1,0
1136,1281.0,606.0,Thanks for the clarification.,1126.0,0,2025-05-08 00:58:36,,0,0
3190,331.0,795.0,[deleted],3178.0,2,2024-07-24 17:10:46,,1,0
1301,1465.0,1589.0,[deleted],1289.0,14,2024-09-21 13:00:00,2024-09-22 01:00:00,1,0
4245,1077.0,149.0,Could you provide more examples?,,46,2023-02-03 19:11:27,2023-02-04 13:11:27,0,0
866,271.0,1966.0,Thanks for the clarification.,860.0,11,2025-04-19 12:57:43,,0,0
2000,269.0,1270.0,I agree with this comment.,1985.0,2,2022-10-15 02:53:19,,0,0
997,1580.0,716.0,That makes sense now.,985.0,8,2025-05-13 12:07:20,,0,0
3159,1774.0,1541.0,Can you elaborate further?,3149.0,10,2022-06-09 17:19:28,,0,0
1561,1316.0,755.0,Thanks for the clarification.,1545.0,15,2023-10-13 03:53:27,,0,0
3527,162.0,1774.0,That makes sense now.,3516.0,2,2025-04-29 07:57:09,2025-04-29 08:57:09,0,0
2607,1539.0,1811.0,That makes sense now.,2601.0,10,2022-12-25 12:48:10,,0,0
1523,875.0,349.0,This topic is challenging but interesting.,,19,2025-11-01 09:28:26,,0,0
1340,228.0,944.0,"Thank you, this was very clear.",,36,2024-10-16 03:42:30,,0,0
2814,1546.0,1224.0,شكراً على الرد,2794.0,10,2024-07-13 00:32:58,,0,0
1432,666.0,2039.0,[deleted],1419.0,12,2023-07-16 12:00:53,,1,0
2995,1175.0,1150.0,Can you explain this concept more?,,25,2025-07-05 07:22:25,,0,0
674,1860.0,1746.0,Can you explain this concept more?,,17,2024-09-26 03:30:05,2024-09-26 14:30:05,0,0
2788,1546.0,1654.0,[deleted],,44,2025-04-20 14:40:49,2025-04-22 04:40:49,1,0
2676,197.0,488.0,الشرح كان واضح جداً، شكراً,,22,2023-11-12 05:40:11,2023-11-13 12:40:11,0,0
1893,707.0,163.0,[deleted],1883.0,4,2023-05-23 16:54:37,,1,0
4124,1196.0,1793.0,محتاج مزيد من التوضيح,,26,2024-06-25 08:07:54,,0,0
2186,1028.0,223.0,I didn't understand the second part.,,13,2025-07-21 21:34:51,,0,0
4142,2218.0,1641.0,"Thank you, this was very clear.",,4,2023-01-19 02:18:51,,0,0
3239,1221.0,846.0,I agree with this comment.,3228.0,1,2026-01-01 22:38:28,2026-01-02 18:38:28,0,0
1,1981.0,1217.0,محتاج مزيد من التوضيح,,9,2024-04-30 13:50:23,,0,0
3521,162.0,944.0,Can you elaborate further?,3510.0,5,2023-06-28 20:13:32,2023-06-29 20:13:32,0,0
2749,428.0,109.0,That makes sense now.,2742.0,5,2022-06-25 13:51:01,,0,0
4007,1040.0,1509.0,شكراً على الرد,3994.0,12,2024-06-20 00:33:27,,0,0
1691,1256.0,1652.0,Can you elaborate further?,1681.0,2,2025-07-08 21:48:02,,0,0
81,1107.0,2029.0,[deleted],72.0,9,2023-12-07 01:54:20,,1,0
2642,6.0,981.0,"Thank you, this was very clear.",,6,2025-08-08 03:50:39,,0,0
504,429.0,706.0,Thanks for the clarification.,486.0,6,2023-06-12 21:28:59,,0,0
2134,344.0,1942.0,[deleted],,31,2023-11-02 18:44:14,,1,0
1499,1757.0,891.0,That makes sense now.,1488.0,11,2025-06-06 04:06:41,,0,0
2941,2034.0,26.0,[deleted],,30,2023-06-17 11:35:31,2023-06-17 15:35:31,1,0
3629,1935.0,2013.0,[deleted],,26,2022-11-13 04:21:26,2022-11-14 05:21:26,1,0
1973,1180.0,1130.0,"Thank you, this was very clear.",,20,2023-12-05 19:14:51,,0,0
2190,1028.0,1092.0,That makes sense now.,2182.0,6,2023-02-01 18:46:46,,0,0
1788,1389.0,422.0,Thanks for the clarification.,1785.0,9,2024-07-21 20:26:53,,0,0
809,2077.0,1867.0,That makes sense now.,790.0,2,2025-11-16 09:18:13,,0,0
2283,1613.0,1972.0,I agree with this comment.,2268.0,13,2024-11-08 22:54:56,,0,0
1977,1180.0,1307.0,[deleted],,38,2025-12-15 14:55:24,2025-12-16 20:55:24,1,0
2462,1323.0,590.0,[deleted],2450.0,5,2024-01-17 02:19:43,,1,0
673,1860.0,791.0,"Great lecture, very helpful!",,45,2023-07-26 09:20:52,,0,0
2899,1863.0,1060.0,When is the next quiz?,,21,2022-11-23 16:23:02,,0,0
539,1652.0,1738.0,شكراً على الرد,528.0,6,2024-03-04 10:29:18,,0,0
2079,289.0,1190.0,When is the next quiz?,,26,2025-12-17 04:34:06,,0,0
2097,1880.0,560.0,"Thank you, this was very clear.",,29,2025-02-21 15:24:53,2025-02-23 15:24:53,0,0
3109,1212.0,1516.0,محتاج مزيد من التوضيح,,34,2024-04-11 12:04:26,,0,0
990,1580.0,347.0,This topic is challenging but interesting.,,22,2022-06-14 00:36:44,,0,0
359,988.0,452.0,[deleted],348.0,4,2026-02-11 04:03:06,,1,0
2585,1258.0,755.0,[deleted],,9,2022-08-06 06:46:01,,1,0
3824,1062.0,487.0,Can you explain this concept more?,,16,2025-03-19 17:29:52,,0,0
2296,1640.0,775.0,Can you explain this concept more?,,42,2022-12-09 01:37:13,,0,0
2813,1546.0,415.0,Thanks for the clarification.,2793.0,12,2023-03-15 11:25:56,,0,0
2729,877.0,102.0,I agree with this comment.,2716.0,15,2023-05-25 20:00:56,2023-05-26 10:00:56,0,0
2898,610.0,1705.0,شكراً على الرد,2893.0,1,2025-12-27 19:10:04,,0,0
3841,1062.0,1635.0,[deleted],3827.0,2,2025-11-21 10:05:18,,1,0
4203,1517.0,912.0,ممتاز!,,16,2025-05-02 08:24:38,,0,0
289,1907.0,1128.0,Thanks for the clarification.,279.0,3,2026-02-28 09:31:40,,0,0
3480,494.0,571.0,شكراً على الرد,3479.0,9,2025-07-08 08:49:36,,0,0
1779,295.0,1992.0,I agree with this comment.,1775.0,15,2025-07-25 17:35:42,2025-07-26 10:35:42,0,0
602,40.0,939.0,الشرح كان واضح جداً، شكراً,,39,2025-01-16 16:37:08,2025-01-18 15:37:08,0,0
4392,37.0,342.0,[deleted],4379.0,4,2025-05-25 09:22:10,,1,0
171,710.0,853.0,That makes sense now.,168.0,15,2023-09-24 01:18:00,,0,0
1860,1862.0,611.0,[deleted],1846.0,13,2025-08-29 21:38:46,,1,0
3078,502.0,1136.0,[deleted],3066.0,13,2022-11-08 05:01:24,,1,0
2347,765.0,1575.0,[deleted],2328.0,11,2022-12-08 06:17:29,,1,0
3801,2121.0,1827.0,[deleted],,50,2022-12-30 07:34:15,,1,0
276,113.0,1763.0,[deleted],275.0,1,2023-12-28 09:57:09,,1,0
566,66.0,1057.0,[deleted],,40,2025-05-08 06:10:21,,1,0
4083,911.0,593.0,I agree with this comment.,4073.0,11,2023-06-22 09:57:36,,0,0
1357,1694.0,1259.0,I didn't understand the second part.,,6,2022-09-17 17:55:06,,0,0
4106,1520.0,845.0,[deleted],,25,2025-02-02 10:45:31,,1,0
4048,1202.0,1040.0,This topic is challenging but interesting.,,25,2024-07-24 09:26:42,2024-07-26 05:26:42,0,0
4328,746.0,-1.0,This topic is challenging but interesting.,,5,2022-11-06 07:02:35,2022-11-07 22:02:35,0,1
3336,727.0,805.0,[deleted],3319.0,4,2022-07-30 01:25:14,2022-07-30 21:25:14,1,0
653,257.0,1321.0,That makes sense now.,643.0,10,2025-12-06 13:18:27,,0,0
721,434.0,1922.0,I didn't understand the second part.,,6,2023-05-26 20:40:51,2023-05-27 14:40:51,0,0
3014,1175.0,874.0,[deleted],2998.0,12,2025-11-24 12:45:19,,1,0
3790,1571.0,1522.0,[deleted],3782.0,8,2024-10-09 20:11:12,2024-10-10 04:11:12,1,0
3125,1212.0,757.0,[deleted],3108.0,15,2024-08-03 15:00:43,2024-08-03 19:00:43,1,0
3989,1040.0,1198.0,[deleted],,13,2025-08-15 18:47:46,2025-08-17 06:47:46,1,0
3811,2121.0,813.0,[deleted],3799.0,0,2023-07-12 11:17:54,2023-07-12 17:17:54,1,0
144,1254.0,229.0,[deleted],129.0,12,2023-12-05 02:51:48,,1,0
3694,270.0,460.0,Thanks for the clarification.,3682.0,1,2022-10-05 04:03:02,,0,0
1688,1256.0,90.0,Could you provide more examples?,,27,2022-08-14 12:58:10,,0,0
2688,197.0,1032.0,[deleted],2674.0,8,2023-05-04 21:04:32,,1,0
2919,1863.0,560.0,[deleted],2907.0,13,2025-11-25 21:52:44,,1,0
2241,803.0,963.0,That makes sense now.,2228.0,9,2023-05-31 08:27:53,2023-06-01 03:27:53,0,0
543,1652.0,918.0,I agree with this comment.,530.0,3,2025-06-24 23:18:39,,0,0
2699,197.0,770.0,[deleted],2680.0,10,2025-01-02 11:53:41,,1,0
557,1206.0,1609.0,[deleted],547.0,1,2024-12-29 19:57:31,2024-12-30 17:57:31,1,0
4030,1749.0,1472.0,[deleted],4020.0,2,2023-10-28 10:04:18,,1,0
2351,990.0,1794.0,Can you explain this concept more?,,14,2022-09-11 04:39:14,2022-09-11 09:39:14,0,0
2484,1682.0,1382.0,Could you provide more examples?,,6,2025-01-20 07:16:04,2025-01-21 01:16:04,0,0
154,1274.0,1858.0,[deleted],,30,2022-08-12 05:39:16,,1,0
1485,74.0,552.0,[deleted],1468.0,11,2024-10-28 06:37:17,2024-10-29 02:37:17,1,0
2834,471.0,713.0,Thanks for the clarification.,2820.0,12,2022-06-17 18:23:40,,0,0
3825,1062.0,736.0,I didn't understand the second part.,,10,2023-04-12 06:31:05,,0,0
1362,1694.0,1865.0,Thanks for the clarification.,1354.0,3,2022-08-27 11:06:46,2022-08-28 07:06:46,0,0
3992,1040.0,-1.0,Can you explain this concept more?,,43,2026-01-27 05:27:56,2026-01-28 13:27:56,0,1
835,864.0,1655.0,Thanks for the clarification.,827.0,3,2025-02-26 03:16:25,,0,0
2647,6.0,1182.0,"Great lecture, very helpful!",,46,2024-10-20 03:04:37,2024-10-22 00:04:37,0,0
1314,1965.0,80.0,[deleted],1308.0,11,2024-02-28 11:45:46,,1,0
1417,666.0,-1.0,"Thank you, this was very clear.",,50,2025-03-29 06:05:59,,0,1
615,741.0,186.0,[deleted],,6,2024-04-21 14:53:01,2024-04-23 10:53:01,1,0
1831,1569.0,1470.0,That makes sense now.,1816.0,0,2025-11-08 23:49:26,,0,0
1316,1965.0,230.0,That makes sense now.,1309.0,14,2025-10-12 18:59:06,,0,0
1496,1757.0,689.0,[deleted],,0,2025-01-16 08:41:38,,1,0
1101,150.0,792.0,[deleted],,44,2025-04-01 03:05:33,,1,0
4018,1749.0,942.0,محتاج مزيد من التوضيح,,26,2023-07-19 11:07:34,,0,0
4451,516.0,321.0,Can you explain this concept more?,,40,2022-10-20 01:20:23,,0,0
3932,81.0,1251.0,الشرح كان واضح جداً، شكراً,,0,2025-02-28 14:05:51,2025-03-02 01:05:51,0,0
1325,1264.0,1157.0,[deleted],1318.0,12,2023-08-05 18:52:19,,1,0
282,1907.0,1533.0,الشرح كان واضح جداً، شكراً,,18,2025-04-14 03:49:06,2025-04-14 05:49:06,0,0
150,1274.0,734.0,Can you explain this concept more?,,28,2025-01-10 21:57:09,,0,0
2332,765.0,1213.0,شكراً على الرد,2319.0,6,2025-06-16 14:18:32,,0,0
1877,707.0,514.0,[deleted],,36,2024-11-12 11:40:41,,1,0
3360,2198.0,1576.0,[deleted],3356.0,8,2025-10-26 10:04:21,,1,0
714,434.0,1545.0,Can you explain this concept more?,,4,2025-01-21 00:26:59,,0,0
911,958.0,990.0,This topic is challenging but interesting.,,17,2025-01-23 23:43:32,,0,0
1180,680.0,330.0,Thanks for the clarification.,1168.0,0,2025-08-05 02:33:24,2025-08-06 00:33:24,0,0
3003,1175.0,257.0,Can you elaborate further?,2991.0,13,2022-11-05 09:25:24,,0,0
3081,502.0,923.0,That makes sense now.,3067.0,3,2023-03-28 00:48:44,2023-03-28 19:48:44,0,0
2839,1454.0,996.0,This topic is challenging but interesting.,,22,2024-05-18 14:54:51,2024-05-19 06:54:51,0,0
2884,829.0,1167.0,[deleted],2867.0,4,2024-10-26 04:18:37,,1,0
3593,1876.0,489.0,This topic is challenging but interesting.,,32,2024-01-30 11:58:36,2024-01-30 16:58:36,0,0
3352,175.0,1209.0,Can you explain this concept more?,,8,2025-11-11 22:46:50,,0,0
4005,1040.0,1938.0,[deleted],3992.0,0,2025-08-26 23:15:31,,1,0
497,429.0,59.0,شكراً على الرد,482.0,4,2026-02-08 15:01:17,2026-02-09 13:01:17,0,0
2711,877.0,1879.0,Can you explain this concept more?,,49,2023-11-23 19:36:22,,0,0
3394,1889.0,30.0,Could you provide more examples?,,26,2023-03-23 20:07:52,2023-03-25 00:07:52,0,0
4143,2218.0,1161.0,[deleted],,26,2024-03-03 08:15:03,2024-03-03 09:15:03,1,0
2926,1147.0,434.0,Thanks for the clarification.,2922.0,14,2022-12-06 16:26:35,,0,0
2809,1546.0,1256.0,[deleted],2791.0,15,2024-04-10 03:28:09,,1,0
4068,911.0,383.0,[deleted],,5,2025-05-03 10:32:30,,1,0
536,1652.0,1804.0,شكراً على الرد,527.0,3,2022-09-16 03:28:44,,0,0
3778,181.0,638.0,Thanks for the clarification.,3769.0,15,2026-02-04 21:21:13,,0,0
324,1353.0,664.0,Can you explain this concept more?,,14,2024-11-12 18:11:39,,0,0
2590,1258.0,835.0,Can you elaborate further?,2583.0,7,2024-07-14 14:06:40,,0,0
3287,779.0,1516.0,[deleted],3264.0,5,2023-09-15 05:05:39,2023-09-16 01:05:39,1,0
4140,2218.0,1804.0,[deleted],,39,2023-02-11 17:53:50,2023-02-13 16:53:50,1,0
509,1006.0,1148.0,That makes sense now.,507.0,7,2022-10-13 15:55:04,,0,0
492,429.0,64.0,شكراً على الرد,480.0,1,2025-10-03 15:33:20,,0,0
241,408.0,1825.0,This topic is challenging but interesting.,,38,2025-07-28 19:19:04,,0,0
2208,545.0,164.0,"Great lecture, very helpful!",,48,2024-12-19 18:36:43,2024-12-20 05:36:43,0,0
852,1473.0,820.0,[deleted],846.0,11,2023-10-04 08:46:00,,1,0
4325,746.0,1539.0,محتاج مزيد من التوضيح,,34,2025-06-24 00:21:30,2025-06-25 21:21:30,0,0
3237,1221.0,128.0,الشرح كان واضح جداً، شكراً,,48,2022-09-16 19:27:56,2022-09-17 23:27:56,0,0
4335,746.0,1849.0,محتاج مزيد من التوضيح,,14,2022-06-01 00:50:17,,0,0
4131,1196.0,1735.0,Can you elaborate further?,4119.0,13,2026-01-09 05:20:39,,0,0
1241,919.0,1563.0,[deleted],1230.0,7,2025-04-03 15:33:52,,1,0
318,142.0,1604.0,I agree with this comment.,316.0,4,2023-05-25 00:29:34,2023-05-25 07:29:34,0,0
2835,471.0,24.0,Can you elaborate further?,2820.0,3,2024-09-14 13:32:04,,0,0
2554,230.0,299.0,"Thank you, this was very clear.",,37,2023-01-19 10:08:44,,0,0
2154,884.0,762.0,"Great lecture, very helpful!",,29,2025-07-19 02:13:17,,0,0
3939,81.0,826.0,Thanks for the clarification.,3930.0,3,2024-06-14 02:28:58,,0,0
2264,1613.0,719.0,"Thank you, this was very clear.",,46,2025-07-28 02:50:51,,0,0
3518,162.0,210.0,[deleted],3508.0,10,2024-05-14 21:26:06,,1,0
409,1263.0,716.0,[deleted],,31,2025-04-22 03:00:25,,1,0
3608,1876.0,1566.0,شكراً على الرد,3596.0,1,2025-09-30 19:45:16,,0,0
2061,742.0,1051.0,That makes sense now.,2052.0,14,2023-05-26 12:53:50,,0,0
635,741.0,829.0,Can you elaborate further?,619.0,5,2023-04-09 12:00:41,2023-04-09 23:00:41,0,0
2077,1809.0,373.0,[deleted],2076.0,5,2025-07-11 23:46:58,2025-07-12 16:46:58,1,0
2844,1454.0,1865.0,محتاج مزيد من التوضيح,,34,2024-02-12 12:32:34,,0,0
156,1274.0,193.0,[deleted],147.0,12,2025-09-15 17:33:51,2025-09-16 07:33:51,1,0
466,2091.0,292.0,Can you elaborate further?,459.0,6,2022-06-03 00:10:52,,0,0
1629,172.0,1176.0,Can you elaborate further?,1614.0,11,2025-04-11 22:20:59,,0,0
475,2091.0,1436.0,Can you elaborate further?,465.0,3,2022-09-26 21:22:51,,0,0
757,1106.0,1747.0,شكراً على الرد,750.0,1,2024-10-27 13:06:02,,0,0
259,480.0,1536.0,[deleted],,43,2024-04-04 03:37:38,2024-04-05 05:37:38,1,0
1347,228.0,1685.0,I didn't understand the second part.,,18,2023-07-15 12:08:27,,0,0
2950,2034.0,392.0,[deleted],2938.0,2,2024-10-05 05:19:34,2024-10-06 03:19:34,1,0
1245,919.0,485.0,Thanks for the clarification.,1237.0,4,2025-09-02 01:38:22,,0,0
348,988.0,303.0,ممتاز!,,30,2024-01-25 05:14:06,,0,0
574,66.0,1160.0,ممتاز!,,36,2022-11-12 05:28:56,,0,0
2822,471.0,1040.0,الشرح كان واضح جداً، شكراً,,30,2023-11-09 21:52:59,,0,0
3759,493.0,344.0,That makes sense now.,3753.0,15,2025-11-27 23:05:36,,0,0
3021,734.0,1328.0,This topic is challenging but interesting.,,48,2023-12-31 00:41:25,2024-01-01 01:41:25,0,0
418,1894.0,1258.0,Thanks for the clarification.,415.0,2,2023-12-28 14:43:44,,0,0
1308,1965.0,1975.0,Could you provide more examples?,,28,2025-01-31 02:05:05,,0,0
1458,74.0,1818.0,[deleted],,17,2023-06-30 01:12:59,,1,0
3170,897.0,1545.0,[deleted],,41,2024-03-12 16:01:29,,1,0
308,1053.0,783.0,Thanks for the clarification.,300.0,11,2022-08-24 06:00:33,,0,0
490,429.0,1156.0,[deleted],477.0,4,2024-07-19 15:32:21,,1,0
3133,1212.0,982.0,[deleted],3112.0,10,2024-05-13 04:59:41,,1,0
2416,1979.0,1503.0,ممتاز!,,20,2025-08-29 11:58:45,,0,0
1015,1207.0,1624.0,[deleted],,39,2023-07-20 01:52:12,,1,0
1756,1792.0,1358.0,Can you elaborate further?,1743.0,2,2025-06-28 16:21:09,,0,0
2796,1546.0,1342.0,That makes sense now.,2784.0,9,2023-03-24 11:06:15,,0,0
4272,1077.0,131.0,That makes sense now.,4255.0,9,2022-12-17 22:41:56,,0,0
3238,1221.0,721.0,"Great lecture, very helpful!",,15,2024-07-14 01:55:11,2024-07-15 04:55:11,0,0
1991,269.0,1821.0,Could you provide more examples?,,35,2023-12-25 09:54:56,,0,0
2474,1323.0,26.0,I agree with this comment.,2458.0,8,2024-02-23 14:14:30,,0,0
2580,916.0,954.0,That makes sense now.,2572.0,14,2023-07-28 02:53:47,2023-07-28 20:53:47,0,0
3972,1511.0,230.0,"Thank you, this was very clear.",,48,2024-05-20 05:52:28,,0,0
