StudentId,QuizAttempts,AvgQuizScore,QuizPassRate,Submissions,AvgGrade,CompletionRate,DepartmentId,YearId,SquadronId
2529,0.0,0.0,0.0,0.0,0.0,0.7,2,1,1
4906,0.0,0.0,0.0,5.0,13.16,0.0,1,4,3
1948,8.0,69.675,0.375,5.0,30.84,0.6111,1,2,5
4425,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4
3282,0.0,0.0,0.0,0.0,0.0,0.0,1,2,4
1966,0.0,0.0,0.0,1.0,14.0,0.6111,1,1,5
3985,4.0,68.6,0.25,5.0,9.08,0.5,1,2,1
4366,0.0,0.0,0.0,4.0,15.45,0.625,3,4,4
4380,0.0,0.0,0.0,3.0,10.3333,0.0,1,2,5
4108,0.0,0.0,0.0,5.0,14.22,0.6,1,2,1
3339,0.0,0.0,0.0,4.0,24.225,0.8,2,1,5
3742,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5
1516,7.0,69.75,0.4286,0.0,0.0,0.7,2,3,4
4961,0.0,0.0,0.0,0.0,0.0,0.5,2,1,4
3865,0.0,0.0,0.0,0.0,0.0,0.5,1,1,4
4038,13.0,36.5286,0.1538,0.0,0.0,0.0,2,1,3
3786,0.0,0.0,0.0,0.0,0.0,0.8333,1,3,4
3564,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5
4599,0.0,0.0,0.0,1.0,61.6,0.6667,2,2,5
3628,0.0,0.0,0.0,0.0,0.0,0.0,2,1,4
4863,0.0,0.0,0.0,6.0,26.3333,0.6,2,4,3
4722,0.0,0.0,0.0,4.0,30.975,0.6,2,3,1
4964,0.0,0.0,0.0,0.0,0.0,0.6667,2,1,2
1076,3.0,0.0,0.0,0.0,0.0,0.5455,1,4,2
3466,0.0,0.0,0.0,4.0,11.05,0.3333,2,2,5
4858,0.0,0.0,0.0,3.0,16.7667,0.0,2,4,3
3957,1.0,64.0,1.0,0.0,0.0,0.5,1,1,5
4052,6.0,21.6667,0.0,0.0,0.0,0.0,1,1,5
4006,0.0,0.0,0.0,1.0,29.7,0.5,3,2,1
4457,0.0,0.0,0.0,0.0,0.0,0.6667,1,1,5
1394,0.0,0.0,0.0,0.0,0.0,0.4,1,2,3
2889,12.0,46.65,0.3333,6.0,18.8667,0.3889,1,2,2
4405,7.0,57.22,0.5714,5.0,25.5,0.6,2,4,1
455,0.0,0.0,0.0,0.0,0.0,0.5455,1,1,5
1796,0.0,0.0,0.0,6.0,22.3667,0.5,1,2,5
885,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4
4275,12.0,55.1857,0.3333,0.0,0.0,0.7059,1,3,2
1061,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5
1688,11.0,28.95,0.0909,0.0,0.0,0.7059,3,1,5
211,9.0,54.1,0.2222,0.0,0.0,0.0,3,3,3
2590,9.0,42.2167,0.3333,4.0,17.45,0.3,1,1,3
1206,13.0,48.5429,0.2308,0.0,0.0,0.6667,3,2,5
3858,0.0,0.0,0.0,4.0,12.4,0.0,1,4,4
4153,0.0,0.0,0.0,2.0,14.0,0.4,3,4,4
280,0.0,0.0,0.0,2.0,14.0,0.3077,2,2,4
1589,0.0,0.0,0.0,0.0,0.0,0.4615,1,2,4
268,0.0,0.0,0.0,0.0,0.0,0.5455,3,1,1
419,0.0,0.0,0.0,5.0,33.52,0.0,1,1,1
602,0.0,0.0,0.0,4.0,9.7,0.4286,1,3,4
1081,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4
1068,0.0,0.0,0.0,4.0,11.575,0.0,1,4,3
2534,0.0,0.0,0.0,4.0,12.775,0.1538,1,3,3
3763,3.0,43.25,0.3333,1.0,14.0,0.5263,1,4,4
165,0.0,0.0,0.0,0.0,0.0,0.75,1,2,2
4609,0.0,0.0,0.0,5.0,28.58,0.0,1,4,4
2286,6.0,10.8667,0.0,0.0,0.0,0.5455,2,4,4
4171,0.0,0.0,0.0,1.0,46.4,1.0,2,1,2
2843,6.0,55.8,0.1667,1.0,14.0,0.7778,1,1,5
1111,0.0,0.0,0.0,0.0,0.0,0.6,2,1,3
1331,0.0,0.0,0.0,6.0,15.75,0.0,3,2,1
1465,0.0,0.0,0.0,4.0,18.65,0.6667,1,4,5
1748,12.0,49.56,0.25,0.0,0.0,0.0,1,3,3
79,0.0,0.0,0.0,6.0,14.1167,0.7857,1,1,4
89,0.0,0.0,0.0,4.0,19.05,0.0,3,4,1
939,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3
3878,0.0,0.0,0.0,6.0,29.8833,1.0,2,1,5
2794,0.0,0.0,0.0,0.0,0.0,0.6667,1,1,4
1277,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3
2166,0.0,0.0,0.0,0.0,0.0,0.5882,1,1,1
4209,0.0,0.0,0.0,6.0,26.8833,0.25,1,1,4
4546,0.0,0.0,0.0,0.0,0.0,0.6,1,1,5
1455,0.0,0.0,0.0,1.0,13.8,0.3846,2,3,2
4,0.0,0.0,0.0,2.0,43.95,0.3333,2,2,1
3125,0.0,0.0,0.0,3.0,39.9333,0.0,2,1,5
1503,0.0,0.0,0.0,0.0,0.0,0.0,2,3,4
274,9.0,58.3333,0.3333,0.0,0.0,0.0,2,2,3
3682,9.0,77.78,0.5556,0.0,0.0,0.0,1,4,4
4097,0.0,0.0,0.0,4.0,26.2,0.0,2,1,5
2522,0.0,0.0,0.0,3.0,11.8333,0.0,1,3,3
367,0.0,0.0,0.0,0.0,0.0,0.0,3,2,5
1972,0.0,0.0,0.0,0.0,0.0,0.4545,1,2,5
4407,10.0,75.2167,0.5,0.0,0.0,0.0,1,3,4
2101,0.0,0.0,0.0,0.0,0.0,0.7778,2,1,4
4615,0.0,0.0,0.0,1.0,18.1,1.0,1,4,4
4671,0.0,0.0,0.0,0.0,0.0,0.5556,1,1,2
2688,0.0,0.0,0.0,0.0,0.0,0.5,2,1,4
3672,0.0,0.0,0.0,0.0,0.0,0.0,1,4,5
1520,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2
1067,0.0,0.0,0.0,0.0,0.0,0.3636,2,2,4
3762,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2
3498,0.0,0.0,0.0,0.0,0.0,0.6364,1,4,5
588,0.0,0.0,0.0,1.0,14.0,0.0,1,1,2
4248,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5
2230,0.0,0.0,0.0,1.0,14.0,0.0,1,1,1
1185,7.0,28.5,0.0,0.0,0.0,0.0,1,2,4
4733,0.0,0.0,0.0,3.0,42.4,0.0,1,1,2
2894,0.0,0.0,0.0,1.0,110.0,0.6471,2,2,3
2266,0.0,0.0,0.0,0.0,0.0,0.1429,1,1,1
2288,0.0,0.0,0.0,0.0,0.0,0.5,2,3,1
3708,0.0,0.0,0.0,3.0,14.0,0.0,1,4,5
4456,0.0,0.0,0.0,3.0,17.5667,0.5714,1,1,2
4971,6.0,77.75,0.3333,0.0,0.0,0.8125,3,1,5
2226,12.0,56.2556,0.4167,4.0,27.95,0.0,2,1,5
2660,0.0,0.0,0.0,0.0,0.0,0.0,3,1,5
3793,1.0,28.0,0.0,3.0,24.2333,0.0,1,4,3
4869,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3
3800,0.0,0.0,0.0,0.0,0.0,0.4375,1,1,1
968,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4
2973,8.0,53.4,0.375,3.0,13.1333,0.0,1,4,4
1096,0.0,0.0,0.0,0.0,0.0,0.5,1,3,3
1826,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2
2436,0.0,0.0,0.0,0.0,0.0,0.4,2,1,5
862,0.0,0.0,0.0,0.0,0.0,0.5294,1,1,4
4700,0.0,0.0,0.0,0.0,0.0,0.4,1,3,4
1698,0.0,0.0,0.0,0.0,0.0,0.4167,2,4,1
1967,3.0,43.9333,0.3333,0.0,0.0,0.625,2,3,2
1078,0.0,0.0,0.0,0.0,0.0,0.0,1,2,4
3730,1.0,0.0,0.0,0.0,0.0,0.7333,1,4,1
2390,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5
2538,0.0,0.0,0.0,3.0,14.0,0.0,2,1,2
4429,0.0,0.0,0.0,0.0,0.0,0.5882,2,3,3
3577,6.0,37.9,0.3333,0.0,0.0,0.0,3,4,2
3189,3.0,42.0,0.0,0.0,0.0,0.8333,2,2,1
1570,0.0,0.0,0.0,0.0,0.0,0.0909,1,3,1
4973,2.0,29.0,0.0,0.0,0.0,0.7857,1,1,5
117,8.0,48.75,0.25,0.0,0.0,0.0,2,2,3
494,0.0,0.0,0.0,0.0,0.0,0.3333,2,1,4
3779,9.0,53.6667,0.1111,0.0,0.0,0.5,2,1,2
4064,0.0,0.0,0.0,5.0,15.58,0.0,1,2,5
1823,0.0,0.0,0.0,0.0,0.0,0.5,1,1,1
1905,0.0,0.0,0.0,3.0,22.0667,0.5714,2,1,5
255,0.0,0.0,0.0,0.0,0.0,0.0,1,3,2
818,0.0,0.0,0.0,3.0,14.5333,0.6,2,1,3
2362,11.0,42.41,0.2727,0.0,0.0,0.7,2,1,4
3437,0.0,0.0,0.0,3.0,12.0,0.6,1,2,5
3184,0.0,0.0,0.0,3.0,9.6,0.5,2,3,5
1478,5.0,33.1,0.0,1.0,14.0,0.5,2,2,5
4325,0.0,0.0,0.0,0.0,0.0,0.3333,1,3,5
724,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
2228,0.0,0.0,0.0,0.0,0.0,0.5385,2,3,4
706,0.0,0.0,0.0,0.0,0.0,0.4118,3,1,5
536,0.0,0.0,0.0,0.0,0.0,0.625,2,2,2
1708,0.0,0.0,0.0,0.0,0.0,0.0,1,4,5
702,3.0,0.0,0.0,0.0,0.0,0.0,2,1,2
3644,0.0,0.0,0.0,0.0,0.0,0.0,2,2,5
4644,0.0,0.0,0.0,0.0,0.0,0.0,2,2,5
4128,0.0,0.0,0.0,0.0,0.0,0.3333,3,4,4
3433,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3
520,0.0,0.0,0.0,0.0,0.0,0.4286,1,2,1
175,0.0,0.0,0.0,3.0,11.1333,0.6667,1,4,2
4085,0.0,0.0,0.0,4.0,14.175,0.0,1,1,4
3569,0.0,0.0,0.0,5.0,16.48,0.0,1,3,1
4318,7.0,55.2,0.1429,0.0,0.0,0.0,1,1,4
4622,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1
4576,0.0,0.0,0.0,0.0,0.0,1.0,2,2,5
2198,6.0,60.6667,0.3333,4.0,21.9,0.0,1,1,3
3652,3.0,65.1333,0.6667,0.0,0.0,0.0,2,2,4
3898,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3
1511,0.0,0.0,0.0,0.0,0.0,0.2727,1,1,3
3702,12.0,57.4667,0.3333,5.0,12.9,0.0,2,1,5
826,13.0,49.6375,0.3077,0.0,0.0,0.3636,1,1,4
3028,0.0,0.0,0.0,0.0,0.0,0.5556,3,4,5
2078,7.0,70.4,0.2857,3.0,21.8,0.0,3,4,3
1416,13.0,57.6571,0.3077,0.0,0.0,0.4615,1,1,2
495,0.0,0.0,0.0,1.0,14.0,0.0,2,2,2
4336,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4
1863,0.0,0.0,0.0,0.0,0.0,0.5,3,3,5
2715,0.0,0.0,0.0,0.0,0.0,0.5625,2,3,5
3809,0.0,0.0,0.0,0.0,0.0,0.3,1,3,4
1787,5.0,50.5,0.2,3.0,15.0333,0.6667,1,4,3
285,9.0,88.0333,0.3333,0.0,0.0,0.0,1,3,4
4675,0.0,0.0,0.0,0.0,0.0,0.0,1,3,4
2110,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1
4745,11.0,53.7286,0.3636,0.0,0.0,1.0,3,4,1
3134,0.0,0.0,0.0,0.0,0.0,0.6,1,2,3
2257,8.0,62.82,0.5,0.0,0.0,0.0,1,4,2
3284,9.0,55.1571,0.4444,5.0,14.1,0.7143,1,3,5
1446,0.0,0.0,0.0,0.0,0.0,0.0,3,1,5
2,0.0,0.0,0.0,0.0,0.0,0.5714,1,3,2
3525,0.0,0.0,0.0,0.0,0.0,0.8,1,2,2
4537,0.0,0.0,0.0,0.0,0.0,0.3333,1,3,3
2391,8.0,63.86,0.375,0.0,0.0,0.8333,1,2,1
1380,9.0,52.0,0.2222,0.0,0.0,0.75,1,3,5
4481,0.0,0.0,0.0,6.0,10.35,0.7222,1,1,1
3496,4.0,61.6,0.5,2.0,19.1,0.0,1,1,1
4158,4.0,54.9,0.25,2.0,14.9,0.6923,1,3,1
2644,0.0,0.0,0.0,6.0,11.6333,0.0,1,1,4
1636,0.0,0.0,0.0,1.0,14.0,0.5,1,3,5
2656,5.0,88.2,0.4,0.0,0.0,0.0,3,4,3
546,10.0,56.8,0.2,2.0,4.55,0.0,1,1,3
415,0.0,0.0,0.0,0.0,0.0,0.6,1,2,1
920,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4
1525,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2
3431,5.0,62.6,0.4,6.0,20.4667,0.6,2,2,5
2255,6.0,20.975,0.0,0.0,0.0,0.75,2,2,5
254,0.0,0.0,0.0,1.0,14.0,0.0,1,1,2
219,7.0,23.75,0.0,3.0,8.4667,1.0,1,3,1
3021,7.0,49.28,0.4286,0.0,0.0,0.3,2,2,4
347,0.0,0.0,0.0,0.0,0.0,0.5625,2,2,5
3663,0.0,0.0,0.0,1.0,1.4,0.375,1,2,2
3902,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3
1864,0.0,0.0,0.0,6.0,21.4,0.3333,1,3,1
3846,0.0,0.0,0.0,0.0,0.0,0.4,2,2,3
4589,0.0,0.0,0.0,5.0,27.9,0.0,3,1,3
273,0.0,0.0,0.0,5.0,26.58,1.0,1,3,1
231,6.0,41.2,0.3333,0.0,0.0,0.6667,1,1,3
4245,0.0,0.0,0.0,0.0,0.0,0.3846,1,4,5
1230,0.0,0.0,0.0,0.0,0.0,0.6667,1,1,1
3769,0.0,0.0,0.0,0.0,0.0,0.6364,1,2,4
1821,0.0,0.0,0.0,0.0,0.0,0.2222,1,1,4
897,0.0,0.0,0.0,5.0,21.4,0.5,1,2,1
197,9.0,37.8333,0.2222,0.0,0.0,0.0,1,1,4
129,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5
1881,0.0,0.0,0.0,4.0,9.2,0.0,2,1,1
3803,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2
3137,0.0,0.0,0.0,0.0,0.0,0.0,1,3,5
3731,7.0,74.6,0.2857,2.0,32.7,0.0,2,2,1
4647,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2
1151,2.0,16.6,0.0,1.0,14.0,0.8,2,2,2
1100,0.0,0.0,0.0,6.0,9.8167,0.5294,1,2,1
3147,0.0,0.0,0.0,0.0,0.0,0.6667,2,4,1
4846,0.0,0.0,0.0,0.0,0.0,0.0,3,1,3
1653,0.0,0.0,0.0,0.0,0.0,0.5625,2,2,4
2647,1.0,0.0,0.0,3.0,14.0,0.3333,1,4,5
2624,0.0,0.0,0.0,2.0,46.5,0.6,1,2,2
675,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3
2302,0.0,0.0,0.0,3.0,41.9333,0.0,2,3,5
801,0.0,0.0,0.0,4.0,11.075,0.0,2,2,2
435,8.0,84.9,0.375,0.0,0.0,0.6471,1,2,1
18,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2
4057,9.0,48.8333,0.1111,5.0,13.0,0.0,2,1,4
1991,1.0,38.5,0.0,6.0,11.3167,0.4,3,1,5
1997,0.0,0.0,0.0,0.0,0.0,0.7143,1,4,2
2994,7.0,64.54,0.5714,6.0,14.1833,0.0,1,3,2
4560,0.0,0.0,0.0,5.0,22.98,0.0,3,1,5
2610,0.0,0.0,0.0,6.0,20.1833,0.5714,2,3,1
1999,0.0,0.0,0.0,0.0,0.0,0.0,3,1,4
4261,8.0,64.0333,0.5,3.0,15.9333,0.4667,1,2,3
509,0.0,0.0,0.0,1.0,15.9,0.0,1,1,2
3002,0.0,0.0,0.0,0.0,0.0,0.4444,2,3,5
3571,7.0,39.4,0.1429,0.0,0.0,0.0,1,2,1
2563,0.0,0.0,0.0,5.0,18.52,0.8333,1,3,3
778,9.0,35.6,0.0,0.0,0.0,0.0,2,1,5
802,0.0,0.0,0.0,0.0,0.0,0.6667,2,2,5
1915,0.0,0.0,0.0,0.0,0.0,0.5556,2,3,4
4899,0.0,0.0,0.0,5.0,26.74,0.0,1,3,5
1243,10.0,47.6667,0.3,0.0,0.0,0.0,2,3,2
3574,0.0,0.0,0.0,1.0,3.7,0.5333,3,4,5
2503,2.0,75.75,1.0,2.0,30.75,0.0,1,1,1
1937,0.0,0.0,0.0,0.0,0.0,0.25,2,2,5
4529,0.0,0.0,0.0,3.0,14.9,0.0,3,1,2
4196,0.0,0.0,0.0,6.0,12.9833,0.5714,3,2,1
31,0.0,0.0,0.0,0.0,0.0,0.6667,1,4,3
541,9.0,61.4,0.3333,0.0,0.0,0.5,2,3,3
2384,0.0,0.0,0.0,0.0,0.0,0.4,1,2,3
3170,6.0,66.22,0.6667,0.0,0.0,0.8571,1,2,4
4094,0.0,0.0,0.0,2.0,14.0,0.5625,2,3,1
2849,6.0,55.2667,0.3333,0.0,0.0,0.25,3,1,2
2181,1.0,96.0,1.0,1.0,14.0,0.0,1,1,5
1056,0.0,0.0,0.0,3.0,14.0,0.0,2,3,2
1985,5.0,59.975,0.4,0.0,0.0,0.0,2,3,3
4505,0.0,0.0,0.0,4.0,21.55,0.5833,1,3,5
4937,0.0,0.0,0.0,5.0,11.98,0.2857,3,3,2
1541,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1
4476,0.0,0.0,0.0,3.0,14.7333,0.5556,3,1,3
768,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3
3949,5.0,69.0,0.4,0.0,0.0,0.7,1,3,1
3507,0.0,0.0,0.0,0.0,0.0,0.0,1,4,5
3446,0.0,0.0,0.0,0.0,0.0,0.0,2,4,3
4093,11.0,64.28,0.2727,0.0,0.0,0.0,1,2,5
745,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5
3072,0.0,0.0,0.0,0.0,0.0,0.4545,1,3,2
2491,14.0,61.2429,0.5,4.0,30.3,0.0,1,4,2
2008,2.0,17.6,0.0,0.0,0.0,0.0,3,1,1
1048,10.0,46.7167,0.2,2.0,10.35,0.5333,2,2,2
1594,0.0,0.0,0.0,0.0,0.0,0.5833,2,2,2
2564,1.0,0.0,0.0,0.0,0.0,0.0,1,3,5
2118,6.0,27.9,0.0,0.0,0.0,0.5,1,3,2
4223,0.0,0.0,0.0,0.0,0.0,0.5,3,3,2
339,0.0,0.0,0.0,2.0,14.0,0.6667,1,2,5
3392,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2
4654,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
1729,10.0,43.1167,0.2,1.0,14.0,0.8,1,2,4
3201,0.0,0.0,0.0,0.0,0.0,0.6667,2,1,2
3448,6.0,56.9,0.3333,0.0,0.0,0.8125,2,2,2
2988,0.0,0.0,0.0,0.0,0.0,0.5714,2,3,2
1669,2.0,21.8,0.0,1.0,9.5,0.75,1,1,2
3258,0.0,0.0,0.0,0.0,0.0,0.25,1,1,5
406,0.0,0.0,0.0,1.0,5.0,0.8,1,2,2
648,5.0,29.2,0.2,4.0,9.675,0.0,2,4,4
4994,0.0,0.0,0.0,0.0,0.0,0.2,1,4,4
4246,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3
4635,0.0,0.0,0.0,0.0,0.0,0.5455,1,1,3
4843,9.0,61.35,0.4444,0.0,0.0,0.625,1,3,2
3311,0.0,0.0,0.0,0.0,0.0,0.4667,3,1,2
4274,0.0,0.0,0.0,3.0,44.5,0.0,1,3,3
4312,0.0,0.0,0.0,0.0,0.0,0.6,1,2,5
4928,0.0,0.0,0.0,1.0,13.4,0.0,1,2,2
3450,0.0,0.0,0.0,2.0,12.6,0.0,2,1,4
3976,3.0,16.25,0.0,1.0,14.0,0.6667,2,3,5
3836,9.0,46.125,0.2222,0.0,0.0,0.0,1,2,3
4347,4.0,62.7667,0.5,0.0,0.0,0.0,2,1,3
4185,0.0,0.0,0.0,2.0,11.6,0.6,2,2,3
4570,0.0,0.0,0.0,0.0,0.0,0.4375,1,2,3
2888,0.0,0.0,0.0,5.0,28.4,0.0,1,1,4
3603,6.0,57.4667,0.1667,1.0,4.7,0.0,1,1,2
4139,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4
85,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4
670,5.0,51.8667,0.2,4.0,19.575,0.6471,1,3,3
2031,16.0,52.3778,0.3125,1.0,14.0,0.3333,1,2,3
4769,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
896,0.0,0.0,0.0,2.0,1.65,0.0,1,1,5
1944,13.0,47.8125,0.2308,3.0,6.4,0.5455,1,3,5
2034,0.0,0.0,0.0,3.0,12.5667,0.375,1,4,5
699,0.0,0.0,0.0,1.0,14.0,0.0,1,4,4
2856,0.0,0.0,0.0,6.0,17.3333,0.0,1,2,1
4352,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
737,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5
2918,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4
3890,0.0,0.0,0.0,0.0,0.0,0.0,1,4,5
178,0.0,0.0,0.0,0.0,0.0,0.5455,1,1,2
3091,0.0,0.0,0.0,1.0,38.0,0.6923,1,1,2
2733,0.0,0.0,0.0,4.0,13.4,0.5833,1,1,4
2963,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1
3707,0.0,0.0,0.0,0.0,0.0,0.0,1,3,4
4816,0.0,0.0,0.0,5.0,19.1,0.0,1,3,4
1123,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4
105,0.0,0.0,0.0,0.0,0.0,0.6364,3,1,4
690,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5
1848,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
4707,10.0,54.0333,0.3,0.0,0.0,0.7143,1,4,2
1712,0.0,0.0,0.0,4.0,23.225,0.0,1,1,2
3676,0.0,0.0,0.0,4.0,19.75,0.0,1,4,2
2006,9.0,49.7,0.3333,4.0,22.275,0.6,1,2,4
3562,0.0,0.0,0.0,0.0,0.0,0.7333,2,2,3
1377,1.0,0.0,0.0,0.0,0.0,0.0,1,3,4
4471,0.0,0.0,0.0,1.0,9.3,0.0,1,4,3
2680,0.0,0.0,0.0,2.0,14.0,0.7692,1,3,5
2901,0.0,0.0,0.0,3.0,14.0,0.5,1,2,4
4668,1.0,0.0,0.0,4.0,33.05,0.375,2,2,5
3459,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2
4826,7.0,55.025,0.2857,0.0,0.0,0.4375,1,1,5
4042,0.0,0.0,0.0,3.0,17.0,0.0,1,2,5
2652,0.0,0.0,0.0,0.0,0.0,0.7647,1,3,5
2375,0.0,0.0,0.0,0.0,0.0,0.75,1,2,3
99,0.0,0.0,0.0,5.0,19.06,0.4286,2,2,1
3868,0.0,0.0,0.0,2.0,8.25,0.0,1,3,4
333,9.0,64.6667,0.2222,0.0,0.0,0.5,1,3,2
3990,0.0,0.0,0.0,2.0,41.85,0.0,1,2,1
3954,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5
2108,8.0,25.5,0.0,3.0,13.2333,0.6667,1,1,4
1941,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5
5000,0.0,0.0,0.0,0.0,0.0,0.4375,1,1,4
3156,9.0,39.3,0.1111,3.0,21.9333,0.0,1,2,3
1199,12.0,48.3714,0.25,4.0,27.5,0.5,1,1,4
1443,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5
3274,0.0,0.0,0.0,0.0,0.0,0.5,3,1,2
2321,0.0,0.0,0.0,1.0,19.3,0.5,1,2,4
2209,7.0,66.4,0.4286,0.0,0.0,0.5,1,4,4
337,0.0,0.0,0.0,0.0,0.0,0.5294,1,1,4
4583,7.0,78.6,0.5714,0.0,0.0,0.0,1,4,2
1462,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3
4005,0.0,0.0,0.0,0.0,0.0,0.75,1,2,1
2741,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1
2539,12.0,46.99,0.3333,6.0,88.0,0.6316,3,1,5
2648,10.0,48.84,0.2,0.0,0.0,0.0,2,1,5
3830,0.0,0.0,0.0,0.0,0.0,0.5,3,2,4
712,13.0,45.4375,0.2308,4.0,10.625,0.55,1,1,1
2171,0.0,0.0,0.0,3.0,17.7333,0.6875,2,4,5
1812,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3
3146,2.0,86.8,0.5,2.0,16.35,0.4167,1,2,3
1310,0.0,0.0,0.0,0.0,0.0,0.6667,1,1,5
4813,0.0,0.0,0.0,4.0,25.875,0.0,1,2,2
2363,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2
4379,0.0,0.0,0.0,4.0,23.6,0.625,2,1,4
2740,7.0,69.625,0.4286,0.0,0.0,0.625,1,1,5
1038,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1
4390,0.0,0.0,0.0,2.0,11.5,0.0,2,1,1
4721,0.0,0.0,0.0,3.0,15.3333,0.0,1,3,5
3654,0.0,0.0,0.0,6.0,23.9667,0.5,1,4,2
2905,4.0,53.6,0.25,0.0,0.0,0.7222,2,3,5
483,0.0,0.0,0.0,6.0,11.7,0.4444,2,1,5
3939,0.0,0.0,0.0,0.0,0.0,0.625,3,3,5
4796,0.0,0.0,0.0,2.0,18.85,0.5556,2,1,5
3025,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5
